contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Leiden,Oegstgeest,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0579::SB1,2342 AN,1446,1357,3,1,0,2,11,1234,118,0,0,2,0,0,1363,363,40,80,429,91,31,71,14,56,4,1,11,37,8,23,1,81,2,1,1,2,7,2,1,0,0,0,0,0,0,,
Leiden,Oegstgeest,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Cuyl,0579::SB2,2341 BJ,1274,338,0,0,0,0,0,302,36,0,0,0,0,0,338,98,21,26,84,15,7,11,12,12,2,1,0,15,0,9,1,18,0,0,1,1,2,2,0,0,0,0,0,0,0,,
Leiden,Oegstgeest,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Leo Kannerschool,0579::SB3,2343 SZ,1195,580,0,0,0,1,2,574,3,0,1,0,0,0,579,139,24,48,140,56,15,21,22,36,1,2,0,21,3,14,4,26,2,0,0,3,1,0,1,1,0,0,0,0,0,,
Leiden,Oegstgeest,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hockeyclub LOHC,0579::SB4,2341 LM,1270,919,0,0,0,3,5,915,2,0,0,3,0,0,922,271,19,65,329,52,12,32,15,32,2,3,0,12,2,15,0,54,0,0,0,0,3,0,1,0,0,0,0,0,0,,
Leiden,Oegstgeest,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Poelweijde,0579::SB5,2343 CE,1230,438,0,0,0,0,2,413,23,0,0,0,0,0,438,83,15,20,147,29,6,24,13,31,0,0,1,20,1,11,1,29,0,1,1,1,2,0,1,0,0,0,1,0,0,,
Leiden,Oegstgeest,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpscentrum Lijtweg,0579::SB6,2341 HA,1362,1811,2,1,0,1,3,1808,4,0,0,1,0,0,1815,408,90,100,505,115,62,94,63,103,3,7,7,77,9,28,6,109,4,2,2,2,7,2,1,1,1,0,0,3,0,,
Leiden,Oegstgeest,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Brandweerkazerne,0579::SB7,2343 BB,1401,1066,1,1,0,1,5,997,67,0,0,1,0,0,1069,258,72,97,223,76,39,47,42,49,3,2,7,42,5,24,7,48,2,2,1,2,4,6,1,0,0,2,0,4,1,,
Leiden,Oegstgeest,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis De Kratong,0579::SB8,2341 XB,1193,364,0,0,0,0,1,335,28,0,0,0,0,0,364,67,65,27,45,25,20,12,8,17,3,5,2,34,2,13,1,5,4,1,1,0,2,5,0,0,0,0,0,0,0,,
Leiden,Oegstgeest,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Jan Wolkerslaan,0579::SB9,2343 BK,1243,1235,2,0,0,1,4,1135,99,0,0,1,0,0,1238,263,73,77,281,114,48,71,44,65,10,6,7,39,9,31,4,71,3,6,1,2,4,1,0,3,1,0,0,1,0,,
Leiden,Oegstgeest,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Dansschool anno 2020,0579::SB10,2342 BA,1047,1208,0,0,0,0,3,1094,111,0,0,0,0,0,1208,393,69,75,324,58,19,26,25,35,3,2,3,55,7,38,2,62,1,0,2,0,5,1,1,0,2,0,0,0,0,,
Leiden,Oegstgeest,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Daltonschool Oegstgeest,0579::SB11,2343 BK,1482,351,0,1,0,0,0,316,36,0,0,0,0,0,352,73,30,27,73,27,9,28,14,24,1,1,1,13,1,11,0,12,1,0,0,1,2,1,1,0,0,0,0,0,0,,
