contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),Vrij en Sociaal Nederland,De Groenen,Partij voor de Republiek,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Leeuwarden,De Fryske Marren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,1940::SB1,8501 AA,1857,864,2,2,0,0,1,796,72,1,0,1,0,0,869,214,95,102,135,44,41,44,14,30,4,0,3,70,1,16,5,21,0,3,0,0,3,14,1,0,0,0,4,0,0,0,,
Leeuwarden,De Fryske Marren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Vrije Evangelische Gemeente De Brug,1940::SB2,8501 EV,1444,445,2,0,0,0,1,411,35,0,0,0,0,0,447,65,54,47,74,22,27,33,17,11,1,3,0,60,0,12,2,8,0,0,0,0,1,6,0,0,0,2,0,0,0,0,,
Leeuwarden,De Fryske Marren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Party- en Zalencentrum 't Haske,1940::SB3,8501 BA,1372,1042,0,2,0,5,7,946,96,0,0,5,0,0,1049,276,97,146,146,44,48,54,25,31,6,1,0,104,3,13,3,9,0,2,0,2,3,20,2,0,0,0,7,0,0,0,,
Leeuwarden,De Fryske Marren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Stuit,1940::SB4,8501 NC,1442,1534,1,1,0,0,2,1374,161,0,0,1,0,1,1537,337,123,199,266,65,99,107,34,43,11,7,1,139,0,27,5,31,0,2,2,2,10,17,0,0,0,0,3,4,0,0,,
Leeuwarden,De Fryske Marren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Oerdracht,1940::SB5,8501 NE,1607,1186,1,1,0,0,1,1089,98,0,0,0,0,0,1188,264,98,203,174,41,81,80,47,24,5,3,3,84,0,29,3,17,0,1,0,3,2,17,0,1,1,0,4,0,0,1,,
Leeuwarden,De Fryske Marren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Brede School,1940::SB6,8501 HL,1570,1265,2,2,0,4,5,1151,117,0,0,4,0,0,1273,164,165,160,190,43,106,97,31,35,8,4,3,142,4,26,13,9,3,1,0,7,9,39,2,1,0,0,3,0,0,0,,
Leeuwarden,De Fryske Marren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Woon-zorgcomplex De Werf,1940::SB7,8501 BZ,1531,286,0,3,0,1,0,258,30,0,1,0,0,0,288,65,34,39,37,9,13,24,12,8,3,0,1,29,0,3,1,3,0,1,0,0,1,3,0,0,0,0,0,0,0,0,,
Leeuwarden,De Fryske Marren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Doarpshûs,1940::SB8,8461 LD,870,636,0,0,0,0,3,571,62,0,0,0,0,0,636,107,78,86,79,24,48,62,22,23,1,1,8,41,0,16,0,12,0,0,1,0,1,26,0,0,0,0,0,0,0,0,,
Leeuwarden,De Fryske Marren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Rank,1940::SB9,8464 NH,1367,989,2,0,0,0,2,883,106,0,0,0,0,0,991,187,149,173,78,26,65,62,39,19,9,9,0,97,1,12,4,4,0,1,0,0,4,45,1,0,1,0,3,0,0,0,,
Leeuwarden,De Fryske Marren,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFS It Heechein,1940::SB10,8542 AB,280,232,0,0,0,0,7,204,21,0,0,0,0,0,232,37,14,44,33,14,18,9,3,9,0,3,1,12,1,1,0,1,0,0,0,0,0,30,0,0,0,0,1,0,1,0,,
