contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Nijmegen,Zaltbommel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gasthuiskapel,0297::SB1,5301 CC,1541,824,1,1,0,0,4,754,68,0,0,0,0,0,826,195,49,57,202,57,31,33,22,44,3,4,1,28,7,20,6,48,0,3,0,2,5,2,2,0,0,0,2,1,0,,
Nijmegen,Zaltbommel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Ring 1,0297::SB2,5301 NE,928,534,0,0,0,0,1,460,73,0,0,0,0,0,534,106,76,22,68,27,33,43,10,17,3,5,40,26,2,15,5,16,11,0,0,4,1,1,0,0,0,0,2,1,0,,
Nijmegen,Zaltbommel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Ring 2,0297::SB3,5301 NE,1462,480,0,0,0,0,2,437,41,0,0,0,0,0,480,117,49,27,98,26,24,18,10,21,2,5,28,20,1,9,2,13,1,0,0,2,4,0,1,1,0,0,1,0,0,,
Nijmegen,Zaltbommel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Grote Aak,0297::SB4,5301 GX,1333,723,2,2,0,0,2,669,57,1,0,1,0,0,728,147,81,59,134,48,44,41,26,44,4,7,11,22,2,17,6,21,0,1,0,4,2,0,0,0,0,0,2,0,0,,
Nijmegen,Zaltbommel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau de Poorterij,0297::SB5,5301 EW,1077,524,0,0,0,0,1,499,24,0,0,0,0,0,524,131,48,25,132,31,17,26,11,31,2,0,0,23,4,15,1,23,0,0,0,0,1,1,0,0,1,0,0,1,0,,
Nijmegen,Zaltbommel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal Buys Ballot,0297::SB6,5301 DH,961,1527,0,3,0,0,4,1402,126,0,0,2,0,0,1532,389,149,114,293,109,81,85,52,40,18,24,11,47,3,25,6,48,0,3,1,1,10,5,1,2,0,0,7,2,1,,
Nijmegen,Zaltbommel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Kerkwijk,0297::SB7,5315 AL,785,569,0,1,0,0,0,501,69,0,0,0,0,0,570,129,63,73,38,12,19,12,47,9,1,97,0,33,0,17,0,8,0,1,0,1,0,5,0,1,0,2,1,0,0,,
Nijmegen,Zaltbommel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Eben Haëzer Bruchem,0297::SB8,5314 AX,1257,894,1,1,0,0,0,786,110,0,0,0,0,0,896,181,71,127,76,16,23,19,129,15,6,135,0,40,0,27,1,12,0,0,1,0,1,11,0,0,1,0,2,0,0,,
Nijmegen,Zaltbommel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kerkelijk Centrum Elim,0297::SB9,5311 CJ,1176,787,0,0,0,0,1,694,92,0,0,0,0,0,787,170,41,86,65,12,20,15,83,16,2,194,6,36,0,22,1,12,0,1,0,2,0,2,0,0,0,0,0,1,0,,
Nijmegen,Zaltbommel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ons Trefpunt,0297::SB10,5313 AP,558,458,0,2,0,0,0,408,53,0,0,1,0,0,461,109,42,42,21,7,6,5,31,10,0,146,0,16,0,11,2,7,0,0,0,0,2,1,0,0,0,0,0,0,0,,
