contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentekantoor,1904::SB1,3601 GR,1153,1131,1,5,0,0,4,1028,105,0,0,0,0,0,1137,355,102,75,258,61,32,38,14,43,8,1,8,38,9,44,5,23,2,4,0,3,2,2,1,0,1,0,1,0,1,0,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Vondel,1904::SB2,3601 EX,1369,501,1,1,0,0,0,455,48,0,0,0,0,0,503,128,88,41,63,14,30,22,7,18,14,4,0,27,3,20,3,13,2,1,0,0,0,2,0,0,1,0,0,0,0,0,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basisschool De Klaroen,1904::SB3,3601 TJ,1655,1065,2,2,0,0,0,939,128,0,2,0,2,0,1067,231,155,78,157,66,69,39,24,31,7,10,34,65,9,36,4,33,6,2,1,1,5,1,0,0,0,0,1,0,0,0,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Huis ten Bosch,1904::SB4,3601 AA,1766,1120,0,1,0,0,3,1005,113,0,0,0,0,0,1121,336,87,88,249,56,37,54,28,29,5,14,9,40,7,29,2,30,3,2,0,2,6,3,2,0,0,0,1,0,0,1,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basisschool Het Kompas 2,1904::SB5,3602 ZK,974,878,0,0,0,1,1,798,80,0,0,1,0,0,879,272,78,66,182,46,21,40,22,23,5,7,3,40,5,27,6,29,0,0,0,1,1,3,0,1,0,0,0,0,0,0,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau OVVO hal,1904::SB6,3604 AW,1336,925,1,0,0,0,3,840,83,0,0,0,0,0,926,333,27,49,259,54,20,27,18,30,3,0,2,19,12,18,1,46,3,0,0,0,0,2,0,0,0,1,1,0,0,0,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Veenkluit,1904::SB7,3612 BH,1476,929,1,0,0,0,2,825,103,0,0,0,0,0,930,245,72,94,157,68,18,29,19,82,8,9,1,42,9,15,1,30,0,2,3,0,2,8,2,1,0,2,6,0,0,4,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basisschool Het Kompas,1904::SB8,3603 AZ,1551,1271,4,0,0,0,0,1171,107,0,3,0,0,0,1278,385,74,88,320,71,24,49,48,47,9,2,7,33,4,40,3,55,0,0,0,1,4,1,0,1,0,0,4,1,0,0,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Trefpunt,1904::SB9,3603 CL,1691,615,0,0,0,0,1,568,46,0,0,0,0,0,615,183,42,53,161,33,11,21,14,21,7,4,0,14,5,14,2,25,0,1,0,0,2,1,0,0,0,0,1,0,0,0,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportzaal Bloemstede,1904::SB10,3608 TA,1642,901,0,2,0,0,3,822,78,0,0,0,0,0,903,161,160,64,118,62,70,34,20,19,8,0,29,78,10,20,2,17,11,3,0,4,3,0,2,2,0,0,2,2,0,0,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau De Shelter Scouting, naast ambulancepost",1904::SB11,3608 BW,1294,843,0,0,0,3,1,790,55,0,0,3,0,0,846,253,92,45,138,44,38,34,28,25,7,3,4,53,5,36,7,15,3,0,1,3,5,2,0,2,0,0,0,0,0,0,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sportzaal Fazantenkamp,1904::SB12,3607 CH,1655,863,0,0,0,0,1,767,95,0,0,0,0,0,863,273,115,35,139,39,32,35,26,38,12,6,12,46,1,24,7,6,1,3,1,2,5,0,3,0,0,0,2,0,0,0,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kerkcentrum De Ark,1904::SB13,3607 WG,1636,1235,3,1,0,0,1,1101,137,0,0,0,0,0,1239,215,235,52,159,72,77,57,30,44,9,2,56,103,4,33,7,20,16,10,0,6,5,8,4,0,1,0,7,3,0,0,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau RK Verrijzenisgemeenschap,1904::SB14,3607 JK,1662,1241,3,3,0,1,3,1140,103,0,1,0,0,0,1246,338,182,90,185,63,57,47,31,49,6,4,7,96,9,30,9,17,1,5,0,0,6,3,1,0,0,2,2,0,1,0,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Jenaplan Basisschool 't Bontenest,1904::SB15,3607 KN,1208,807,7,1,1,0,2,736,76,0,1,0,0,0,814,165,164,33,99,27,55,34,10,34,11,2,15,74,2,28,1,22,3,2,1,3,7,4,2,2,0,0,4,0,3,0,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Rientjes Mavo,1904::SB16,3607 MJ,1563,896,0,1,0,0,1,807,89,0,0,0,0,0,897,265,151,58,140,30,39,43,22,16,14,4,7,49,4,21,3,19,1,1,0,0,3,1,2,1,1,0,1,0,0,0,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum 't Schuurtje,1904::SB17,3607 NZ,1783,1261,3,3,0,0,3,1111,153,0,0,0,0,0,1267,349,203,76,172,54,67,47,29,31,18,5,27,77,11,38,14,20,1,3,1,1,2,7,1,0,0,1,5,1,0,0,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Willem van Hoornhof,1904::SB18,3605 GP,1557,799,0,2,0,0,0,698,103,0,0,0,0,0,801,175,151,37,73,36,42,48,24,31,11,10,23,62,5,24,6,14,5,1,1,2,5,9,2,0,0,0,2,0,0,0,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zwembad Safari 2,1904::SB19,3605 JM,1375,864,1,1,0,0,0,781,85,0,0,0,0,0,866,172,156,45,105,54,51,43,12,39,11,4,32,51,9,20,4,24,11,7,1,3,2,4,0,1,0,1,0,0,1,1,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zwembad Safari,1904::SB20,3605 JM,1994,788,2,1,0,0,2,712,77,0,0,0,0,0,791,132,114,35,118,52,56,53,21,34,5,2,31,63,8,18,6,19,4,0,1,2,7,0,1,2,0,0,2,0,1,1,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Basisschool Het Kompas 1,1904::SB21,3602 ZK,1173,825,0,0,0,1,2,752,72,0,0,1,0,0,826,261,52,64,184,55,31,33,24,21,5,0,1,22,3,32,1,28,0,0,0,1,2,4,0,0,0,0,0,0,0,1,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentelijke Sporthal,1904::SB22,3621 LN,1755,1216,0,0,0,0,5,1108,103,0,0,0,0,0,1216,393,86,97,280,55,36,32,33,29,15,9,0,42,4,39,3,40,0,2,0,9,3,3,2,0,2,1,1,0,0,0,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Boom en Bosch,1904::SB23,3621 AB,1926,1161,1,0,0,2,7,1055,102,0,0,2,0,0,1164,406,104,86,183,41,25,31,40,45,8,22,3,52,14,40,1,46,0,1,0,0,3,7,1,0,0,0,1,0,1,0,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zwembad 't Kikkerfort 1,1904::SB24,3621 JK,1576,718,0,2,0,0,4,647,71,2,0,2,0,0,722,173,79,65,119,47,30,33,19,31,4,3,6,37,4,19,3,27,1,2,0,0,2,8,1,0,1,0,4,0,0,0,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau OBS De Regenboog,1904::SB25,3621 WS,894,805,1,0,0,0,6,724,76,0,0,0,0,0,806,213,51,59,194,50,35,34,28,26,6,9,15,13,6,20,2,26,3,2,0,1,1,3,2,0,3,0,3,0,0,0,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zwembad 't Kikkerfort 2,1904::SB26,3621 JK,1868,704,0,0,0,0,4,634,66,0,0,0,0,0,704,183,74,46,110,54,28,35,14,18,9,9,11,36,6,16,5,35,2,1,0,0,4,2,1,1,1,0,3,0,0,0,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Ons Genoegen,1904::SB27,3626 AV,701,547,0,1,0,0,0,473,75,0,0,0,0,0,548,99,14,80,47,8,6,10,59,8,0,143,0,35,0,10,1,9,0,0,0,0,2,15,0,0,0,1,0,0,0,0,,
Utrecht,Stichtse Vecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal 1 Kockengen,1904::SB28,3628 AZ,1328,1012,1,4,0,0,2,890,125,0,0,0,0,0,1017,234,81,133,132,36,31,25,76,20,6,122,3,39,1,23,3,14,4,0,0,2,2,16,1,0,1,6,1,0,0,0,,
