contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Arnhem,Winterswijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gemeentekantoor,0294::SB1,7101 GH,1537,1508,8,4,0,5,7,1383,135,0,0,5,0,0,1525,297,186,119,282,73,108,78,16,52,7,4,29,121,4,29,6,32,0,6,2,2,4,43,0,3,0,2,2,0,1,,
Arnhem,Winterswijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wamelinkhof,0294::SB2,7101 JT,1556,657,0,0,1,0,0,626,32,0,0,1,0,0,658,161,45,60,125,39,70,47,16,10,2,2,0,19,1,15,2,12,0,2,0,2,3,20,0,0,0,1,3,0,0,,
Arnhem,Winterswijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Theater de Storm stembureau 1,0294::SB3,7101 BX,1390,772,4,0,0,0,3,712,61,0,0,0,0,0,776,217,70,66,151,38,54,36,9,13,9,2,7,45,2,10,1,13,0,0,0,1,3,21,2,0,0,0,2,0,0,,
Arnhem,Winterswijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Theater de Storm stembureau 2,0294::SB4,7101 BX,0,710,0,0,0,1,4,651,54,0,1,0,0,0,709,167,57,65,143,42,53,29,13,20,2,2,11,49,2,14,0,13,0,0,2,2,6,14,0,0,0,0,2,0,2,,
Arnhem,Winterswijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Parkeerterrein FC Trias stembureau 1,0294::SB5,7101 PA,2042,912,1,3,0,0,4,845,67,0,0,0,0,0,916,191,106,82,157,37,67,50,12,15,9,4,4,54,2,29,5,10,0,2,2,1,3,58,4,0,1,0,7,0,0,,
Arnhem,Winterswijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sporthal de Vlier stembureau 1,0294::SB6,7101 TR,1767,722,1,2,0,0,1,669,55,0,0,0,0,0,725,133,67,77,108,28,70,58,15,21,7,4,9,52,0,7,8,15,1,2,0,3,2,27,0,0,0,1,4,0,3,,
Arnhem,Winterswijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gymlokaal de Bargerpaske,0294::SB7,7103 AW,1598,1598,5,2,0,0,5,1467,133,0,0,0,0,0,1605,313,128,166,312,75,158,121,28,27,10,4,15,92,1,41,9,24,0,2,2,1,5,56,1,0,0,2,3,0,2,,
Arnhem,Winterswijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau parkeerterrein FC Winterswijk,0294::SB8,7103AV,1764,899,1,1,0,0,1,818,82,0,0,0,0,0,901,245,79,107,149,35,54,56,20,13,2,2,1,54,2,17,2,7,0,2,0,0,4,40,1,0,4,1,2,0,0,,
Arnhem,Winterswijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau o.b.s. De Schakel,0294::SB9,7102 CN,2157,709,2,1,0,0,2,649,61,0,0,0,0,0,712,133,77,65,124,29,63,47,13,18,11,3,6,44,0,22,7,10,1,1,0,3,2,28,1,0,0,0,1,0,0,,
Arnhem,Winterswijk,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Verenigingsgebouw De Eendracht,0294::SB10,7104 AK,1190,577,1,1,0,0,3,542,34,0,0,0,0,0,579,137,27,94,56,16,16,22,8,8,4,0,0,28,0,25,4,8,1,2,1,0,2,115,0,0,0,0,3,0,0,,
