contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),Vrij en Sociaal Nederland,De Groenen,Partij voor de Republiek,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Esch Oosterwolde,0085::SB1,8431 LS,814,366,1,0,0,0,2,336,29,0,0,0,0,0,367,50,76,24,48,14,30,30,16,16,3,2,0,32,0,7,3,5,0,1,0,1,0,3,1,1,3,0,0,0,0,0,,
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau RK Parochie,0085::SB2,8431 LM,1168,173,0,0,0,0,4,155,14,0,0,0,0,0,173,32,14,19,22,11,7,16,6,13,2,2,0,13,0,3,1,5,0,1,0,2,0,3,0,0,0,0,1,0,0,0,,
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Grietenijhûs,0085::SB3,8423 TG,848,623,0,1,0,0,3,554,67,0,0,0,0,0,624,112,81,67,84,21,41,53,6,25,6,1,0,41,0,30,0,10,0,0,0,0,1,43,0,0,0,0,1,0,0,0,,
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kantine dorpsbelang Nijeberkoop,0085::SB4,8422 DH,231,187,0,0,0,0,0,158,29,0,0,0,0,0,187,30,37,15,16,10,13,6,4,15,0,2,0,18,0,7,0,3,0,0,0,0,0,10,0,0,0,0,1,0,0,0,,
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFA MeJander Oldeberkoop,0085::SB5,8421 PE,1278,869,0,2,0,0,0,809,64,0,0,2,0,0,873,169,85,89,117,31,64,84,21,48,9,4,1,66,1,12,4,15,0,0,0,0,3,44,0,0,0,0,2,0,0,0,,
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zaal 't Anker Elsloo,0085::SB6,8424 PJ,558,419,0,0,0,0,1,379,39,0,0,0,0,0,419,98,50,51,54,9,30,18,8,18,7,2,0,27,0,6,1,2,0,0,0,1,1,35,0,0,0,0,1,0,0,0,,
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Oons Dorpshuus Langedijke,0085::SB7,8425 SV,360,319,0,0,0,0,1,286,32,0,0,0,0,0,319,57,21,37,38,15,21,18,8,15,8,3,0,38,0,10,2,5,0,1,0,1,1,19,0,0,0,0,1,0,0,0,,
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymlokaal De Riemsloot,0085::SB8,8426 CT,1211,904,2,0,0,0,18,811,77,0,0,0,0,0,906,198,137,62,86,36,91,65,13,33,11,4,0,77,2,22,2,13,0,2,0,2,3,38,2,1,1,0,3,0,0,0,,
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Schutse Appelscha,0085::SB9,8426 AG,1301,921,2,2,0,0,4,842,81,0,0,2,0,0,927,174,114,131,92,25,86,78,32,23,4,10,0,68,0,23,8,11,0,2,2,0,1,29,0,1,0,0,4,3,0,0,,
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Et Legien Fochteloo,0085::SB10,8428 HE,321,306,1,1,0,0,0,272,36,0,0,0,0,0,308,62,25,38,31,18,23,26,7,14,4,2,0,16,2,2,0,3,0,0,0,1,1,30,1,0,0,0,0,0,0,0,,
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Verenigingsgebouw Pro Rege Donkerbroek,0085::SB11,8435 WV,1491,1074,5,3,0,0,4,978,100,0,0,0,0,0,1082,241,106,164,110,24,64,55,53,32,13,12,0,91,0,23,3,9,0,2,0,3,2,54,0,0,3,3,5,2,0,0,,
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Anker Oosterwolde,0085::SB12,8431 AH,1569,860,2,0,0,0,1,788,74,0,0,1,0,0,863,194,122,86,92,27,76,49,19,33,4,3,2,87,0,14,2,8,0,3,0,1,5,19,1,1,0,2,8,2,0,0,,
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Mande Haule,0085::SB13,8432 PL,478,381,1,0,0,0,0,346,36,0,0,0,0,0,382,66,40,39,41,7,24,14,10,16,4,6,3,32,1,7,3,4,0,0,0,1,0,63,0,0,0,0,0,0,0,0,,
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC Waskemeer,0085::SB14,8434 NC,666,504,2,1,0,0,1,452,54,0,0,0,0,0,507,70,56,89,57,14,25,20,42,14,2,9,1,36,3,13,1,4,0,2,2,0,6,34,0,0,1,1,2,0,0,0,,
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Kruiskerk Haulerwijk,0085::SB15,8433 JA,1304,499,1,0,0,0,0,456,44,0,0,0,0,0,500,62,59,76,29,12,34,21,80,10,4,26,2,34,1,11,1,8,0,1,0,0,0,22,1,0,0,1,3,0,0,1,,
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Enter Haulerwijk,0085::SB16,8433 KV,1310,1240,1,1,0,0,6,1106,130,0,0,0,0,0,1242,193,178,147,113,38,106,49,87,48,9,37,0,123,5,19,6,10,0,3,1,4,6,48,0,0,1,0,7,1,0,1,,
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Wijken Ravenswoud,0085::SB17,8427 RS,359,263,0,0,0,0,0,241,22,0,0,0,0,0,263,41,47,21,38,15,10,24,3,13,3,0,0,21,1,2,0,11,0,0,0,0,0,12,0,0,0,1,0,0,0,0,,
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Miente Oosterwolde,0085::SB18,8431 EJ,1565,948,8,5,0,4,1,886,78,0,0,4,0,0,965,188,180,64,97,29,89,76,11,29,14,2,3,112,1,17,3,6,0,2,0,0,4,19,1,0,0,0,1,0,0,0,,
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Oosterwolde,0085::SB19,8431 LE,1173,1100,3,2,0,0,7,996,104,0,0,0,0,0,1107,192,167,120,128,37,108,69,20,41,8,7,2,100,3,27,3,10,0,3,2,5,3,36,3,0,0,0,5,0,1,0,,
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kantoorcentrum C. de Graaf,0085::SB20,8431 JB,1214,409,0,0,0,0,0,377,32,0,0,0,0,0,409,64,58,27,55,16,42,40,10,10,5,0,1,36,3,9,1,4,1,2,0,0,2,18,0,0,4,0,1,0,0,0,,
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Racketcentrum Steegdenhal,0085::SB21,8426 GV,1453,798,1,0,0,0,6,718,75,0,0,0,0,0,799,136,122,82,80,39,72,54,21,46,5,5,0,56,1,31,3,14,0,2,0,3,1,20,0,2,0,0,3,0,0,0,,
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Anker Oosterwolde,0085::SB22,8431 AH,0,318,1,0,0,0,1,297,21,0,0,0,0,0,319,55,37,50,34,11,32,49,21,10,5,0,0,10,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,,
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Anker Oosterwolde,0085::SB23,8431 AH,0,264,1,1,0,0,0,249,17,0,0,0,0,0,266,46,46,21,31,9,33,23,6,6,3,1,2,19,0,4,0,3,0,0,0,1,0,9,0,0,0,0,1,0,0,0,,
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Oosterwolde,0085::SB24,8431 LE,0,308,0,1,0,0,2,288,19,0,0,0,0,0,309,48,39,33,43,8,31,41,8,16,7,0,0,12,0,7,0,9,0,0,0,0,1,3,0,0,2,0,0,0,0,0,,
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Oosterwolde,0085::SB25,8431 LE,0,333,0,0,0,0,1,306,26,0,0,0,0,0,333,42,35,49,33,13,35,48,11,18,5,3,0,15,0,16,1,4,0,1,0,0,1,3,0,0,0,0,0,0,0,0,,
Leeuwarden,Ooststellingwerf,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Oosterwolde,0085::SB26,8431 LE,0,1824,1,8,0,0,,,,,0,0,,,1833,296,105,443,121,37,157,365,106,68,37,16,0,14,1,24,4,6,0,0,0,2,0,12,1,1,4,2,1,0,0,1,0,0
