contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stadskazerne,0166::SB1,8261 CA,1502,1070,1,1,0,0,3,1010,59,0,0,0,0,0,1072,161,90,100,170,66,60,43,93,37,6,27,1,99,6,38,3,35,0,8,2,2,7,9,1,0,1,3,2,0,0,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Burgwal,0166::SB2,8261 EP,1396,823,3,0,0,2,4,768,56,0,0,2,0,0,828,131,69,87,105,77,25,40,102,46,1,23,0,56,4,17,4,24,0,2,0,2,2,4,0,0,0,0,1,0,1,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wijkcentrum Reijersdam,0166::SB3,8262 CN,1321,863,0,4,0,8,1,780,78,0,8,0,0,0,859,98,201,59,58,30,85,55,65,20,8,15,15,110,3,7,4,13,1,1,0,0,1,6,1,2,0,1,4,0,0,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Westerkerk,0166::SB4,8262 DC,1349,908,0,1,0,2,2,840,69,0,0,2,0,0,911,112,179,90,67,40,72,36,81,35,5,34,5,95,3,13,2,15,0,3,0,2,5,9,1,0,0,1,3,0,0,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Leuke Hanzestad,0166::SB5,8261 LK,1490,1040,2,1,0,0,0,927,117,0,0,1,0,0,1044,182,122,128,117,49,39,25,165,20,10,63,0,68,1,21,5,11,0,2,1,1,5,3,0,0,0,0,2,0,0,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stadhuis,0166::SB6,8261 DD,1565,1300,4,3,0,0,4,1150,153,0,0,0,0,0,1307,190,163,119,149,67,55,43,156,53,9,79,21,87,6,38,3,30,3,4,2,1,5,11,1,1,4,0,0,0,0,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sporthal KHC,0166::SB7,8265 VC,2341,1358,2,1,0,6,1,1218,148,0,0,6,0,0,1367,322,102,186,147,47,30,28,168,14,7,111,14,101,2,41,1,18,0,4,0,3,1,8,2,0,0,0,1,0,0,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Ommeland,0166::SB8,8262 WE,1412,831,0,2,0,0,0,741,92,0,0,0,0,0,833,101,120,94,74,24,50,40,84,10,7,34,87,58,1,23,3,10,4,0,0,0,0,3,0,1,0,0,0,0,0,3,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Bazuinkerk,0166::SB9,8265 RL,1446,992,0,3,0,2,3,927,67,0,0,2,0,0,997,181,133,135,107,30,53,40,107,20,11,20,15,56,4,33,15,9,5,4,1,1,2,5,0,1,3,0,0,0,0,1,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Kerkelijk Centrum Open Hof,0166::SB10,8265 BB,2621,1488,6,5,0,10,4,1349,136,0,10,0,0,0,1489,191,244,154,102,78,112,51,157,46,7,76,62,116,2,18,4,18,3,6,0,2,8,18,2,2,2,1,6,0,0,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Eudokiakerk,0166::SB12,8265 DD,1388,939,4,6,0,1,0,858,92,0,0,1,0,0,950,116,126,76,63,47,62,25,160,19,4,43,41,110,0,8,4,13,1,0,1,0,0,10,0,0,3,1,3,1,1,1,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Sporthal Cellesbroek,0166::SB13,8265 KA,1309,988,1,4,0,0,14,875,104,0,0,0,0,0,993,160,150,87,65,37,65,42,97,26,8,46,20,99,5,24,9,8,1,2,1,1,6,19,2,0,1,0,7,0,0,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Veenhof,0166::SB14,8278 BC,636,541,1,1,0,1,2,451,91,0,0,1,0,0,544,42,17,74,27,6,4,1,96,16,0,173,0,31,1,17,2,6,0,0,0,1,1,25,0,0,0,1,0,0,0,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau IJsclub VZOD Kampen,0166::SB15,8264 DX,1623,1073,1,1,0,0,1,954,120,0,0,0,0,0,1075,200,178,153,123,39,46,31,105,18,8,38,11,64,5,22,1,16,0,2,0,4,0,7,0,0,1,0,1,0,0,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Schalmei,0166::SB16,8265 RG,1380,991,0,2,0,0,2,907,84,0,0,0,0,0,993,225,92,155,104,38,46,22,128,14,13,49,0,38,2,26,3,20,0,0,0,2,4,3,2,0,0,2,3,0,0,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Hoornbeeck College,0166::SB17,8265 TZ,1819,1380,2,0,0,1,4,1225,154,0,0,1,0,0,1383,312,87,135,141,63,47,35,205,18,4,162,9,97,2,18,6,18,0,6,0,1,5,5,1,1,0,1,0,0,1,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Oosterholthoeve,0166::SB18,8271 PS,3234,1945,1,2,0,0,1,1717,230,0,0,0,0,0,1948,311,135,292,141,38,41,27,333,15,4,385,0,105,1,41,0,26,0,2,0,4,2,36,1,1,0,2,1,0,1,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wijkcentrum Het Lokaal,0166::SB19,8271 TT,1212,753,2,1,0,0,1,670,85,0,0,0,0,0,756,96,105,81,39,29,33,28,98,15,4,118,0,67,1,16,6,3,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Bron,0166::SB20,8271 BB,1391,1017,4,0,0,0,0,885,136,0,0,0,0,0,1021,157,71,196,55,20,20,18,158,13,6,183,2,69,0,22,0,5,0,2,0,1,1,15,0,0,0,0,2,0,1,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Hoeksteen,0166::SB21,8271 GB,2889,2435,0,2,0,5,0,2170,262,0,5,0,0,0,2432,322,232,384,125,42,62,54,501,19,7,434,1,142,2,42,6,17,0,1,2,2,5,27,1,0,0,0,4,1,0,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Herberg,0166::SB23,8277 AA,1669,1241,0,1,0,0,1,1042,199,0,0,0,0,0,1242,96,91,136,35,9,16,6,115,8,8,569,0,75,1,21,6,4,0,1,0,0,2,36,0,1,2,3,0,0,0,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau N.H. Verenigingsgebouw,0166::SB24,8274 AN,712,601,0,0,0,0,1,547,53,0,0,0,0,0,601,76,59,151,32,14,18,7,134,5,1,53,0,20,1,8,3,4,0,1,1,0,0,12,0,1,0,0,0,0,0,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Kandelaar,0166::SB25,8275 AH,628,569,0,0,0,0,0,525,44,0,0,0,0,0,569,66,38,168,22,4,7,6,107,8,0,57,0,24,0,12,4,11,0,1,0,0,0,31,0,0,0,0,2,0,0,0,1,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau An de Steege,0166::SB26,8276 AG,587,509,0,0,0,0,4,462,43,0,0,0,0,0,509,62,23,93,16,10,12,12,130,23,0,75,0,18,0,8,1,6,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Quintus,0166::SB27,8261 GC,1364,942,2,0,0,1,2,873,70,0,0,1,0,0,945,149,91,94,137,58,50,37,102,33,4,39,3,69,8,23,3,14,1,3,0,1,3,7,4,1,2,0,1,0,5,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Impact,0166::SB28,8263 AH,1423,865,1,0,0,0,2,749,115,0,0,0,0,0,866,148,186,81,52,17,61,24,61,14,6,54,16,80,2,28,2,8,0,2,0,0,6,10,0,0,0,0,4,0,3,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Almere College/ISK,0166::SB29,8265 HZ,1222,768,1,1,0,0,0,737,33,0,0,0,0,0,770,122,88,88,81,36,53,48,93,14,9,25,13,57,1,11,2,15,0,0,0,0,5,4,0,0,0,2,1,0,0,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Briefstembureau,0166::SB100,,0,3036,1,2,0,13,,,,,0,13,,,3052,396,175,794,121,50,167,307,522,40,39,354,7,9,0,26,0,8,0,0,0,1,0,4,3,8,1,3,0,0,1,0,0,0,0
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Briefstembureau,0166::SB101,,0,73,0,0,0,0,,,,,0,0,,,73,13,7,13,4,2,3,1,10,1,2,8,3,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stadhuis,0166::SB151,8261 DD,0,506,0,1,0,0,2,449,56,0,0,0,0,0,507,65,46,109,38,15,27,35,73,14,2,36,6,18,2,13,1,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stadskazerne,0166::SB152,8261 CA,0,204,0,0,0,0,2,188,14,0,0,0,0,0,204,35,23,20,19,9,19,24,26,8,2,2,0,2,0,7,2,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Eudokiakerk,0166::SB153,8265 DD,0,408,0,0,0,0,1,364,43,0,0,0,0,0,408,53,27,67,31,14,28,30,88,9,2,30,3,17,0,3,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Hoeksteen,0166::SB154,8271 GB,0,429,0,1,0,0,0,387,43,0,0,0,0,0,430,46,36,116,24,2,4,17,73,6,5,88,0,5,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stadhuis,0166::SB161,8261 DD,0,504,0,0,0,0,1,460,43,0,0,0,0,0,504,91,55,82,38,22,41,35,56,13,4,22,0,17,6,13,0,6,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stadskazerne,0166::SB162,8261 CA,0,199,0,0,0,1,0,183,15,0,1,0,0,0,198,32,15,35,19,9,16,11,21,4,3,14,0,8,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Eudokiakerk,0166::SB163,8265 DD,0,326,1,0,0,0,1,292,34,0,0,0,0,0,327,43,37,51,20,6,17,30,56,8,4,16,6,11,1,9,0,4,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,,
Zwolle,Kampen,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Hoeksteen,0166::SB164,8271 GB,0,481,0,1,0,1,0,426,57,0,0,1,0,0,483,52,47,100,17,4,23,19,77,7,3,96,0,13,0,8,1,6,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,,
