contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Assen,Aa en Hunze,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Gieten,1680::SB1,9461 BH,2057,1318,2,1,0,0,4,1207,112,0,0,2,0,0,1323,382,125,71,219,63,95,103,19,47,13,6,3,69,6,27,3,35,2,0,0,1,6,21,1,0,0,0,0,0,1,,
Assen,Aa en Hunze,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Openbare basisschool Gieten,1680::SB2,9461 DA,2057,974,0,0,0,0,4,868,102,0,0,0,0,0,974,265,95,69,149,50,78,92,10,29,9,0,0,50,0,17,6,15,0,4,0,0,5,26,0,0,1,0,2,2,0,,
Assen,Aa en Hunze,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingscentrum Boerhoorn Rolde,1680::SB4,9451 KD,1779,1111,1,4,0,3,16,992,105,0,3,0,0,0,1113,286,79,65,239,83,49,84,33,53,5,5,0,28,2,28,3,26,0,2,1,1,1,36,2,0,0,0,0,0,0,,
Assen,Aa en Hunze,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis 'De Eekhof' (Ekehaar),1680::SB6,9454 PL,469,390,0,0,0,0,5,349,36,0,0,0,0,0,390,122,14,36,65,18,12,22,7,23,0,1,0,12,1,4,1,7,0,1,0,1,1,36,0,1,1,0,1,3,0,,
Assen,Aa en Hunze,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Markehuis (Grolloo),1680::SB7,9444 XE,913,725,0,0,0,0,3,654,68,0,0,0,0,0,725,228,41,63,107,31,38,56,9,20,5,6,0,29,0,11,1,18,0,2,0,1,4,54,0,1,0,0,0,0,0,,
Assen,Aa en Hunze,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Gasselte,1680::SB8,9462 RH,1582,1003,2,1,0,0,9,907,90,0,0,0,0,0,1006,267,93,60,163,42,81,104,12,41,13,1,0,37,1,17,4,26,0,2,0,2,2,29,0,0,0,2,3,1,0,,
Assen,Aa en Hunze,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC De Spil Gasselternijveen,1680::SB9,9514 CA,1483,893,0,2,0,0,3,812,82,0,0,2,0,2,897,142,160,72,106,34,74,76,16,32,16,0,3,90,2,14,4,10,0,3,2,0,6,29,0,1,1,0,0,0,0,,
Assen,Aa en Hunze,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Gasselternijveenschemond,1680::SB10,9515 PE,541,387,6,0,0,0,1,355,37,0,0,0,0,0,393,70,48,40,36,17,47,23,21,18,7,7,0,19,1,8,1,1,0,2,0,0,1,14,0,2,2,0,0,2,0,,
Assen,Aa en Hunze,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Ous Hoes (Gieterveen),1680::SB11,9511 PM,783,599,1,0,0,0,1,549,50,0,0,0,0,0,600,133,92,50,68,19,43,55,18,20,0,3,0,44,2,10,2,11,0,0,0,1,4,21,1,0,0,0,2,0,0,,
Assen,Aa en Hunze,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Kiep Eexterveenscheka.,1680::SB12,9659 PL,400,257,0,0,0,0,0,232,25,0,0,0,0,0,257,39,42,15,25,8,31,19,2,12,0,1,0,37,1,4,0,3,0,2,0,1,2,13,0,0,0,0,0,0,0,,
Assen,Aa en Hunze,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Multifunctioneel centrum De Badde,1680::SB13,9654 PP,328,276,0,0,0,0,2,254,20,0,0,0,0,0,276,37,36,10,35,10,30,31,5,11,7,1,0,18,2,7,2,5,0,0,0,1,2,21,0,0,0,0,3,2,0,,
