contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Tilburg,Geertruidenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,0779::SB1,4941 DX,2252,1499,7,2,0,0,3,1339,166,0,0,0,0,0,1508,434,300,90,156,45,122,53,7,45,15,4,4,135,2,33,7,15,0,5,0,0,7,8,3,0,4,0,0,0,0,5,,
Tilburg,Geertruidenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dongemond Soccer Centre,0779::SB2,4931 EB,1442,1089,1,4,0,0,3,1005,86,0,0,0,0,0,1094,215,235,65,116,34,135,52,6,27,22,0,5,88,4,32,10,15,0,2,0,0,6,12,4,0,1,0,0,1,0,2,,
Tilburg,Geertruidenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Fort St. Gertrudis,0779::SB3,4931 AH,1481,837,0,2,0,0,0,753,86,0,0,0,0,0,839,252,119,44,109,33,67,42,6,29,11,1,1,58,1,24,1,8,0,2,0,3,8,6,6,0,2,0,0,1,0,3,,
Tilburg,Geertruidenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Schattelijn,0779::SB4,4931 AZ,1317,577,0,0,0,0,0,525,52,0,0,0,0,0,577,190,86,33,78,14,40,30,1,18,6,0,5,32,0,13,4,17,0,0,1,1,3,1,1,2,0,0,0,1,0,0,,
Tilburg,Geertruidenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Geertruidskerk,0779::SB5,4931 AX,1348,710,2,1,0,0,0,642,71,0,0,0,0,0,713,198,114,38,94,19,63,36,7,23,8,1,3,53,2,12,4,12,1,1,0,5,7,7,0,0,0,0,0,1,0,1,,
Tilburg,Geertruidenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zaal Boelaars,0779::SB6,4941 GG,1991,1027,0,1,0,0,2,925,101,0,0,0,0,0,1028,424,113,84,123,30,47,30,5,23,10,0,0,50,4,38,5,14,1,4,0,5,7,4,2,1,1,0,0,0,0,2,,
Tilburg,Geertruidenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal De Brug,0779::SB7,4941 AD,2165,961,2,1,0,0,1,868,95,0,0,0,0,0,964,327,129,88,110,35,48,33,13,16,13,3,6,63,0,37,3,11,2,3,0,0,8,7,0,1,3,0,0,0,0,2,,
Tilburg,Geertruidenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gebouw Thuisvester,0779::SB8,4941 JT,1806,669,2,1,0,0,0,599,73,0,0,0,0,0,672,189,98,58,94,18,67,33,5,14,5,2,2,43,2,20,4,5,0,0,0,2,5,1,0,0,0,0,0,0,1,1,,
Tilburg,Geertruidenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Schelf,0779::SB9,4942 AW,1673,1447,4,0,0,0,1,1301,149,0,0,0,0,0,1451,376,299,90,164,35,113,63,9,37,22,4,7,128,4,36,7,14,0,5,1,2,5,15,3,2,1,0,0,3,0,2,,
Tilburg,Geertruidenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau OMC Raamsdonk,0779::SB10,4944 XD,1772,1299,0,3,0,0,3,1169,130,0,0,0,0,0,1302,411,186,155,134,26,83,35,8,31,14,5,3,96,2,34,3,14,0,0,1,1,4,45,0,2,1,2,0,3,0,0,,
Tilburg,Geertruidenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Maandag,0779::SB11,4941 DX,0,518,0,3,0,0,1,462,58,0,0,0,0,0,521,147,69,86,44,9,65,44,10,5,12,1,0,12,1,5,0,3,1,0,1,0,1,2,0,0,0,0,0,0,0,0,,
Tilburg,Geertruidenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis Dinsdag,0779::SB12,4941 DX,0,574,1,0,0,0,0,498,77,0,0,0,0,0,575,144,111,51,47,14,67,34,9,22,10,2,1,26,0,18,3,4,0,0,0,0,2,7,0,0,1,0,0,1,0,0,,
Tilburg,Geertruidenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Geertruidskerk Maandag,0779::SB13,4931 AX,0,262,0,1,0,0,2,232,29,0,0,0,0,0,263,64,40,25,34,6,26,31,9,4,4,0,0,6,3,4,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,
Tilburg,Geertruidenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Geertruidskerk Dinsdag,0779::SB14,4931 AX,0,271,0,1,0,0,0,241,31,0,0,0,0,0,272,79,42,18,30,7,26,21,8,7,4,0,1,11,0,4,4,1,0,1,1,1,2,1,1,0,1,0,0,0,0,0,,
Tilburg,Geertruidenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kloosterhoeve,0779::SB15,4941 EG,0,9,0,0,0,0,0,9,0,0,0,0,0,0,9,1,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Tilburg,Geertruidenberg,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Bijzonder stembureau (briefstemmen),0779::SB16,4941 DX,0,1451,0,1,0,0,,,,,0,1,,,1453,404,145,304,82,21,180,135,37,33,45,3,1,12,0,25,1,10,0,0,0,0,4,0,1,7,0,0,0,0,0,1,0,1
