contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
's-Hertogenbosch,Sint Anthonis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,1702::SB1,5845 BH,3325,1926,3,0,0,1,7,1734,187,0,1,0,0,0,1928,535,172,232,318,92,173,73,5,62,18,1,4,89,4,32,4,24,0,0,4,4,6,61,1,2,0,0,3,5,0,2,,
's-Hertogenbosch,Sint Anthonis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Zorgcentrum ""Op 't Hoogveld""",1702::SB2,5845 DZ,61,17,0,0,0,0,0,15,2,0,0,0,0,0,17,4,2,6,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
's-Hertogenbosch,Sint Anthonis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gemeenschapshuis ""de Oude Heerlijkheid""",1702::SB3,5841 AB,1522,1030,0,0,0,0,4,921,106,0,0,1,0,0,1031,278,85,188,110,35,65,43,7,27,14,6,1,42,0,30,4,9,0,1,0,2,4,75,0,0,0,0,0,1,0,3,,
's-Hertogenbosch,Sint Anthonis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau ""'t Dorpshuus""",1702::SB4,5846 AC,586,422,1,0,0,0,2,387,34,0,0,0,0,0,423,131,48,61,70,7,18,15,4,11,1,0,0,19,0,6,3,11,0,0,0,2,0,14,1,0,0,0,0,0,0,0,,
's-Hertogenbosch,Sint Anthonis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gemeenschapshuis ""'t Stekske""",1702::SB5,5844 AD,568,435,0,1,0,0,0,401,35,0,0,0,0,0,436,102,53,78,49,10,28,11,3,8,1,0,0,29,2,11,1,4,0,1,0,2,1,35,1,0,1,0,2,2,0,0,,
's-Hertogenbosch,Sint Anthonis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gemeenschapshuis ""De Schans""",1702::SB6,5843 AG,495,384,0,0,0,0,0,351,33,0,0,0,0,0,384,97,48,88,39,6,25,12,3,9,4,0,0,12,0,1,0,9,0,1,0,0,0,29,0,0,0,0,0,0,0,1,,
's-Hertogenbosch,Sint Anthonis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gemeenschapshuis ""'t Wapen van Wanroij""",1702::SB7,5446 AL,2280,1440,2,4,0,0,1,1262,184,0,0,1,0,0,1447,468,112,264,152,21,120,36,4,27,8,0,1,60,3,58,5,14,0,4,2,2,2,71,0,2,0,0,2,0,0,2,,
's-Hertogenbosch,Sint Anthonis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Dorpshuis ""De Stek""",1702::SB8,5445 AD,558,477,0,0,0,0,2,424,51,0,0,0,0,0,477,94,56,130,41,3,15,5,0,13,7,1,0,24,4,14,2,8,0,1,1,1,2,51,0,0,0,0,0,0,0,4,,
's-Hertogenbosch,Sint Anthonis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Atrium Zorgcentrum ""De Lookant""",1702::SB9,5446 AD,47,9,0,0,0,0,0,8,1,0,0,0,0,0,9,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
's-Hertogenbosch,Sint Anthonis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis maandag,1702::SB10,5845 BH,0,274,0,0,0,0,0,249,25,0,0,0,0,0,274,82,17,50,38,8,40,13,1,5,4,0,0,5,1,3,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
