contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,"Blanco (Zeven, A.J.L.B.)",Wij zijn Nederland,Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis (1),0505::SB1,3311 CR,0,906,0,1,0,0,2,841,64,0,0,0,0,0,907,151,60,25,168,99,58,55,26,81,5,13,10,50,18,18,4,55,1,3,0,2,3,1,0,0,0,0,0,0,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadskantoor (2),0505::SB2,3311 GR,0,1426,4,4,0,0,7,1300,127,0,0,0,0,0,1434,261,128,56,236,100,79,67,54,86,13,18,68,100,19,41,5,46,17,10,1,1,5,5,3,0,1,3,3,0,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dordrechts Museum (5),0505::SB5,3311 XP,0,1141,2,2,0,1,3,1038,105,0,0,1,0,0,1146,158,56,34,240,122,89,64,36,95,6,11,56,56,18,26,2,32,6,1,1,2,22,0,3,3,1,0,1,0,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Energiehuis (9),0505::SB9,3311 RR,0,1419,5,4,2,1,2,1242,187,0,0,3,0,0,1431,216,57,65,268,105,89,74,33,76,9,7,219,70,17,16,6,54,16,1,1,4,9,1,1,0,0,1,3,1,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Centraal Station, Stationshal portocabin (10)",0505::SB10,3311 JV,0,810,2,1,0,2,5,762,49,1,0,3,0,0,816,92,50,32,180,98,54,35,34,45,4,15,26,42,22,22,3,38,5,5,0,4,3,1,0,0,0,0,0,0,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gebouw De Driesprong (15),0505::SB15,3312 GD,0,1882,3,3,0,1,2,1677,208,0,1,0,0,0,1887,296,183,82,355,179,110,100,90,116,18,39,93,79,24,28,8,40,2,5,0,3,13,3,5,2,3,5,1,0,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zorgcentrum De Linde (17),0505::SB17,3312 GT,0,30,0,0,0,0,0,27,3,0,0,0,0,0,30,4,2,5,1,1,3,2,3,2,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kerkgebouw Pinkstergemeente (19),0505::SB19,3312 AM,0,876,3,1,0,1,0,880,1,0,0,1,0,0,881,206,57,43,117,50,41,45,55,52,9,44,41,56,9,9,4,17,6,2,3,0,4,3,0,1,1,0,1,0,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dordtse Vrije School (20),0505::SB20,3312 NB,0,1338,3,2,0,2,4,1205,136,0,0,2,0,0,1345,142,110,42,208,148,86,67,96,129,7,62,69,70,14,16,7,32,2,10,3,1,4,4,3,0,0,3,3,0,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Het Waterwiel (50),0505::SB50,3317 NJ,0,29,0,0,0,0,0,28,1,0,0,0,0,0,29,5,9,2,2,0,6,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Speeltuin Zeehavenkwartier, bureau 1 (51)",0505::SB51,3317 ZW,0,193,0,0,0,0,0,151,42,0,0,0,0,0,193,16,86,6,13,7,4,4,2,6,1,6,10,21,1,3,0,2,1,0,0,0,3,0,0,0,1,0,0,0,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wijkcentrum Admiraal (52),0505::SB52,3317 BC,0,1301,3,10,0,0,2,1129,183,0,0,0,0,0,1314,183,217,40,114,61,99,78,36,36,9,27,197,100,16,22,6,12,31,3,0,0,3,3,1,1,1,4,1,0,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Speeltuin Zeehavenkwartier, bureau 2 (53)",0505::SB53,3317 ZV,0,145,0,0,0,0,0,122,23,0,0,0,0,0,145,16,70,3,4,1,2,5,2,6,0,3,5,24,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Wooncentrum Watersteijn (54),0505::SB54,3317 NV,0,586,0,0,0,0,1,518,67,0,0,0,0,0,586,170,78,39,84,11,30,38,28,16,1,25,6,35,2,13,2,3,1,0,2,0,0,0,0,0,0,2,0,0,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Postillion Hotel (55),0505::SB55,3316 EH,0,494,1,0,0,0,1,436,58,0,0,0,0,0,495,136,68,24,43,8,32,19,31,21,11,23,9,21,0,20,1,14,1,1,0,0,0,10,0,0,0,0,1,0,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Cultureel Centrum Sterrenburg (72),0505::SB72,3318 CB,0,1749,2,7,0,0,0,1512,246,0,0,0,0,0,1758,312,236,106,200,63,172,92,91,63,24,72,87,116,17,35,8,20,10,3,4,3,5,1,2,1,0,4,2,0,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Albert Schweitzerziekenhuis, loc. Dordtwijk (73)",0505::SB73,3318 AT,0,272,1,5,0,0,1,245,28,0,0,0,0,0,274,65,33,16,45,11,14,10,16,12,7,6,8,9,2,4,0,6,0,0,1,0,4,3,0,0,0,0,0,0,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Verpleeghuis De Sterrenlanden (74),0505::SB74,3328 HN,0,66,0,1,0,0,0,58,9,0,0,0,0,0,67,20,4,5,16,3,4,2,4,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau School De Sterrekijker portocabin (77),0505::SB77,3328 KC,0,1190,3,3,0,0,0,1060,135,0,1,0,1,0,1195,300,156,64,196,47,68,57,84,30,11,15,3,60,9,44,5,21,0,2,0,1,7,6,0,0,0,2,2,0,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Ockenburg (78),0505::SB78,3328 TG,0,534,0,4,0,0,1,485,52,0,0,0,0,0,538,144,74,19,51,25,44,30,12,32,8,0,6,47,2,17,2,8,0,1,1,1,7,1,0,0,1,0,1,0,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Ontmoetingskerk, bureau 1 (81)",0505::SB81,3328 DN,0,1113,7,3,0,0,0,1029,94,0,0,0,0,0,1123,231,154,80,153,40,66,59,55,55,16,21,26,73,8,25,8,15,3,1,0,2,5,4,2,2,1,5,3,0,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Verzorgingshuis Dubbelmonde (91),0505::SB91,3319 PH,0,107,0,0,0,0,0,100,7,0,0,0,0,0,107,27,3,22,9,5,9,4,20,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Hotel de Watertoren, bureau 1 (98)",0505::SB98,3319 LC,0,1095,0,0,0,2,1,977,119,0,0,2,0,0,1097,347,97,74,159,37,26,26,67,47,9,67,6,52,2,36,6,20,0,2,1,0,1,7,2,0,0,4,0,0,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Wielborgh, Het Polderwiel (106)",0505::SB106,3315 KA,0,27,0,0,0,0,0,26,1,0,0,0,0,0,27,9,3,2,6,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Portocabin, Parkeerplaats Stadspolderring (107)",0505::SB107,3315 CK,0,1333,1,4,0,2,1,1191,144,0,2,0,0,0,1336,280,178,71,164,47,95,53,77,56,23,69,10,104,7,45,4,27,6,4,1,1,6,0,0,0,2,1,1,1,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kandelaarkerk (109),0505::SB109,3315 KW,0,1356,1,1,0,1,2,1210,147,0,0,1,0,0,1359,324,131,86,210,62,73,66,100,61,26,33,19,74,7,39,5,24,2,1,0,3,5,2,1,0,0,0,1,1,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Speeltuin Stadspolders (110),0505::SB110,3315 TR,0,1205,1,0,0,0,0,1063,143,0,0,0,0,0,1206,280,177,58,185,59,62,51,34,51,17,5,62,77,7,35,8,23,0,0,0,5,5,2,0,0,1,0,1,0,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gymzaal, bureau 1 (202)",0505::SB202,3315 AS,0,825,2,1,0,0,0,720,107,0,1,0,0,0,827,146,137,52,114,47,58,41,37,27,9,11,35,50,5,22,7,8,8,2,0,2,1,0,1,2,0,2,1,0,0,,
Dordrecht,Dordrecht,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,"Stembureau Gymzaal, bureau 2 (203)",0505::SB203,3315 AS,0,750,2,1,0,0,0,656,95,0,2,0,2,0,751,165,111,39,81,35,56,24,44,35,18,8,36,47,8,13,2,9,2,1,1,1,6,3,1,2,0,0,2,0,0,,
