contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Jagtlust,0310::SB1,3721 AB,0,1837,0,5,0,5,5,1672,160,0,5,0,0,0,1837,430,114,99,487,151,50,103,44,102,6,8,25,61,10,44,5,70,4,2,1,3,6,3,2,1,0,0,3,0,0,3,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau VvSo WVT (A),0310::SB2,3721 EA,0,354,1,1,0,0,2,321,33,0,0,0,0,0,356,49,32,16,65,31,29,21,7,24,0,2,21,26,4,6,2,6,4,0,1,0,4,0,0,1,1,1,0,0,0,1,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau VvSo WVT (B),0310::SB3,3721 EA,0,313,1,0,0,0,4,290,20,0,0,0,0,0,314,75,19,17,47,29,34,16,5,18,1,0,19,10,3,5,0,11,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Oosterlichtkerk,0310::SB4,3721 MJ,0,896,5,1,0,5,5,838,64,0,0,5,0,0,907,171,54,41,238,92,28,47,43,50,7,4,19,35,3,17,2,36,0,1,0,0,3,0,1,1,0,0,3,0,0,0,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Woudkapel,0310::SB5,3723 JG,0,1284,1,0,0,0,3,1171,111,0,0,0,0,0,1285,571,23,77,362,30,5,26,17,44,1,2,0,24,3,26,0,65,0,0,0,1,3,2,1,0,1,0,0,0,0,0,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Centrumkerk,0310::SB6,3722 GR,0,1135,1,1,0,1,5,1027,106,0,0,1,0,0,1138,243,84,81,276,92,33,72,31,69,5,10,16,37,5,20,1,49,3,2,0,2,2,0,0,0,0,0,1,0,0,1,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau OLV kerk (A),0310::SB7,3723 KR,0,473,1,0,2,0,3,433,40,0,0,2,0,0,476,174,11,34,140,19,5,23,12,14,2,0,0,12,0,7,0,16,0,1,0,1,1,0,1,0,0,0,0,0,0,0,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau OLV kerk (B),0310::SB8,3723 KR,0,518,0,0,2,0,1,457,58,0,2,0,0,0,516,201,16,39,144,20,3,19,8,9,1,1,1,10,0,10,0,30,0,1,1,0,0,0,2,0,0,0,0,0,0,2,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Voormalig pand van de Lidl,0310::SB9,3721 LG,0,1083,5,5,0,3,2,1007,87,0,0,3,0,0,1096,190,115,46,182,115,73,76,29,40,10,9,45,57,9,10,2,37,18,7,0,0,1,3,0,1,0,0,6,1,1,0,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Units bij Station (17-3),0310::SB10,,0,941,4,0,0,0,5,856,84,0,0,0,0,0,945,272,30,49,242,72,32,32,21,56,4,6,11,29,11,16,0,46,4,1,0,0,5,0,0,0,0,0,0,0,1,1,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Kees Boekehal (A) (17-3),0310::SB11,3723 BA,0,410,0,0,0,0,0,370,40,0,0,0,0,0,410,91,18,17,127,34,14,19,16,29,0,0,1,10,2,8,0,21,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Kees Boekehal (B) (17-3),0310::SB12,3723 BA,0,337,0,1,0,0,1,300,37,0,0,0,0,0,338,69,19,12,101,35,10,13,8,25,1,1,0,6,2,10,0,20,3,1,0,1,0,0,0,0,0,0,0,0,0,0,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Kees Boekehal (C) (17-3),0310::SB13,3723 BA,0,299,0,1,0,0,0,275,24,0,1,0,1,0,299,73,10,12,90,24,3,22,3,23,3,2,2,5,2,1,2,17,0,2,0,1,1,0,0,0,0,0,1,0,0,0,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Units de Leijen,0310::SB14,,0,838,1,0,0,0,2,759,78,0,0,0,0,0,839,105,105,32,144,98,63,54,13,71,10,4,30,51,10,15,6,11,3,4,0,0,4,2,0,0,0,1,0,0,2,0,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau RK Michaelkerk,0310::SB15,3731 EE,0,1015,2,1,0,0,1,939,78,0,0,0,0,0,1018,222,31,51,345,99,25,44,17,47,4,12,0,22,7,22,1,53,2,1,0,2,4,0,3,1,0,0,0,0,0,0,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gebouw van het Rode Kruis,0310::SB16,3732 BA,0,1040,2,1,0,3,2,963,81,0,0,3,0,0,1046,187,54,73,249,91,38,46,35,81,8,9,16,48,6,27,0,44,8,3,0,3,6,4,0,0,0,1,1,0,0,2,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau HF Witte Centrum (A) (17-3),0310::SB17,3731 CL,0,525,2,1,0,0,25,503,0,0,0,0,0,0,528,93,23,35,114,57,31,27,16,38,3,3,11,23,2,12,1,23,3,0,1,1,2,1,0,3,1,0,0,0,0,1,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau HF Wittecentrum (B) (17-3),0310::SB18,3731 CL,0,590,1,0,0,0,2,538,51,0,0,0,0,0,591,131,33,25,153,74,21,35,10,27,2,3,4,28,2,10,1,23,0,1,0,0,2,2,0,0,1,1,0,0,0,1,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau HF Wittecentrum (C) (17-3),0310::SB19,3731 CL,0,918,4,0,0,5,1,829,97,0,0,5,0,0,927,180,57,43,240,81,43,30,22,64,6,10,19,33,10,23,1,34,4,6,1,0,5,1,3,0,1,0,0,0,1,0,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau MENS Servicecentrum De Bilt,0310::SB20,3732 EV,0,982,2,2,0,2,2,942,40,0,2,0,0,0,984,166,63,38,228,124,44,45,10,69,7,5,13,47,23,21,3,55,1,5,1,1,7,4,1,0,0,0,1,0,0,0,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dorpshuis De Vierstee (A) 17-3,0310::SB21,3738 EB,0,663,2,3,0,0,3,581,83,0,1,0,1,0,667,135,78,55,66,21,21,18,22,26,2,126,6,34,3,15,1,19,0,1,0,0,4,6,1,0,1,0,1,0,0,1,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dorpshuis De Vierstee (B) (17-3),0310::SB22,3738 EB,0,818,1,2,0,0,6,725,90,0,0,0,0,0,821,192,52,67,119,49,35,37,39,27,5,110,4,31,6,8,4,15,1,2,1,1,5,3,1,1,1,0,1,0,1,0,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Ontmoetingskerk,0310::SB23,3738 VC,0,913,3,2,0,1,3,827,89,0,0,1,0,0,919,204,85,81,97,25,27,41,61,41,5,136,0,38,1,31,3,17,0,1,0,1,2,10,1,1,0,1,2,0,1,0,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Groene Daan,0310::SB24,3737 RK,0,1047,0,0,1,1,1,946,102,0,0,2,0,0,1049,252,52,64,227,77,23,42,39,65,3,65,6,36,10,26,0,41,0,0,1,0,3,12,1,0,0,0,0,0,1,1,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dorpshuis Hollandsche Rading,0310::SB25,3739 KM,0,935,0,0,0,0,3,859,74,1,0,1,0,0,936,298,59,71,170,43,35,25,15,59,5,18,0,39,3,35,2,38,0,2,0,1,3,6,0,3,0,0,4,1,0,0,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dorpshuis Westbroek,0310::SB26,3615 AG,0,766,0,0,0,0,2,683,81,0,0,0,0,0,766,145,52,149,72,24,22,18,79,23,3,91,3,24,1,12,1,21,2,0,0,0,3,18,0,0,0,0,2,0,1,0,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Mobiel team (A) tbv verzorgingshuizen,0310::SB27,,0,104,0,2,0,0,0,100,6,0,0,0,0,0,106,32,1,11,26,3,6,6,5,6,1,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Briefstembureau (17-3 overdag),0310::SB30,,0,2814,9,5,0,4,,,,,0,4,,,2832,804,197,432,346,88,133,276,197,119,61,56,4,10,3,41,2,31,1,0,1,0,0,1,2,6,0,0,0,0,2,1,0,0
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Briefstembureau 2 (17-3 avond),0310::SB31,,0,811,0,2,0,0,,,,,0,2,,,815,198,43,133,142,37,35,75,52,43,10,14,0,2,2,12,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Tellen Briefstembureau 17-3 avond,0310::SB36,,0,62,0,1,0,0,,,,,0,0,,,63,16,4,10,5,2,6,4,2,8,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Jagtlust (15-3),0310::SB40,3721 AB,0,559,2,0,0,0,0,515,46,0,0,0,0,0,561,146,40,45,94,28,45,45,29,33,3,5,2,15,2,7,0,16,0,0,0,0,1,3,0,0,0,0,0,0,0,0,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Units bij station (15-3),0310::SB41,,0,432,0,1,0,0,4,394,35,0,0,0,0,0,433,136,24,39,99,41,12,26,13,14,1,0,0,2,2,5,0,14,0,0,0,1,0,1,1,0,0,0,0,0,0,1,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dorpshuis de Vierstee (15-3),0310::SB42,3738 EB,0,314,0,0,0,0,1,296,17,0,0,0,0,0,314,78,30,37,31,14,16,23,25,13,2,21,0,6,3,8,0,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau HF Wittecentrum (15-3),0310::SB43,3731 CL,0,571,1,1,0,2,1,528,46,0,0,2,0,0,575,121,42,60,94,38,43,70,19,36,3,2,2,11,0,6,1,17,1,1,1,0,0,1,0,2,0,0,0,0,0,0,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Jagtlust (16-3),0310::SB50,3721 AB,0,535,0,0,0,0,1,471,63,0,0,0,0,0,535,110,58,49,101,34,28,31,19,24,7,2,11,17,3,18,0,14,1,2,0,0,0,3,2,0,1,0,0,0,0,0,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Units bij station (16-3),0310::SB51,,0,433,1,0,0,1,1,400,34,0,0,1,0,0,435,114,11,35,98,23,23,30,10,38,1,2,1,15,0,10,0,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dorpshuis de Vierstee (16-3),0310::SB52,3738 EB,0,316,1,1,0,1,0,284,33,0,1,0,0,0,317,81,29,42,48,18,18,12,14,9,1,28,1,5,0,2,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,
Utrecht,De Bilt,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau HF Wittecentrum (16-3),0310::SB53,3731 CL,0,510,2,0,0,0,0,472,40,0,0,0,0,0,512,104,38,54,89,40,35,45,13,30,7,3,12,12,2,7,2,13,0,0,0,0,0,1,0,0,1,1,1,0,0,0,,
