contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,1681::SB1,7875 AD,1012,1013,0,1,0,0,33,883,98,0,0,0,0,0,1014,247,86,69,170,45,52,86,19,42,13,3,1,60,5,36,4,21,0,0,2,2,4,36,3,0,2,0,3,2,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Paasbergen,1681::SB2,7873 BE,140,29,0,0,0,0,0,28,1,0,0,0,0,0,29,8,2,2,5,0,1,5,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ons Dorpshuis,1681::SB3,7872 PL,800,782,0,2,0,0,4,709,71,0,0,0,0,0,784,153,110,65,108,29,68,78,20,33,7,5,0,50,0,24,4,1,0,2,0,1,0,16,2,0,1,1,4,0,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Oes Hokkie,1681::SB4,7871 PA,519,428,1,0,0,0,0,392,37,0,0,0,0,0,429,81,69,34,63,24,40,42,7,14,5,1,0,23,0,4,1,7,0,0,0,0,3,4,2,0,1,0,3,0,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Odoornerveen,1681::SB5,7874 TD,397,321,1,1,0,0,0,296,27,0,0,0,0,0,323,77,25,31,48,13,18,22,3,25,2,0,0,17,1,7,1,3,0,0,0,0,0,24,1,0,0,0,3,0,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Buurthuis De Badde,1681::SB6,9573 PC,291,270,0,0,0,1,0,242,27,0,1,0,0,0,269,42,43,45,17,5,27,17,8,6,1,4,0,22,1,2,0,1,0,1,0,1,2,22,0,0,2,0,0,1,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Cultuurcentrum Odeon,1681::SB7,9571 BG,747,431,0,1,0,0,0,388,44,0,0,0,0,0,432,47,101,27,31,11,52,23,29,10,4,9,0,51,0,6,0,5,0,2,0,1,0,13,0,0,7,0,1,1,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hunsowhal 2e Exloërmond,1681::SB8,9571 BB,820,705,0,1,0,0,0,634,72,0,0,0,0,0,706,94,172,68,32,7,80,66,48,14,6,5,0,56,1,11,4,3,0,1,0,1,1,14,0,1,15,2,3,0,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Akkervarken,1681::SB9,7876 EH,1184,634,0,0,0,0,4,569,61,0,0,0,0,0,634,104,151,46,39,11,61,39,33,12,4,17,0,56,2,14,4,2,0,3,0,0,1,29,0,1,0,0,5,0,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFA Brughuus Valthermond,1681::SB11,7876 GJ,1200,906,0,1,0,0,3,803,101,0,0,0,0,0,907,134,238,69,64,10,70,56,36,26,7,5,1,114,3,10,4,3,0,1,0,2,2,40,0,2,1,2,5,1,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ontmoetingscentrum 't Anker,1681::SB13,9531 AA,800,532,1,0,0,0,25,493,15,0,0,0,0,0,533,132,36,69,78,23,46,50,17,16,5,2,0,14,1,6,4,13,0,1,0,0,4,11,0,0,0,1,2,1,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Koel,1681::SB14,9531 CH,843,1216,3,0,0,1,10,1104,106,0,0,1,0,0,1220,287,130,108,203,57,89,101,9,28,12,2,1,71,1,31,9,23,0,2,0,3,4,33,1,0,2,0,5,4,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Borgerhof Borger,1681::SB15,9531 AL,114,63,1,0,0,0,1,57,6,0,0,0,0,0,64,15,4,8,6,2,7,15,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau H.R. Hartlief Buinen,1681::SB16,9528 PC,589,504,1,0,0,1,1,468,37,0,0,1,0,0,506,122,51,27,77,17,56,37,9,26,3,2,0,24,0,10,1,7,0,0,0,1,3,28,0,0,0,0,2,1,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Mr. Hekmanhoes Drouwen,1681::SB17,9533 PL,508,401,0,1,0,0,1,374,27,0,0,0,0,0,402,117,40,27,40,13,37,19,9,40,5,0,0,23,0,11,0,6,0,1,0,1,2,9,0,0,0,0,0,1,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Eeserhof,1681::SB18,9536 PD,445,402,2,3,0,0,58,315,34,0,0,0,0,0,407,88,38,37,61,22,24,21,10,33,1,2,0,22,0,16,0,4,0,1,0,1,2,13,1,1,0,0,0,4,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Viersprong Buinerveen,1681::SB19,9524 PA,726,551,2,0,0,0,0,501,52,0,0,0,0,0,553,104,97,44,38,19,63,39,11,21,6,1,0,34,1,17,2,9,0,0,0,2,0,28,1,2,7,2,2,1,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Vereningingsgebouw Nieuw Buinen,1681::SB20,9521 CB,795,502,1,1,0,0,4,449,51,0,0,0,0,0,504,65,101,76,36,13,41,23,33,7,6,5,0,34,1,31,1,1,0,2,0,0,2,13,0,0,6,0,5,0,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Voetbalvereniging Nieuw Buinen,1681::SB22,9521 AX,2010,1377,3,1,0,0,2,1265,114,0,0,0,0,0,1381,220,318,121,116,36,114,109,60,19,12,18,1,137,0,29,4,14,0,1,1,3,4,22,3,0,8,0,6,1,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Assekolke Drouwenermond,1681::SB23,9523 TA,368,323,0,0,0,0,2,281,40,0,0,0,0,0,323,66,44,23,34,8,20,29,12,12,1,5,0,36,1,3,1,8,0,1,0,0,3,12,0,0,0,0,2,2,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Drouwenerveen,1681::SB24,9525 TE,179,193,1,0,0,0,0,178,16,0,0,0,0,0,194,46,16,20,24,10,15,10,3,8,1,3,0,9,0,7,0,5,0,0,0,0,1,14,0,0,0,0,1,0,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Oringer Marke,1681::SB26,7873 BB,1097,819,0,2,1,0,4,756,60,0,1,0,0,0,820,270,64,59,166,32,53,51,7,16,6,5,0,28,1,20,3,9,0,3,2,0,1,14,0,0,0,0,5,4,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Westdorp-Ellertshaar,1681::SB28,9534 PA,410,142,0,0,0,0,1,131,10,0,0,0,0,0,142,46,8,27,12,4,3,3,4,12,1,1,0,5,0,1,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Oringer Marke,1681::SB29,7873 BB,0,185,0,0,0,0,0,174,11,0,0,0,0,0,185,49,10,31,19,5,25,21,3,4,2,0,0,7,0,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFA Brughuus Valthermond,1681::SB30,7876 GJ,0,163,0,0,0,0,0,142,21,0,0,0,0,0,163,28,33,12,11,2,23,14,13,5,0,0,0,11,0,4,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Koel,1681::SB31,9531 CH,0,375,0,0,0,0,10,341,24,0,0,0,0,0,375,64,43,46,49,20,36,50,14,16,1,2,0,10,1,9,0,5,0,0,0,0,1,6,0,2,0,0,0,0,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Voetbalvereniging Nieuw Buinen,1681::SB32,9521 AX,0,199,1,0,0,0,3,168,29,0,0,0,0,0,200,16,26,20,16,3,28,44,6,4,3,4,0,8,1,11,0,0,0,0,0,1,0,3,0,0,5,0,0,0,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Oringer Marke,1681::SB33,7873 BB,0,209,0,0,0,0,2,192,15,0,0,0,0,0,209,68,21,18,34,4,17,17,3,8,2,2,0,1,0,8,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal De Koel,1681::SB34,9531 CH,0,345,0,1,0,0,4,308,34,0,0,0,0,0,346,86,35,44,34,11,34,43,10,15,4,1,0,5,0,8,0,8,0,0,0,0,0,3,0,0,0,0,3,1,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFA Brughuus Valthermond,1681::SB35,7876 GJ,0,208,0,0,0,0,2,178,28,0,0,0,0,0,208,37,44,14,19,1,20,27,10,8,6,1,0,13,0,4,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Voetbalvereniging Nieuw Buinen,1681::SB36,9521 AX,0,212,0,0,0,0,2,194,16,0,0,0,0,0,212,27,37,20,25,4,29,25,14,8,7,2,0,4,0,1,1,2,0,0,0,0,1,0,0,0,5,0,0,0,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau VanSlag,1681::SB37,9531 AG,750,395,0,0,0,0,18,360,21,0,0,4,0,0,399,118,30,26,72,14,21,29,7,18,2,0,0,15,0,12,3,8,0,0,0,0,3,14,2,0,0,0,1,0,0,,
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau maandag,1681::SB38,7875 AD,2100,1448,0,1,0,0,,,,,0,0,,,1449,335,97,233,97,35,125,317,78,46,30,11,1,7,1,15,2,1,0,0,0,0,0,6,0,0,9,0,0,2,0,0,0
Assen,Borger-Odoorn,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Briefstembureau woensdag,1681::SB39,7875 AD,2226,458,2,0,0,0,,,,,0,0,,,460,86,29,62,37,7,40,110,25,15,10,3,0,8,0,6,1,5,0,0,0,0,0,6,0,1,6,0,0,1,0,0,0
