contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,"Blanco (Zeven, A.J.L.B.)",DE FEESTPARTIJ (DFP),Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Den Helder,Texel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gemeentehuis,0448::SB1,1791 AT,623,989,3,1,0,1,81,823,90,0,0,1,0,0,994,230,77,82,158,49,57,60,11,60,9,5,7,56,5,38,4,26,0,11,0,9,8,16,1,2,0,0,2,0,4,1,1,,
Den Helder,Texel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Bibliotheek Texel Den Burg,0448::SB2,1791 VC,1932,1304,3,0,0,3,26,1146,138,0,0,3,0,0,1310,272,144,136,166,71,89,82,24,56,8,2,3,107,6,45,5,26,0,3,2,8,8,29,1,2,0,0,2,0,2,5,0,,
Den Helder,Texel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau De Buureton,0448::SB3,1791 DB,1611,999,3,0,0,0,16,889,97,0,0,0,0,0,1002,227,80,103,138,63,78,81,20,58,8,0,0,57,2,30,5,13,0,0,0,3,4,23,0,2,0,0,2,0,2,0,0,,
Den Helder,Texel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Eierlandsche Huis,0448::SB4,1795 AL,397,588,1,1,0,0,156,411,23,0,0,0,0,0,590,145,78,44,95,33,28,28,11,25,1,3,0,24,2,21,1,18,0,2,0,4,3,16,2,0,0,0,2,0,2,0,0,,
Den Helder,Texel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Verenigingsgebouw Bethel,0448::SB5,1795 KB,285,297,0,0,0,0,44,218,35,0,0,0,0,0,297,73,38,42,26,10,17,12,5,16,1,1,0,21,0,12,0,8,0,1,0,1,0,13,0,0,0,0,0,0,0,0,0,,
Den Helder,Texel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dorpshuis De Waldhorn,0448::SB6,1797 AH,535,539,0,0,0,1,56,442,42,0,0,1,0,0,540,118,23,47,118,45,30,39,3,50,3,5,0,15,0,3,0,15,0,4,0,0,1,20,0,0,0,0,0,0,0,0,0,,
Den Helder,Texel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dorpshuis De Hof,0448::SB7,1796 BE,991,1062,1,3,0,0,305,678,83,0,0,0,0,0,1066,311,81,75,194,41,48,58,13,45,9,1,6,81,1,38,3,32,1,2,1,1,4,10,0,0,0,0,5,0,1,0,0,,
Den Helder,Texel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dorpshuis De Bijenkorf,0448::SB8,1794 AA,933,820,0,0,0,0,20,702,98,0,0,0,0,0,820,145,65,102,105,37,54,48,38,35,1,35,0,34,4,28,3,11,0,2,0,2,10,53,0,1,0,0,5,0,0,2,0,,
Den Helder,Texel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dorpshuis 't Skiltje,0448::SB9,1792 AK,973,825,0,2,0,0,32,702,93,0,0,0,0,0,827,190,87,95,102,35,36,60,10,23,5,2,0,74,1,45,3,3,0,2,2,3,1,39,0,0,0,0,4,0,3,0,0,,
Den Helder,Texel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Dorpshuis De Wielewaal,0448::SB10,1793 AJ,352,311,0,0,0,0,15,254,43,0,0,1,0,1,312,93,36,30,42,18,7,17,6,14,0,0,0,10,4,6,0,3,0,0,0,1,1,18,2,0,0,0,3,0,0,0,0,,
Den Helder,Texel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Rijwielverhuur Veerhaven Texel,0448::SB11,1797 SR,238,218,3,0,0,0,9,189,23,0,0,0,0,0,221,44,11,22,25,26,6,16,9,21,0,0,0,13,2,8,1,7,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,,
Den Helder,Texel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Schietsportcentrum Odysseus,0448::SB12,1791 AT,526,264,0,0,0,0,2,230,32,0,0,0,0,0,264,77,20,21,29,20,18,14,4,11,0,0,0,18,1,10,0,5,0,0,0,2,3,8,0,0,1,0,0,0,1,1,0,,
Den Helder,Texel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Briefstembureau 1,0448::SB13,,500,1008,3,1,0,1,,,,,0,1,,,1013,227,72,231,98,37,45,151,37,32,14,1,0,18,0,24,2,7,0,1,0,1,0,7,0,1,0,0,0,0,0,1,1,0,0
Den Helder,Texel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Briefstembureau 2,0448::SB14,,471,18,0,0,0,0,,,,,0,0,,,18,7,1,2,2,1,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
