contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),U-Buntu Connected Front,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Utrecht,Vijfheerenlanden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ameide Het Spant (maandag),1961::SB1,4233 HG,0,176,0,0,0,0,0,155,21,0,0,0,0,0,176,27,9,45,9,6,11,15,33,3,0,8,0,5,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Utrecht,Vijfheerenlanden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ameide Het Spant (dinsdag),1961::SB2,4233 HG,0,255,0,1,0,0,0,203,53,0,0,0,0,0,256,39,23,51,18,10,9,25,38,3,0,22,0,10,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
Utrecht,Vijfheerenlanden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ameide Het Spant (woensdag),1961::SB3,4233 HG,1588,1201,4,1,0,1,3,1058,146,0,0,1,0,0,1207,228,139,205,118,24,43,40,155,22,5,96,1,51,0,40,1,8,0,1,0,1,0,18,1,0,0,2,2,0,0,0,,
Utrecht,Vijfheerenlanden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Ameide De Hoven,1961::SB4,4233 EK,1580,815,1,0,0,0,0,740,77,1,0,1,0,0,817,157,87,116,57,7,13,18,183,12,1,59,0,56,0,23,3,7,0,0,0,1,0,14,0,0,0,1,0,0,0,0,,
Utrecht,Vijfheerenlanden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Everdingen 't Knooppunt,1961::SB5,4121 EL,858,689,3,0,0,3,1,632,62,0,0,3,0,0,695,171,79,81,70,22,35,31,43,22,4,43,6,37,4,5,1,12,0,0,0,1,3,12,2,0,0,0,4,0,1,0,,
Utrecht,Vijfheerenlanden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hagestein De Biezen,1961::SB6,4124 AK,1213,1055,0,1,0,0,3,920,133,0,0,0,0,0,1056,288,100,124,120,39,37,37,63,30,15,70,6,46,4,30,1,23,2,0,1,3,2,11,0,1,0,0,1,0,1,0,,
Utrecht,Vijfheerenlanden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hei- en Boeicop De Copper,1961::SB7,4126 RW,886,649,3,0,0,0,0,555,97,0,0,0,0,0,652,143,56,137,38,8,15,7,75,8,0,101,0,20,0,17,0,5,0,0,3,2,0,13,0,0,0,1,0,0,0,0,,
Utrecht,Vijfheerenlanden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kedichem De Stoof,1961::SB8,4247 EN,689,555,1,1,0,0,1,485,71,0,0,0,0,0,557,156,81,48,63,18,26,17,9,10,5,27,0,40,1,21,1,11,0,3,3,0,1,11,0,0,1,0,2,0,0,0,,
Utrecht,Vijfheerenlanden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Leerbroek De Schakel,1961::SB9,4245 KJ,1159,901,0,2,0,0,2,757,145,1,0,1,0,0,904,79,50,76,29,15,14,5,63,11,3,499,1,27,1,4,2,5,0,1,0,3,1,12,0,0,0,0,0,0,0,0,,
Utrecht,Vijfheerenlanden,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Leerdam Gemeentelocatie,1961::SB10,4141 DA,2206,1312,6,4,0,3,5,1151,169,0,0,3,0,0,1325,278,190,85,186,42,61,59,67,49,10,65,68,61,2,27,2,27,2,11,0,1,4,5,2,1,4,0,1,1,0,1,,
