contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Middelburg,Hulst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis,0677::SB1,4561 EA,1426,1087,2,1,0,0,6,941,143,0,0,0,0,0,1090,333,160,92,160,25,45,44,7,34,13,2,2,72,2,35,7,21,0,5,0,1,11,9,1,0,0,1,5,0,,
Middelburg,Hulst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapscentrum Den Dullaert I,0677::SB3,4561 KZ,1756,765,1,6,6,0,1,680,97,0,0,6,0,0,778,188,85,78,116,30,60,28,6,19,15,4,0,72,0,20,2,14,0,3,2,1,4,11,2,0,2,0,3,0,,
Middelburg,Hulst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gymzaal Reynaertcollege,0677::SB4,4561 XA,1439,760,0,1,0,0,2,663,96,0,0,0,0,0,761,164,137,61,102,31,48,42,7,17,16,1,2,63,1,36,4,11,4,2,0,2,1,3,0,1,0,0,4,0,,
Middelburg,Hulst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapscentrum Malpertuus,0677::SB5,4567 BM,1776,899,0,5,0,0,2,787,115,0,0,0,0,0,904,216,190,83,87,33,59,47,6,31,14,0,0,50,1,27,7,12,1,3,1,0,3,20,3,1,0,0,2,2,,
Middelburg,Hulst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapscentrum de Kauter,0677::SB6,4568 AB,431,264,0,1,0,0,1,229,35,0,0,0,0,0,265,82,52,29,22,9,19,7,2,4,4,0,0,15,1,3,1,0,0,2,0,0,0,11,0,0,0,0,1,0,,
Middelburg,Hulst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis Graauw,0677::SB7,4569 AG,603,445,0,0,0,0,3,399,43,0,0,0,0,0,445,103,46,73,45,17,41,16,4,13,3,0,2,35,0,14,2,7,0,0,0,2,0,22,0,0,0,0,0,0,,
Middelburg,Hulst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapscentrum De Warande,0677::SB8,4564 AD,1273,893,4,0,0,0,4,762,131,0,0,0,0,0,897,241,166,78,85,15,47,49,8,32,19,0,1,85,0,32,4,9,1,3,1,0,5,9,3,0,0,0,0,0,,
Middelburg,Hulst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapscentrum 't Heike,0677::SB9,4566 AC,893,580,0,2,0,0,0,513,69,0,0,0,0,0,582,159,100,64,49,21,28,37,8,14,9,3,0,35,0,23,2,7,0,1,0,0,2,12,0,1,1,1,3,0,,
Middelburg,Hulst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpscentrum Binnendéur,0677::SB10,4587 AG,1192,768,2,1,0,0,2,678,91,0,0,0,0,0,771,209,110,87,76,24,56,28,2,23,10,0,1,61,2,39,6,5,0,2,0,0,2,20,1,0,0,1,3,0,,
Middelburg,Hulst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpscentrum De Luifel,0677::SB11,4586 AN,680,464,0,0,0,0,0,417,47,0,0,0,0,0,464,127,60,63,37,11,33,21,3,19,9,0,1,30,1,8,1,9,1,1,0,0,2,22,0,1,0,0,4,0,,
Middelburg,Hulst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis Brandershole,0677::SB12,4583 ST,423,284,0,1,0,0,1,254,30,0,0,0,0,0,285,59,39,34,28,16,23,26,1,12,3,1,0,14,0,4,0,1,0,0,0,0,4,15,0,2,0,0,2,0,,
Middelburg,Hulst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpscentrum Vogelwaarde (gymzaal),0677::SB13,4581 BR,1381,934,0,1,0,0,2,816,118,0,0,1,0,0,936,247,148,115,70,22,68,48,18,22,19,8,0,65,1,25,3,7,0,1,1,1,4,36,0,0,0,0,5,0,,
Middelburg,Hulst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis Hof ter Nesse,0677::SB14,4589 KR,354,243,0,0,0,0,0,218,25,0,0,0,0,0,243,41,35,37,23,8,24,8,5,8,2,2,0,7,0,1,2,3,0,0,0,0,0,31,0,0,0,2,4,0,,
Middelburg,Hulst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpscentrum De Schuur,0677::SB15,4585 AJ,474,357,0,0,1,0,1,317,38,0,1,0,0,0,356,82,61,42,35,11,28,15,7,19,7,2,0,14,0,4,3,1,0,1,0,0,2,23,0,0,0,0,0,0,,
Middelburg,Hulst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Reynaertland,0677::SB16,4561 GX,1672,810,1,0,0,0,2,703,106,0,0,0,0,0,811,271,98,69,123,21,52,23,6,18,13,1,2,55,0,31,1,5,0,0,3,2,1,8,2,1,0,0,4,0,,
Middelburg,Hulst,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapscentrum Den Dullaert II,0677::SB17,4561 KZ,1642,690,1,0,0,0,3,600,88,0,0,0,0,0,691,184,88,59,98,22,38,29,7,18,11,0,1,58,1,26,3,10,1,0,0,1,3,20,2,0,0,3,7,0,,
