contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Maastricht,Valkenburg aan de Geul,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stadhuis Park Dersaborg,0994::SB1,6301 HC,1374,828,2,1,0,1,14,731,85,0,1,0,0,0,830,182,131,81,132,34,51,33,9,47,11,0,0,52,1,27,1,22,2,1,0,1,3,5,0,0,0,1,1,0,0,0,,
Maastricht,Valkenburg aan de Geul,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Polfermolen,0994::SB2,6301 GM,1222,619,0,1,0,0,23,531,66,0,0,0,0,0,620,198,87,42,89,22,28,23,3,33,4,0,2,56,0,12,1,7,0,4,0,1,1,3,0,0,0,2,1,0,0,0,,
Maastricht,Valkenburg aan de Geul,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Grand Hotel Voncken,0994::SB3,6301 DC,1336,875,3,0,0,0,20,857,1,0,0,0,0,0,878,237,171,91,97,24,42,50,5,34,5,0,0,57,0,24,4,15,0,2,1,0,5,2,2,0,1,5,0,0,1,0,,
Maastricht,Valkenburg aan de Geul,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Hotel Op de Boud,0994::SB4,6301 XX,1370,715,1,3,0,0,0,634,85,0,0,0,0,0,719,132,169,59,79,24,50,51,2,28,14,0,3,61,0,16,1,10,0,0,1,1,3,4,0,0,0,1,1,0,5,0,,
Maastricht,Valkenburg aan de Geul,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis De Beemde,0994::SB5,6301 WJ,1132,631,0,1,0,0,0,578,54,0,0,0,0,0,632,151,114,48,72,25,66,41,4,17,11,0,0,39,1,22,3,12,1,1,0,0,1,0,0,0,0,0,1,0,1,0,,
Maastricht,Valkenburg aan de Geul,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis De Blokhut,0994::SB6,6301 AT,1039,767,0,0,0,0,7,674,86,0,0,0,0,0,767,187,105,76,100,36,59,56,12,44,10,0,2,38,2,7,1,13,0,1,1,1,3,2,6,1,0,3,1,0,0,0,,
Maastricht,Valkenburg aan de Geul,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau De Holle Eik,0994::SB7,6301 JZ,1210,726,0,0,0,0,3,649,74,0,0,0,0,0,726,198,117,73,97,33,34,47,1,31,8,1,0,46,0,13,1,18,1,1,0,1,0,4,0,0,0,1,0,0,0,0,,
Maastricht,Valkenburg aan de Geul,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis 't Geboew,0994::SB8,6305 AX,1362,811,1,1,0,1,45,692,77,0,0,1,0,0,814,188,105,91,129,37,45,44,9,48,6,0,0,49,3,24,0,13,2,2,0,0,2,9,1,0,0,1,1,0,2,0,,
Maastricht,Valkenburg aan de Geul,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis 't Voske,0994::SB9,6325 EC,1759,969,2,0,0,0,4,860,107,0,0,0,0,0,971,265,140,76,126,41,52,81,9,44,12,1,2,49,2,18,5,17,0,0,1,4,8,11,1,3,0,0,1,0,0,0,,
Maastricht,Valkenburg aan de Geul,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Sporthal de Bosdries,0994::SB10,6325 BM,977,474,0,1,0,0,5,411,59,0,0,0,0,0,475,114,89,44,59,17,37,37,3,10,3,1,0,29,1,15,2,5,0,2,0,0,1,3,0,1,0,1,0,0,0,0,,
