contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,Trots op Nederland (TROTS),Vrij en Sociaal Nederland,De Groenen,Partij voor de Republiek,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Leeuwarden,Dantumadiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,1891::SB1,9104 BR,1254,907,2,1,0,1,2,805,104,0,0,1,0,0,911,115,126,177,50,19,67,37,95,18,3,49,0,82,2,20,4,15,0,1,0,1,4,16,0,1,0,4,1,0,0,0,,
Leeuwarden,Dantumadiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Doopsgezinde kerk,1891::SB2,9104 GM,1691,977,0,0,0,0,2,906,69,0,0,0,0,0,977,116,116,206,56,23,39,32,116,18,5,93,1,97,0,25,2,5,0,3,0,0,1,15,1,0,0,2,5,0,0,0,,
Leeuwarden,Dantumadiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis De Nije Warf,1891::SB3,9113 PA,1456,1084,0,1,0,12,0,953,144,0,0,12,0,0,1097,96,109,202,52,14,39,47,157,14,2,161,0,98,2,22,5,7,0,4,0,1,2,43,3,0,0,3,1,0,0,0,,
Leeuwarden,Dantumadiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Nij Tjaerda,1891::SB4,9104 KA,1486,867,3,0,0,0,0,781,89,0,0,0,0,0,870,72,163,146,42,15,70,65,80,14,4,55,0,93,0,14,3,2,0,2,0,3,2,21,0,0,0,0,1,0,0,0,,
Leeuwarden,Dantumadiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau MFC  De Beijer,1891::SB5,9105 KG,912,675,1,0,0,0,2,604,70,0,0,0,0,0,676,74,70,149,40,15,52,23,60,25,2,6,0,56,1,27,2,7,0,3,0,1,1,54,0,0,1,0,5,0,0,1,,
Leeuwarden,Dantumadiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Herberge De Trochreed,1891::SB6,9067 DM,147,142,0,0,0,0,0,121,21,0,0,0,0,0,142,19,14,24,23,3,15,6,6,0,1,5,0,16,1,3,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,,
Leeuwarden,Dantumadiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Dorpshuis  De Pipegael,1891::SB7,9108 NE,1129,829,0,1,0,1,0,752,77,0,1,0,0,0,829,97,122,213,44,11,31,18,83,12,6,35,0,97,0,14,4,10,0,2,0,2,3,15,0,0,0,4,6,0,0,0,,
Leeuwarden,Dantumadiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kerkelijk Centrum De Mienskip,1891::SB8,9269 SW,1730,1265,2,2,0,1,0,1162,108,0,0,1,0,0,1270,159,177,217,168,55,85,81,120,33,3,17,1,77,1,13,6,22,0,3,1,8,8,8,0,0,1,0,1,0,0,0,,
Leeuwarden,Dantumadiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Kantine SC Veenwouden,1891::SB9,9269 NB,1167,590,1,0,0,1,0,545,45,0,1,0,0,0,590,78,92,72,61,21,54,43,33,18,2,11,0,49,7,11,3,10,0,0,0,2,2,19,0,0,2,0,0,0,0,0,,
Leeuwarden,Dantumadiel,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Lokaal Gemeenschap van Christus De Westereen,1891::SB10,9271 GB,1331,559,0,1,0,0,1,498,61,0,0,0,0,0,560,49,144,63,32,5,49,37,63,12,2,16,0,56,1,10,4,3,0,0,0,1,1,7,0,2,0,2,0,0,0,0,,
