contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,Trots op Nederland (TROTS),"Blanco (Zeven, A.J.L.B.)",Partij van de Eenheid,DE FEESTPARTIJ (DFP),Wij zijn Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Maastricht,Eijsden-Margraten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis Bemelen,1903::SB1,6268 NE,466,393,1,0,0,0,7,346,41,0,0,0,0,0,394,91,32,49,91,27,8,35,2,20,0,0,0,10,0,11,0,11,0,3,0,0,0,0,1,0,0,1,0,0,1,0,,
Maastricht,Eijsden-Margraten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Harmoniezaal Banholt,1903::SB2,6262 NX,807,554,2,0,0,0,5,492,59,0,0,0,0,0,556,122,93,124,60,22,25,30,3,14,7,0,0,26,0,5,0,10,0,0,0,0,0,10,0,0,0,0,2,0,1,0,,
Maastricht,Eijsden-Margraten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Harmoniezaal Mheer,1903::SB3,6261 NH,709,398,1,1,0,0,6,361,33,0,0,0,0,0,400,107,36,64,52,21,15,24,1,17,5,1,1,23,0,8,0,13,0,2,0,0,2,2,2,2,0,0,0,0,0,0,,
Maastricht,Eijsden-Margraten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Paviljoen Berggalm,1903::SB4,6255 AH,879,624,0,0,0,0,23,544,57,0,0,0,0,0,624,188,56,121,72,29,21,79,1,21,2,1,1,11,1,9,0,5,0,0,0,0,0,3,2,0,0,0,1,0,0,0,,
Maastricht,Eijsden-Margraten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Fanfarezaal,1903::SB5,6265 AK,1123,767,1,0,0,0,4,667,97,0,0,0,0,0,768,186,89,126,101,39,40,54,8,33,6,1,0,20,0,14,1,22,0,1,0,2,4,13,1,0,0,3,3,0,0,0,,
Maastricht,Eijsden-Margraten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Harmoniezaal Eckelrade,1903::SB6,6251 NB,573,421,1,0,0,0,0,380,42,0,0,0,0,0,422,97,53,52,74,24,16,29,5,25,2,2,1,16,0,5,1,2,2,1,0,1,0,12,1,0,0,0,0,0,0,0,,
Maastricht,Eijsden-Margraten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeenschapshuis Scheulder,1903::SB7,6307 PC,264,215,0,0,0,0,2,197,16,0,0,0,0,0,215,48,37,31,28,4,11,21,2,15,1,0,0,4,0,8,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,
Maastricht,Eijsden-Margraten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Zaal-café Riékelt,1903::SB8,6247 AN,549,461,1,1,0,0,1,408,54,0,0,0,0,0,463,118,61,47,71,22,19,42,5,15,5,0,0,24,0,15,0,8,0,2,0,0,0,1,0,3,0,2,0,0,1,0,,
Maastricht,Eijsden-Margraten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Feesthoeve De Laethof,1903::SB9,6245 KK,356,293,0,1,1,0,2,264,27,0,1,0,0,0,293,77,19,36,49,19,12,16,0,20,4,1,0,16,0,9,1,6,0,0,0,1,2,3,1,1,0,0,0,0,0,0,,
Maastricht,Eijsden-Margraten,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Gemeentehuis,1903::SB10,6269 DA,3087,1666,3,5,0,0,17,1453,204,0,0,0,0,0,1674,452,227,173,229,78,101,118,8,48,16,3,3,96,2,35,4,20,0,3,0,3,8,30,3,0,1,2,2,0,1,0,,
