contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),CDA,D66,GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,BIJ1,JA21,CODE ORANJE,Volt,NIDA,Piratenpartij,LP (Libertaire Partij),JONG,Splinter,BBB,NLBeter,Lijst Henk Krol,OPRECHT,JEZUS LEEFT,"Blanco (Zeven, A.J.L.B.)",Wij zijn Nederland,Modern Nederland,uncounted_te veel briefstembiljetten,uncounted_geen briefstembiljetten
Dordrecht,Maassluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stadhuis,0556::SB1,3144 BA,1807,1203,2,5,0,3,4,1045,164,0,0,3,0,0,1213,293,171,65,136,38,57,53,26,30,10,4,169,59,4,31,7,21,13,3,0,2,9,1,0,0,0,0,0,1,0,,
Dordrecht,Maassluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Stroomopwaarts,0556::SB2,3144 CH,1736,1269,2,2,0,0,1,1103,169,0,0,0,0,0,1273,347,183,94,158,41,51,38,44,43,7,10,73,78,6,53,12,13,1,1,0,3,7,3,0,0,1,0,1,1,0,,
Dordrecht,Maassluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Het Witte Kerkje,0556::SB3,3141 TA,1621,875,5,1,0,1,1,786,95,0,0,1,0,0,882,169,107,45,121,46,53,32,47,42,11,4,44,65,6,34,7,17,8,2,0,1,8,3,1,0,0,2,0,0,0,,
Dordrecht,Maassluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Kerkgebouw De Ark,0556::SB4,3141 HH,1431,918,0,3,0,2,1,836,86,0,0,2,0,0,923,159,91,65,116,50,48,43,48,35,17,10,109,56,6,28,7,6,2,3,2,3,3,6,0,4,0,0,1,0,0,,
Dordrecht,Maassluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Restaurant De Ridderhof,0556::SB5,3141 XN,1433,979,1,2,0,2,0,885,99,0,0,2,0,0,984,252,133,74,130,34,24,34,32,35,10,7,47,80,5,32,7,19,6,2,3,1,6,1,2,0,2,1,0,0,0,,
Dordrecht,Maassluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Maranatha-kerk,0556::SB6,3141 CC,1343,694,3,3,0,0,0,624,76,0,0,0,0,0,700,151,73,38,86,31,33,24,33,23,6,3,70,50,9,27,4,17,7,1,0,3,1,0,2,0,0,0,1,0,1,,
Dordrecht,Maassluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Ontmoetingscentrum De Vliet,0556::SB7,3141 AS,1478,793,0,2,0,1,1,713,82,0,0,1,0,0,796,182,101,47,104,28,35,43,28,39,5,10,30,54,4,26,5,37,3,4,0,1,4,2,0,1,0,0,0,0,0,,
Dordrecht,Maassluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Immanuëlkerk,0556::SB8,3142 CC,1751,947,0,8,0,2,1,870,82,0,2,0,0,0,953,200,109,66,95,41,54,54,29,21,7,11,101,73,7,32,8,7,17,1,0,1,5,3,0,0,0,3,2,0,0,,
Dordrecht,Maassluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Olympiahal,0556::SB9,3142 NN,1556,883,0,2,0,1,0,793,91,0,1,0,0,0,884,231,115,63,97,29,38,45,25,24,3,2,63,64,4,38,4,11,7,2,3,4,7,0,0,1,0,2,1,0,0,,
Dordrecht,Maassluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Ontmoetingscentrum De Vloot,0556::SB10,3144 PC,1372,527,2,2,0,0,4,481,46,0,0,0,0,0,531,128,60,31,68,16,23,30,7,15,1,5,72,25,3,22,1,5,6,1,0,1,2,1,1,2,0,0,0,0,1,,
Dordrecht,Maassluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Theater Koningshof,0556::SB11,3145 XN,1887,1015,0,3,0,1,0,1017,2,0,0,1,0,0,1019,266,121,93,150,33,47,34,39,25,8,10,52,45,6,39,7,18,8,4,0,1,4,2,0,1,1,0,0,0,1,,
Dordrecht,Maassluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Gereformeerde Kerk Vrijgemaakt,0556::SB12,3145 AG,1841,1006,3,1,0,0,1,899,110,0,0,0,0,0,1010,264,110,87,108,26,56,42,62,22,19,26,53,62,2,36,3,13,0,0,0,5,3,6,0,1,0,0,0,0,0,,
Dordrecht,Maassluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau InBlik (gebouw St Welzijn E25),0556::SB13,3144 PK,1118,476,1,1,0,0,3,425,50,0,0,0,0,0,478,157,46,38,71,13,15,24,10,12,8,4,15,20,1,22,5,4,2,1,0,2,2,1,0,2,1,0,0,0,0,,
Dordrecht,Maassluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wethouder Smithal,0556::SB14,3146 BZ,1806,1455,9,4,0,8,0,1267,209,0,0,8,0,0,1476,373,183,97,163,33,73,61,48,38,16,6,129,89,11,64,8,20,24,1,1,4,6,3,1,1,0,1,1,0,0,,
Dordrecht,Maassluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Wethouder Smithal,0556::SB15,3146 BZ,1730,1223,0,3,0,0,2,1089,137,0,0,2,0,2,1228,296,150,78,176,42,57,40,41,28,14,9,108,85,4,37,7,22,7,5,1,2,9,2,0,1,0,1,0,1,0,,
Dordrecht,Maassluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Atletiek Vereniging Waterweg,0556::SB16,3146 TA,1496,886,1,2,0,0,2,794,93,0,0,0,0,0,889,281,108,71,130,17,52,38,12,22,6,14,10,60,0,39,4,12,1,0,0,2,2,2,1,0,0,1,0,1,0,,
Dordrecht,Maassluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Ontmoetingscentrum De Vliet,0556::SB17,3141 AS,0,330,0,1,0,0,0,309,22,0,0,0,0,0,331,61,46,50,32,7,28,32,20,4,3,6,11,11,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Dordrecht,Maassluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Ontmoetingscentrum De Vloot,0556::SB18,3144 PC,0,530,3,5,0,1,0,482,57,0,0,1,0,0,539,121,61,80,56,7,53,58,22,6,3,11,7,13,0,24,1,4,0,1,0,0,2,0,0,0,0,0,0,0,0,,
Dordrecht,Maassluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Ontmoetingscentrum De Vliet,0556::SB19,3141 AS,0,393,0,0,0,0,0,350,43,0,0,0,0,0,393,77,38,46,61,15,24,30,27,13,5,4,8,16,1,17,0,7,2,1,0,0,0,0,1,0,0,0,0,0,0,,
Dordrecht,Maassluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Ontmoetingscentrum De Vloot,0556::SB20,3144 PC,0,534,1,1,0,0,1,473,62,0,0,0,0,0,536,140,69,54,61,8,32,37,16,16,7,1,35,13,2,28,1,5,6,0,1,1,0,0,0,0,0,0,1,0,0,,
Dordrecht,Maassluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Briefstembureau 1,0556::SB21,3144 BA,0,1907,0,7,0,4,,,,,0,4,,,1918,499,170,461,115,20,125,189,103,43,62,20,5,14,0,62,3,8,0,0,1,0,1,0,3,3,0,0,0,0,0,0,0
Dordrecht,Maassluis,TK2021,Tweede Kamer der Staten-Generaal 2021,,,2021-03-17,Stembureau Stembureau Briefstembureau 2,0556::SB22,3144 BA,0,85,0,0,0,0,,,,,0,0,,,85,15,12,15,3,4,4,5,3,9,6,0,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
