contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),P.v.d.A./Europese Sociaaldemocraten,VVD,Democraten 66 (D66) - ALDE,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Artikel50,"IQ, de Rechten-Plichten-Partij",Piratenpartij,50PLUS,De Groenen,Anti  EU(ro)  Partij,Liberaal Democratische Partij,JEZUS LEEFT,ikkiesvooreerlijk.eu,Partij voor de Dieren,Aandacht en Eenvoud
,Gulpen-Wittem,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Gemeentehuis Gulpen,1729::SB1,6271 DA,1362,499,1,0,0,0,19,405,76,0,0,0,0,0,0,500,131,84,39,32,66,43,52,4,1,0,1,17,0,1,1,1,0,26,0
,Gulpen-Wittem,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Zorgcentrum Dr. Ackenshuis,1729::SB2,6271 EA,1056,375,7,2,0,0,0,329,55,0,0,0,0,0,0,384,114,107,27,27,21,13,35,4,0,1,2,16,0,0,0,0,0,7,1
,Gulpen-Wittem,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Gemeenschapshuis Reijmerstok,1729::SB3,6274 NK,643,207,1,0,0,0,0,178,30,0,0,0,0,0,0,208,99,23,10,6,13,15,19,2,1,0,1,7,1,0,1,0,1,6,2
,Gulpen-Wittem,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Gemeenschapshuis Wielderhoes,1729::SB4,6321 BG,1096,436,0,0,0,0,4,387,45,0,0,0,0,0,0,436,126,89,31,31,45,36,34,3,1,2,2,21,0,0,0,2,3,10,0
,Gulpen-Wittem,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Basisschool Op de Tien Bunder,1729::SB5,6321 CP,1067,362,2,0,0,0,2,324,38,0,0,0,0,0,0,364,86,57,26,21,36,34,52,4,1,0,3,24,1,0,0,0,0,17,0
,Gulpen-Wittem,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Gemeenschapshuis A gen Sjoeël,1729::SB6,6281 AE,1543,625,4,2,0,0,17,531,83,0,0,0,0,0,0,631,178,98,39,38,101,54,63,6,2,0,2,19,0,1,1,0,0,20,3
,Gulpen-Wittem,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Gemeenschapshuis Patronaat,1729::SB7,6285 BD,931,405,2,0,0,0,40,308,59,0,0,0,0,0,0,407,123,57,21,40,55,31,39,1,1,1,0,18,0,0,0,0,0,18,0
,Gulpen-Wittem,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Café A gen Baag,1729::SB8,6286 CA,624,221,2,1,0,0,0,189,35,0,0,0,0,0,0,224,50,53,16,17,26,9,26,1,0,0,3,10,0,0,0,0,0,10,0
,Gulpen-Wittem,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Gemeenschapshuis A ge Wienhoes,1729::SB9,6286 AM,642,285,1,0,0,0,0,243,43,0,0,0,0,0,0,286,53,54,20,11,50,21,47,8,0,0,3,7,0,0,1,3,0,7,0
,Gulpen-Wittem,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Woonzorgcomplex Agathahöfke,1729::SB10,6287 AL,1454,636,3,3,0,0,6,556,80,0,0,0,0,0,0,642,200,83,30,45,93,54,63,8,3,0,3,27,0,0,0,1,1,25,0
,Gulpen-Wittem,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Gemeenschapshuis Wilder Tref,1729::SB11,6286 BG,377,155,1,0,0,0,0,134,22,0,0,0,0,0,0,156,52,27,13,6,17,14,10,0,1,0,2,3,1,0,1,0,0,8,0
,Gulpen-Wittem,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Fanfarezaal Berg en Dal,1729::SB12,6277 NC,545,273,0,0,0,0,18,225,30,0,0,0,0,0,0,273,77,33,22,26,21,17,30,2,0,0,3,21,1,0,0,0,0,20,0
,Gulpen-Wittem,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Café Paddock,1729::SB13,6271 BK,901,395,2,0,0,0,17,326,54,0,0,0,0,0,0,397,102,77,23,27,62,32,36,1,3,0,1,20,1,0,0,0,0,10,0
