contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),P.v.d.A./Europese Sociaaldemocraten,VVD,Democraten 66 (D66) - ALDE,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Artikel50,"IQ, de Rechten-Plichten-Partij",Piratenpartij,50PLUS,De Groenen,Anti  EU(ro)  Partij,Liberaal Democratische Partij,JEZUS LEEFT,ikkiesvooreerlijk.eu,Partij voor de Dieren,Aandacht en Eenvoud
,Utrecht,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Stadhuis, Korte Minrebroederstr. 2",0344::SB1,3512 GG,3255,1959,21,5,0,0,5,1823,157,0,0,0,0,0,0,1985,77,45,183,247,687,450,83,41,11,0,39,8,5,0,5,0,1,76,1
,Utrecht,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Jacobikerk, St.-Jacobsstraat 171",0344::SB3,3511 BP,1531,807,5,0,0,1,2,739,72,0,0,0,1,0,0,813,54,50,85,86,240,150,49,23,2,0,19,5,5,0,1,2,3,33,0
,Utrecht,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Kargadoor, Oudegracht 36",0344::SB4,3511 AP,1433,868,5,0,0,0,0,807,66,0,0,0,0,0,0,873,35,13,112,85,248,219,49,18,5,1,21,5,6,0,1,0,0,50,0
,Utrecht,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Utrechtse School Wittevrouwenkade 4,0344::SB5,3512 CR,1229,809,6,1,0,0,1,735,80,0,0,0,0,0,0,816,30,19,99,84,244,192,53,10,6,0,24,3,3,0,2,0,1,39,0
,Utrecht,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau School, Pieterskerkhof 10",0344::SB6,3512 JR,1680,896,4,1,0,0,1,799,101,0,0,0,0,0,0,901,41,10,124,92,286,184,48,26,1,0,22,4,2,0,1,2,2,51,0
,Utrecht,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Gymzaal, Nicolaasdwarsstraat 3",0344::SB7,3512 XG,1697,962,2,0,0,0,1,857,106,0,0,0,0,0,0,964,51,27,99,119,304,235,51,13,2,0,10,9,2,2,2,0,1,35,0
,Utrecht,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Barth.Gasthuis, Lange Smeestraat 40",0344::SB8,3511 PZ,1475,1128,1,0,0,0,6,1044,83,0,4,0,4,0,0,1133,36,29,157,96,321,276,89,12,5,0,20,6,12,0,4,1,2,60,2
,Utrecht,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau School, Laan van Puntenburg 2 A",0344::SB9,3511 ER,1138,510,3,3,0,0,1,461,54,0,0,0,0,0,0,516,21,13,61,41,193,105,23,12,1,0,11,2,2,0,2,0,1,22,0
,Utrecht,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Dienst Burgerz, A.v.Schendelstr 500",0344::SB10,3511 MH,1079,723,3,5,0,0,4,684,43,0,0,0,0,0,0,731,41,32,102,109,214,124,32,11,6,0,9,5,3,1,0,1,2,31,0
,Utrecht,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Swingbo, Muntkade 11",0344::SB11,3531 AK,876,339,0,0,0,0,1,309,29,0,0,0,0,0,0,339,11,13,39,30,110,94,20,4,3,1,1,1,0,0,0,0,2,9,1
