contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),P.v.d.A./Europese Sociaaldemocraten,VVD,Democraten 66 (D66) - ALDE,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Artikel50,"IQ, de Rechten-Plichten-Partij",Piratenpartij,50PLUS,De Groenen,Anti  EU(ro)  Partij,Liberaal Democratische Partij,JEZUS LEEFT,ikkiesvooreerlijk.eu,Partij voor de Dieren,Aandacht en Eenvoud
,Brummen,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Gemeentehuis,0213::SB1,6971 BV,1496,739,1,1,0,0,7,674,60,0,0,0,0,0,0,741,122,65,79,129,148,60,60,12,2,1,3,17,2,3,0,0,0,35,1
,Brummen,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Woonzorgcentrum Tolzicht,0213::SB2,6971 CC,1360,532,2,3,0,0,1,483,53,0,0,0,0,0,0,537,86,49,83,64,99,44,51,5,1,1,3,19,1,2,2,2,0,20,0
,Brummen,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Gebouw HOB,0213::SB3,6971 EX,1345,404,4,0,0,0,0,371,36,0,0,1,0,1,0,407,56,58,51,49,59,22,53,10,0,0,4,21,0,1,1,1,0,14,4
,Brummen,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Basisschool De Dobbelsteen,0213::SB4,6971 CN,1140,448,2,3,0,0,1,407,45,0,0,0,0,0,0,453,55,63,64,36,60,24,69,11,1,0,6,18,2,1,0,0,1,37,0
,Brummen,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Het Buurthuis Leuvenheim,0213::SB5,6974 AH,536,245,0,0,0,0,0,219,26,0,0,0,0,0,0,245,34,26,24,39,35,24,19,18,0,0,3,8,3,0,0,0,0,12,0
,Brummen,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Buitengewoon Kinderopvang, Oeken",0213::SB6,6971 KC,442,240,0,1,0,0,16,225,0,0,0,0,0,0,0,241,33,18,27,46,42,17,24,17,0,0,0,3,0,0,1,2,0,10,0
,Brummen,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Basisschool J.H. Isings, Empe",0213::SB7,7399 AG,713,289,0,0,0,0,0,258,31,0,0,0,0,0,0,289,57,19,30,69,50,22,20,6,1,0,2,5,2,2,0,0,0,4,0
,Brummen,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Verenigingsgebouw De Wheme, Hall",0213::SB8,6964 AA,738,309,0,0,0,0,14,271,24,0,0,0,0,0,0,309,70,36,35,47,34,13,31,14,0,0,1,10,2,0,1,1,0,14,0
,Brummen,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Woonzorgcentrum De Beekwal, Eerbeek",0213::SB9,6961 DZ,1502,502,0,1,0,0,13,437,53,0,0,0,0,0,0,503,76,44,73,96,83,26,34,12,6,0,4,18,1,1,0,1,1,25,1
,Brummen,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Kantine Mayr-Melnhof,0213::SB10,6961 ED,1485,495,0,1,0,1,9,443,45,0,0,0,1,0,0,497,77,74,50,100,77,12,35,15,1,0,4,14,0,0,1,0,0,34,1
,Brummen,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Schoolgebouw H.A. Lorentzstraat 3,0213::SB11,6961 XK,912,274,0,2,0,0,0,253,23,0,0,0,0,0,0,276,29,49,52,44,28,3,42,10,1,0,1,8,0,2,1,1,1,2,0
,Brummen,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Tjark Riks Centrum, Eerbeek",0213::SB12,6961 DL,1513,484,0,2,0,0,7,445,34,0,0,0,0,0,0,486,75,84,71,61,51,21,52,12,2,0,5,21,0,0,0,0,1,28,0
,Brummen,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Rode Kruis Gebouw,0213::SB13,6961 AA,1597,504,0,0,0,0,0,452,53,0,1,0,1,0,0,505,68,75,82,75,60,20,64,15,2,0,0,17,4,1,0,1,0,20,0
,Brummen,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Basisschool De Enk, Eerbeek",0213::SB14,6961 XB,964,318,0,0,0,0,4,273,41,0,0,0,0,0,0,318,80,32,46,43,33,10,36,6,1,0,1,16,1,2,1,0,0,10,0
,Brummen,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Verrij Wonen,0213::SB15,6971 GW,1002,319,1,1,0,0,0,301,20,0,0,0,0,0,0,321,44,49,49,35,43,26,34,9,1,0,0,14,2,1,0,0,1,11,0
