contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),P.v.d.A./Europese Sociaaldemocraten,VVD,Democraten 66 (D66) - ALDE,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Artikel50,"IQ, de Rechten-Plichten-Partij",Piratenpartij,50PLUS,De Groenen,Anti  EU(ro)  Partij,Liberaal Democratische Partij,JEZUS LEEFT,ikkiesvooreerlijk.eu,Partij voor de Dieren,Aandacht en Eenvoud
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb.01:Trouwzl. gemeentehuis Rheden,0275::SB1,6994 AB,970,606,1,0,0,0,12,530,65,0,0,0,0,0,0,607,93,55,48,85,117,55,65,21,0,0,2,12,3,2,5,1,0,42,0
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb.02:Woonzorgcompl. Nw-Schoonoord,0275::SB2,6881 TV,981,685,0,0,0,1,0,621,65,0,0,0,1,0,0,686,107,35,67,181,157,38,47,9,2,0,1,15,1,1,1,0,0,23,0
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb.03:Verzorgingshuis De Biesdel,0275::SB3,6881 CD,1011,617,4,3,0,0,1,552,71,0,0,0,0,0,0,624,69,26,43,178,186,38,21,25,0,0,3,9,1,0,1,0,2,15,0
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb.04:Parkstaete Zalencentrum Vof,0275::SB4,6881 JA,1114,646,1,3,0,0,2,587,61,0,0,0,0,0,0,650,73,35,56,143,159,65,55,22,1,0,0,6,5,0,4,0,0,22,0
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb.05:PC Basisschool De Arnhorst,0275::SB5,6881 NV,1385,679,4,1,1,0,0,623,60,0,0,1,0,0,0,683,74,48,63,101,166,67,50,29,3,0,8,25,1,0,1,2,1,38,2
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb.06:RK Basisschool Fredericus,0275::SB6,6881 SV,1278,644,0,0,0,0,2,580,62,0,0,0,0,0,0,644,97,57,44,89,147,68,65,18,2,0,1,19,3,1,1,1,0,29,2
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb.07: Woonzorgcentrum Oosterwolde,0275::SB7,6883 JK,1092,502,3,2,0,0,1,452,54,0,0,0,0,0,0,507,75,52,62,73,97,44,45,12,0,0,4,14,1,1,0,0,1,21,0
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb.08:Wooncomplex Broeckerhave,0275::SB8,6883 BD,1570,636,3,1,0,0,3,570,67,0,0,0,0,0,0,640,92,78,76,77,114,45,71,9,5,0,6,25,1,1,0,3,0,33,0
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb.09:Voorm.Van Voorthuijsenschool,0275::SB9,6882 NS,1750,584,4,3,0,0,0,541,50,0,0,0,0,0,0,591,47,62,80,39,89,84,88,19,1,0,5,12,2,1,1,0,2,52,0
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb.10:Verzorgingshuis H.A. Lorentz,0275::SB10,6882 LR,1287,448,0,1,0,0,0,410,39,0,0,0,0,0,0,449,46,92,51,35,59,26,70,12,4,0,6,31,1,0,0,2,1,10,2
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb.11:Wooncentrum De Ulenpas,0275::SB11,6882 GS,1066,377,1,1,0,0,3,354,22,0,0,0,0,0,0,379,36,89,60,13,38,11,83,3,1,0,2,20,0,0,0,1,1,19,0
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb.14:Soc.Cult.Centr. De Poort,0275::SB14,6882 DA,1854,561,1,1,1,1,0,521,44,0,0,0,2,0,0,565,41,109,73,18,72,41,121,26,0,0,2,31,1,0,0,5,0,21,0
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb.15:Attent wwz locatie Rhederhof,0275::SB15,6991 DV,1608,720,2,5,0,0,0,675,52,0,0,0,0,0,0,727,137,69,106,69,124,53,79,28,2,1,3,14,0,2,0,0,2,31,0
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb.16:CKC Rheko,0275::SB16,6990 AA,1481,410,1,1,0,0,0,373,39,0,0,0,0,0,0,412,52,87,57,35,41,34,61,9,2,0,0,8,1,0,2,0,1,20,0
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb.17:Ons Huis,0275::SB17,6991 EW,1443,569,0,0,0,0,1,524,44,0,0,0,0,0,0,569,89,83,52,68,79,53,73,17,3,0,0,18,2,0,0,0,2,29,1
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb18:Sport/gezondh.centr De Cirkel,0275::SB18,6991 HE,1412,522,0,0,0,0,3,469,50,0,0,0,0,0,0,522,72,75,46,64,87,55,56,19,3,0,8,13,1,3,0,0,1,19,0
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb.19: M.F.A. Nieuw Bergstein,0275::SB19,6955 AX,869,439,0,1,0,0,1,395,44,0,0,0,0,0,0,440,76,25,42,54,102,46,40,7,3,0,2,12,3,0,1,1,1,24,0
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb.20:Attent wwz loc. Oude Plataan,0275::SB20,6953 CG,1742,752,2,2,0,0,2,694,61,0,1,0,1,0,0,757,112,54,82,110,146,81,79,31,5,0,6,13,1,5,0,0,1,24,2
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb.21:Zalencentrum Theothorne,0275::SB21,6951 CN,1604,604,2,0,0,0,0,550,56,0,0,0,0,0,0,606,74,119,67,35,62,30,116,20,4,0,9,18,4,5,0,1,1,37,2
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb.23:Verpleeghuis Gelders Hof,0275::SB23,6952 AA,1602,518,3,0,0,0,2,470,49,0,0,0,0,0,0,521,71,43,55,53,74,60,67,40,1,0,4,16,1,1,0,2,0,30,0
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb.24:Obs. Annie M.G. Schmidt,0275::SB24,6952 EK,1598,560,0,0,0,0,2,509,49,0,0,0,0,0,0,560,67,61,78,60,72,40,102,33,0,0,0,18,1,1,0,4,2,21,0
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb.25:Attent wwz locatie Beverode,0275::SB25,6952 GG,1203,649,0,1,0,0,1,592,57,0,0,0,0,0,0,650,115,42,70,98,123,49,63,31,1,0,2,35,0,1,0,0,1,18,0
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb.26.Obs de Wensvogel,0275::SB26,6951 GZ,1623,447,1,0,0,0,1,399,48,0,0,0,0,0,0,448,53,94,40,33,44,19,89,32,1,0,4,15,1,1,1,0,0,20,0
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb.27:Wijkcentrum De Drieschaar,0275::SB27,6951 LZ,1856,676,4,1,0,0,0,615,66,0,0,0,0,0,0,681,104,66,91,55,109,58,98,23,6,1,2,23,2,0,0,5,0,33,0
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb.28:Dorpshuis Spankeren,0275::SB28,6956 CP,759,284,0,0,0,0,1,251,33,0,1,0,1,0,0,285,49,37,44,26,41,18,36,12,1,0,1,8,1,0,0,0,0,10,0
,Rheden,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau stb.29: 't Sprengenhus Laag-Soeren,0275::SB29,6957 AB,686,308,1,0,0,0,1,283,25,0,0,0,0,0,0,309,33,26,27,60,62,20,32,12,0,0,4,7,1,1,1,0,0,22,0
