contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),P.v.d.A./Europese Sociaaldemocraten,VVD,Democraten 66 (D66) - ALDE,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Artikel50,"IQ, de Rechten-Plichten-Partij",Piratenpartij,50PLUS,De Groenen,Anti  EU(ro)  Partij,Liberaal Democratische Partij,JEZUS LEEFT,ikkiesvooreerlijk.eu,Partij voor de Dieren,Aandacht en Eenvoud
,Gemert-Bakel,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Gemeentehuis Gemert,1652::SB1,5421 CV,1717,737,2,1,0,0,1,655,84,0,0,0,0,0,0,740,220,104,39,61,77,40,122,4,1,0,3,40,1,0,0,0,2,23,0
,Gemert-Bakel,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Het Kunstlokaal,1652::SB3,5421 PN,1802,651,0,1,0,0,1,581,70,0,0,0,0,0,0,652,90,108,44,50,72,37,144,5,3,0,2,70,2,0,2,0,0,22,0
,Gemert-Bakel,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Michaelschool,1652::SB5,5421 SN,1928,508,2,0,0,0,0,440,70,0,0,0,0,0,0,510,113,67,23,43,71,17,97,2,2,1,1,50,1,0,1,0,2,17,0
,Gemert-Bakel,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Basisschool 't Einder,1652::SB7,5422 AN,1773,505,6,3,0,0,0,457,57,0,0,0,0,0,0,514,80,83,31,56,69,20,109,3,1,0,1,38,0,2,0,1,0,11,0
,Gemert-Bakel,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Berglarenschool,1652::SB9,5421 HW,1639,435,6,2,0,0,0,379,64,0,0,0,0,0,0,443,55,93,24,32,55,12,107,1,2,0,0,30,1,0,0,0,0,23,0
,Gemert-Bakel,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Zorgboogcentrum ""Ruijschenbergh""",1652::SB11,5421 DG,1654,570,4,2,0,0,0,518,58,0,0,0,0,0,0,576,142,86,34,43,54,30,122,4,0,0,1,46,0,0,0,0,0,8,0
,Gemert-Bakel,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Activiteitencentrum De Eendracht,1652::SB13,5421 KC,1748,477,3,2,0,0,0,424,58,0,0,0,0,0,0,482,87,56,35,67,51,27,86,2,0,0,1,40,0,3,2,0,1,19,0
,Gemert-Bakel,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Gemeenschapshuis De Bron,1652::SB101,5423 SJ,1442,500,2,1,0,0,2,443,58,0,0,0,0,0,0,503,159,69,28,46,35,15,94,2,3,0,4,29,2,0,1,1,0,11,1
,Gemert-Bakel,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau MFA ""de Sprank"",",1652::SB201,5425 VR,1155,449,0,0,0,0,0,381,68,0,0,0,0,0,0,449,211,40,15,44,26,9,62,5,0,0,1,22,0,1,1,3,0,8,1
,Gemert-Bakel,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Brede school ""De Dompelaar""",1652::SB301,5424 TS,790,287,1,0,0,0,4,232,52,0,0,0,0,0,0,288,136,18,6,35,23,5,28,3,0,0,0,19,2,1,0,0,0,11,0
,Gemert-Bakel,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Het Parochiehuis,1652::SB401,5761 CB,1384,483,3,0,0,0,4,413,69,0,0,0,0,0,0,486,90,111,27,54,48,9,60,5,5,0,0,52,0,1,0,1,0,20,0
,Gemert-Bakel,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Basisschool Willibrordus,1652::SB403,5761 BV,1845,537,2,1,0,0,0,455,85,0,0,0,0,0,0,540,161,93,25,53,43,11,77,0,0,0,3,50,0,2,0,0,0,19,0
,Gemert-Bakel,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Diepstratenzaal,1652::SB405,5761 CE,1182,448,1,0,0,0,0,387,62,0,0,0,0,0,0,449,122,55,23,47,50,12,50,3,1,0,3,70,2,1,0,1,0,8,0
,Gemert-Bakel,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Zorgboogcentrum ""De Berken""",1652::SB501,5763 BC,1631,550,0,0,0,0,4,478,68,0,0,0,0,0,0,550,195,119,20,54,31,10,38,2,2,0,8,61,0,0,0,0,0,10,0
,Gemert-Bakel,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Partycentrum D'n Eik,1652::SB601,5764 PR,907,335,0,0,0,0,0,289,46,0,0,0,0,0,0,335,140,50,10,43,28,5,22,2,0,0,4,20,0,0,1,0,0,10,0
