contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),P.v.d.A./Europese Sociaaldemocraten,VVD,Democraten 66 (D66) - ALDE,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Artikel50,"IQ, de Rechten-Plichten-Partij",Piratenpartij,50PLUS,De Groenen,Anti  EU(ro)  Partij,Liberaal Democratische Partij,JEZUS LEEFT,ikkiesvooreerlijk.eu,Partij voor de Dieren,Aandacht en Eenvoud
,Hillegom,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Hotel Flora,0534::SB1,2181 EB,1630,918,6,2,0,1,0,825,102,0,0,0,1,0,0,927,161,150,70,142,148,49,70,12,5,0,10,48,0,5,0,0,2,46,0
,Hillegom,EP2014,Europees Parlement 2014,,,2014-05-22,"Stembureau Verenigingsgebouw ""De Drempel""",0534::SB2,2182 EM,1654,436,1,1,0,1,1,383,55,0,0,0,1,0,0,439,77,66,35,71,69,12,19,20,9,0,3,26,0,1,0,3,0,25,0
,Hillegom,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Basisschool Hilmare,0534::SB3,2181 SB,1504,479,1,1,0,0,0,445,36,0,0,0,0,0,0,481,86,90,50,62,70,21,34,16,0,0,7,15,1,3,1,0,0,22,1
,Hillegom,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau De Hoeksteen,0534::SB4,2182 XC,1342,672,0,1,0,0,0,576,97,0,0,0,0,0,0,673,124,76,42,128,132,37,29,27,9,0,7,32,2,0,0,0,1,25,1
,Hillegom,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Zorgcentrum Parkwijk,0534::SB5,2181 DB,1358,538,2,2,0,0,0,491,52,0,1,0,1,0,0,543,82,86,29,128,83,18,37,8,6,0,4,23,0,1,2,1,1,28,1
,Hillegom,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Zorgcentrum Bloemswaard,0534::SB6,2181 LA,1394,568,1,0,0,0,1,514,54,0,0,0,0,0,0,569,98,96,46,83,68,31,55,17,3,0,3,37,0,2,0,0,1,25,3
,Hillegom,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Basisschool De Leerwinkel,0534::SB7,2181 VD,840,394,1,0,0,0,0,359,36,0,0,0,0,0,0,395,56,78,22,71,54,13,24,9,3,1,2,20,2,2,0,1,1,35,0
,Hillegom,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Basisschool De Giraf,0534::SB8,2182 WB,1172,600,2,2,0,0,0,548,56,0,0,0,0,0,0,604,95,96,58,88,102,33,53,11,4,0,3,29,2,3,1,0,1,21,0
,Hillegom,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Basisschool De Tourmalijn,0534::SB9,2182 TZ,1539,688,2,1,0,3,1,621,72,0,0,0,3,0,0,694,120,107,53,108,119,43,39,11,4,0,7,27,1,5,1,1,0,42,0
,Hillegom,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Basisschool De Giraf,0534::SB10,2182 WB,1228,333,1,1,0,0,0,303,32,0,0,0,0,0,0,335,43,46,23,57,60,22,23,7,1,1,5,16,7,1,0,0,0,21,0
,Hillegom,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Verenigingsgebouw Patrimonium,0534::SB11,2181 GK,1066,285,0,1,0,0,0,252,34,0,0,0,0,0,0,286,34,66,16,55,37,11,20,8,5,0,3,8,1,2,1,2,1,15,0
,Hillegom,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Skicentrum Hillegom,0534::SB12,2181 CD,1323,515,2,0,0,0,0,446,71,0,0,0,0,0,0,517,63,75,37,123,106,21,28,16,2,0,2,12,0,3,1,0,0,26,0
