contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),P.v.d.A./Europese Sociaaldemocraten,VVD,Democraten 66 (D66) - ALDE,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Artikel50,"IQ, de Rechten-Plichten-Partij",Piratenpartij,50PLUS,De Groenen,Anti  EU(ro)  Partij,Liberaal Democratische Partij,JEZUS LEEFT,ikkiesvooreerlijk.eu,Partij voor de Dieren,Aandacht en Eenvoud
,Wijk bij Duurstede,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Het Gemeentehuis,0352::SB1,3962 CL,1714,1060,4,1,0,2,0,903,164,0,0,0,2,0,0,1067,121,116,83,167,192,140,135,17,5,0,4,36,2,4,2,0,0,35,1
,Wijk bij Duurstede,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau E en E Gasthuis,0352::SB2,3961 CR,1548,525,1,4,0,0,1,470,59,0,0,0,0,0,0,530,81,117,53,47,55,41,73,18,2,0,2,12,0,6,0,0,3,14,1
,Wijk bij Duurstede,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Basisschool De Werkschuit,0352::SB3,3962 JD,1815,847,2,2,0,0,0,758,93,0,0,0,0,0,0,851,80,118,94,95,162,90,97,40,7,0,4,16,1,2,1,2,0,36,2
,Wijk bij Duurstede,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Revius Lyceum,0352::SB4,3962 KT,2395,847,3,0,0,0,0,742,108,0,0,0,0,0,0,850,76,145,67,166,121,54,80,52,5,1,6,32,0,3,0,1,1,37,0
,Wijk bij Duurstede,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Basisschool De Wegwijzer,0352::SB5,3962 AD,2032,672,3,1,0,0,1,605,70,0,0,0,0,0,0,676,82,99,64,85,104,63,81,31,6,0,4,16,2,4,0,0,0,31,0
,Wijk bij Duurstede,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Basisschool Het Palet,0352::SB6,3961 EE,1466,507,4,1,0,0,0,461,51,0,0,0,0,0,0,512,42,76,36,64,99,56,68,27,2,1,6,15,0,0,0,0,0,15,0
,Wijk bij Duurstede,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Basisschool 't baken,0352::SB7,3961 JJ,1438,622,1,2,0,0,0,553,72,0,0,0,0,0,0,625,36,85,52,101,113,51,121,17,3,0,5,12,0,0,0,0,0,26,0
,Wijk bij Duurstede,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Sporthal De Horden,0352::SB8,3961 KW,1508,528,3,0,0,0,0,453,78,0,0,0,0,0,0,531,74,95,32,60,67,43,70,40,0,1,2,12,0,2,0,0,0,30,0
,Wijk bij Duurstede,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau 't Dorpshuys van Cothen,0352::SB11,3945 CB,2355,876,4,3,0,1,0,781,103,0,0,0,1,0,0,884,232,110,59,128,90,43,73,58,5,0,4,24,3,2,0,1,4,39,1
,Wijk bij Duurstede,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Dorpshuis Langbroek,0352::SB12,3947 MG,1631,749,4,0,0,0,5,644,104,0,0,0,0,0,0,753,133,91,25,71,74,39,44,232,2,0,0,9,0,0,3,3,1,22,0
