contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA - Europese Volkspartij,PVV (Partij voor de Vrijheid),P.v.d.A./Europese Sociaaldemocraten,VVD,Democraten 66 (D66) - ALDE,GROENLINKS,SP (Socialistische Partij),ChristenUnie-SGP,Artikel50,"IQ, de Rechten-Plichten-Partij",Piratenpartij,50PLUS,De Groenen,Anti  EU(ro)  Partij,Liberaal Democratische Partij,JEZUS LEEFT,ikkiesvooreerlijk.eu,Partij voor de Dieren,Aandacht en Eenvoud
,Goes,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Zorgcentrum Gasthuis,0664::SB1,,1471,656,2,2,0,0,4,592,64,0,0,0,0,0,0,660,121,63,67,83,105,23,73,70,2,0,3,12,0,3,3,1,0,26,1
,Goes,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Zorgcentrum Ter Valcke,0664::SB2,,1306,621,0,1,0,0,1,551,70,0,0,0,0,0,0,622,102,44,64,54,85,25,61,130,5,1,6,19,2,0,0,0,0,23,0
,Goes,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Basisschool De Wingerd,0664::SB3,,1344,642,2,0,0,0,0,559,85,0,0,0,0,0,0,644,116,32,43,82,74,31,35,197,1,0,1,6,3,0,0,3,0,18,0
,Goes,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Zorgcentrum Randhof,0664::SB4,,1340,506,5,1,0,0,0,462,50,0,0,0,0,0,0,512,79,51,48,36,55,19,66,103,2,0,2,23,0,5,0,1,2,14,0
,Goes,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Stadskantoor,0664::SB5,,1350,653,0,1,0,0,3,565,86,0,0,0,0,0,0,654,94,75,54,93,82,36,80,70,1,2,12,23,1,2,1,3,0,23,1
,Goes,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Wijkcentrum de Westkant,0664::SB6,,1386,405,0,6,0,0,0,356,55,0,0,0,0,0,0,411,56,47,36,41,42,22,67,59,2,0,3,8,1,0,0,3,2,16,0
,Goes,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Kantine Openbare Ruimte,0664::SB7,,1765,273,0,1,0,0,1,246,27,0,0,0,0,0,0,274,30,33,23,18,25,9,56,40,3,0,4,3,0,1,0,3,1,23,1
,Goes,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Wooncentrum Erasmuspark,0664::SB8,,1542,628,4,7,0,0,0,566,73,0,0,0,0,0,0,639,94,79,70,27,61,35,96,76,3,1,6,28,2,2,2,3,0,42,1
,Goes,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Wijkcentrum de Spinne,0664::SB9,,1652,601,0,2,0,0,2,540,61,0,0,0,0,0,0,603,47,82,67,29,69,38,117,76,5,0,7,16,6,7,2,2,0,31,0
,Goes,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Wijkcentrum De Pit,0664::SB10,,1330,524,3,2,0,0,1,483,46,0,1,0,1,0,0,530,96,79,60,23,51,22,68,73,4,0,5,23,0,5,2,2,0,11,0
,Goes,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Zorgcentrum Ter Weel,0664::SB11,,1355,534,3,1,0,0,1,475,62,0,0,0,0,0,0,538,122,70,53,35,69,26,48,70,0,1,2,16,1,1,2,0,1,17,0
,Goes,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Brede School De Symfonie,0664::SB12,,1149,420,0,2,0,1,0,360,63,0,0,0,1,0,0,423,61,56,34,73,73,24,28,46,0,0,0,9,1,2,1,0,0,11,1
,Goes,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Seniorensociëteit De Legerdiek,0664::SB13,,1139,352,0,0,0,0,0,325,27,0,0,0,0,0,0,352,50,44,31,48,52,19,52,27,0,0,5,7,0,1,1,0,1,13,1
,Goes,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Serviceflat De Horst,0664::SB14,,1133,546,2,2,0,0,1,472,77,0,0,0,0,0,0,550,79,37,27,74,53,14,27,205,1,0,1,10,0,2,1,2,0,13,0
,Goes,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Emergis,0664::SB15,,1327,552,0,0,0,0,1,474,77,0,0,0,0,0,0,552,105,46,52,72,86,38,55,66,0,0,3,12,1,0,0,0,0,16,0
,Goes,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Dorpshuis Amicitia,0664::SB16,,1314,613,2,3,0,0,1,542,75,0,0,0,0,0,0,618,122,54,47,86,89,32,60,65,4,0,4,17,4,1,0,0,1,27,0
,Goes,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Dorpshuis het Wilhelminahuis,0664::SB17,,1363,595,1,0,0,1,2,514,79,0,0,1,0,0,0,595,89,73,35,144,83,24,43,68,1,0,0,14,1,0,1,3,0,14,2
,Goes,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Dorpshuis het Blokhuis,0664::SB18,,454,226,1,0,0,0,0,201,26,0,0,0,0,0,0,227,33,25,11,25,35,15,22,24,0,0,6,8,0,3,1,1,0,17,0
,Goes,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Dorpshuis de Griffioen,0664::SB19,,1719,782,1,0,0,1,10,692,82,0,0,0,1,0,0,784,144,62,54,91,85,34,76,154,1,0,3,21,0,2,4,1,1,49,0
,Goes,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Dorpshuis Heer Hendrikhuis,0664::SB20,,912,443,0,0,0,0,0,384,59,0,0,0,0,0,0,443,94,39,39,59,51,27,32,68,2,0,3,13,0,0,0,0,0,15,1
,Goes,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Zorgcentrum Poelwijck,0664::SB21,,1318,481,1,1,0,0,0,424,59,0,0,0,0,0,0,483,96,66,42,44,51,31,52,60,2,0,4,12,0,0,2,0,0,19,0
,Goes,EP2014,Europees Parlement 2014,,,2014-05-22,Stembureau Serviceflat de Schakel,0664::SB22,,1408,517,4,2,0,0,0,477,46,0,0,0,0,0,0,523,96,58,49,72,59,32,49,42,3,0,4,23,1,1,1,0,0,27,0
