contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,AWP niet politiek wel deskundig,Partij van de Arbeid (P.v.d.A.),CDA,Water Natuurlijk,Partij voor de Dieren,50PLUS,ChristenUnie-SGP,Integer Liberaal,Partij Sociaal Cultureel Centrum (PSCC),11,Waterschapspartij PUUR.
Delfland,Maassluis,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Stadhuis,0556::SB1,3144 BA,1694,1099,27,7,0,3,0,1020,110,0,3,0,0,0,1130,176,213,167,159,121,75,92,48,2,7,8,31
Delfland,Maassluis,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Stroomopwaarts,0556::SB2,3144 CH,1970,987,21,3,0,1,0,896,117,1,0,2,0,0,1013,208,167,96,141,113,86,66,70,2,3,8,27
Delfland,Maassluis,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Museum Maassluis,0556::SB3,3143 AS,1791,768,10,10,0,0,2,712,74,0,0,0,0,0,788,100,170,101,102,68,78,65,54,1,5,2,22
Delfland,Maassluis,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,"Stembureau Stembureau Pr Christinaschool, loca. Startpunt",0556::SB4,3141 KS,1635,796,22,2,0,0,0,733,87,0,0,0,0,0,820,124,109,128,109,98,88,35,70,2,13,5,15
Delfland,Maassluis,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Restaurant De Ridderhof,0556::SB5,3141 XN,1567,773,15,0,0,1,0,712,77,0,0,1,0,0,789,133,138,85,121,64,69,57,70,5,0,1,30
Delfland,Maassluis,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau IKC de Kindertuin,0556::SB6,3141 BH,1520,563,15,5,0,0,0,533,50,0,0,0,0,0,583,85,92,79,76,50,72,30,47,3,4,10,15
Delfland,Maassluis,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Dienstencentrum De Vliet,0556::SB7,3141 AS,1604,826,6,4,0,1,0,781,56,0,0,1,0,0,837,99,156,117,144,67,72,75,56,0,5,7,28
Delfland,Maassluis,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Immanuëlkerk,0556::SB8,3142 CC,1877,820,18,5,0,0,0,787,55,0,1,0,1,0,842,123,136,89,169,70,66,77,57,0,5,7,21
Delfland,Maassluis,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Lentiz | Revius MAVO,0556::SB9,3142 AP,1629,823,25,0,0,1,0,766,83,0,0,1,0,0,849,147,146,109,118,65,76,58,76,2,3,7,16
Delfland,Maassluis,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Ontmoetingscentrum De Vloot,0556::SB10,3144 PC,1790,819,19,0,0,1,0,759,80,0,0,1,0,0,839,116,114,109,166,69,70,98,56,0,3,4,14
Delfland,Maassluis,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Kunst en Cultuur Academie,0556::SB11,3145 XP,1710,995,17,5,0,2,0,940,79,0,0,2,0,0,1019,189,189,104,169,62,62,94,95,4,3,0,24
Delfland,Maassluis,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Gereformeerde Kerk Vrijgemaakt,0556::SB12,3145 AG,1643,822,18,7,0,1,0,757,89,0,1,0,0,0,846,181,138,83,143,82,51,45,65,0,0,3,31
Delfland,Maassluis,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau OBS De Westhoek,0556::SB13,3145 SZ,1456,816,13,1,0,1,0,749,80,0,1,0,0,0,829,128,155,116,120,72,70,80,39,6,12,1,17
Delfland,Maassluis,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Kardinaal Alfrinkschool,0556::SB14,3145 SX,1627,488,13,6,0,1,0,431,77,0,0,1,0,0,508,97,66,100,71,44,40,28,19,0,4,4,15
Delfland,Maassluis,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Wethouder Smithal,0556::SB15,3146 BZ,1486,884,8,5,0,4,0,814,87,0,0,4,0,0,901,185,163,103,120,76,67,80,48,6,4,10,22
Delfland,Maassluis,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Verpleeghuis Driemaashave,0556::SB16,3146 CT,1587,908,6,5,0,5,0,827,97,0,0,5,0,0,924,181,166,107,135,55,71,88,73,2,2,7,21
