contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,ChristenUnie,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Staatkundig Gereformeerde Partij (SGP),Lokaal Waterbeheer,AWP niet politiek wel deskundig,50PLUS,Verenigde Senioren Partij
Vallei en Veluwe,Nijkerk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stadhuis,0267::SB1,3861 AK,1813,1006,12,3,0,0,4,901,116,0,0,0,0,0,1021,183,204,187,83,58,89,101,44,52,5
Vallei en Veluwe,Nijkerk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Woonzorgcentrum De Pol,0267::SB2,3862 JN,1775,1129,6,5,0,1,2,1034,105,0,0,1,0,0,1141,219,191,220,93,53,146,94,67,45,1
Vallei en Veluwe,Nijkerk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Schakel,0267::SB3,3862 CX,1994,1109,14,10,0,0,1,1023,109,0,0,0,0,0,1133,170,246,190,88,79,95,113,47,75,6
Vallei en Veluwe,Nijkerk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Huize Sint Jozef,0267::SB4,3861 CK,1875,1031,22,5,0,0,0,922,136,0,0,0,0,0,1058,139,247,138,111,80,85,104,61,64,2
Vallei en Veluwe,Nijkerk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Oranje- Nassauschool,0267::SB5,3861 CW,2016,914,10,4,0,0,0,834,94,0,0,0,0,0,928,124,168,168,96,80,79,103,35,57,4
Vallei en Veluwe,Nijkerk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Daltonschool Corlaer,0267::SB6,3863 AZ,1222,859,10,3,0,0,2,794,76,0,0,0,0,0,872,171,165,117,102,57,45,94,52,52,4
Vallei en Veluwe,Nijkerk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Ichtusschool,0267::SB7,3863 AZ,1420,718,7,0,0,0,0,654,71,0,0,0,0,0,725,116,169,160,74,36,41,55,39,27,1
Vallei en Veluwe,Nijkerk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau school Holk,0267::SB8,3863 EN,2336,818,8,2,0,1,0,740,87,0,1,0,0,0,827,171,148,136,70,42,38,99,53,55,6
Vallei en Veluwe,Nijkerk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau school De Hoeksteen,0267::SB9,3863 HS,1421,779,18,1,0,0,1,710,87,0,0,0,0,0,798,128,121,170,70,61,71,74,45,39,0
Vallei en Veluwe,Nijkerk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Open Kring,0267::SB11,3862 HN,1496,794,6,0,0,2,0,724,74,0,2,0,0,0,798,103,155,171,70,52,83,68,35,54,3
Vallei en Veluwe,Nijkerk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Maranathaschool,0267::SB12,3862 GV,1493,954,11,3,0,0,0,885,83,0,0,0,0,0,968,111,192,204,120,67,106,68,38,40,8
Vallei en Veluwe,Nijkerk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Koningslinde,0267::SB13,3862 EV,1320,741,5,0,0,0,0,667,79,0,0,0,0,0,746,97,133,111,78,72,72,102,26,46,4
Vallei en Veluwe,Nijkerk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Vrijgemaakt Gereformeerde Kerk,0267::SB14,3862 MC,1542,830,11,2,0,0,0,778,65,0,0,0,0,0,843,83,147,194,80,65,57,91,43,63,7
Vallei en Veluwe,Nijkerk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau school De Appelgaard,0267::SB15,3862 PD,1058,628,4,4,0,1,0,552,83,0,1,0,0,0,635,84,180,80,40,18,135,34,27,29,1
Vallei en Veluwe,Nijkerk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Johannes Calvijnschool,0267::SB16,3864 EV,1680,930,12,3,0,1,0,837,109,0,0,1,0,0,946,178,163,145,80,35,105,109,42,66,7
Vallei en Veluwe,Nijkerk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Voorpost,0267::SB17,3864 EC,1359,612,6,6,0,0,0,562,62,0,0,0,0,0,624,95,115,71,40,36,94,76,28,51,6
Vallei en Veluwe,Nijkerk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Woonzorgcentrum De Stoutenborgh,0267::SB21,3871 HK,1271,730,4,1,0,0,0,666,69,0,0,0,0,0,735,149,103,77,80,78,91,57,48,45,2
Vallei en Veluwe,Nijkerk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Spreng,0267::SB22,3871 TD,1550,961,15,3,0,0,0,894,85,0,0,0,0,0,979,197,134,111,111,109,85,84,84,45,1
Vallei en Veluwe,Nijkerk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Dorpshuis De Stuw,0267::SB23,3871 AM,1579,1226,18,4,0,0,0,1131,117,0,0,0,0,0,1248,261,145,125,169,122,88,122,106,83,5
Vallei en Veluwe,Nijkerk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Willem Farelschool,0267::SB24,3871 JM,1704,775,11,0,0,0,0,701,85,0,0,0,0,0,786,145,91,88,74,72,143,64,57,38,3
Vallei en Veluwe,Nijkerk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Hotel De Klepperman,0267::SB25,3871 AA,1436,987,7,2,0,0,0,883,113,0,0,0,0,0,996,258,130,103,95,67,100,89,76,64,5
Vallei en Veluwe,Nijkerk,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Mobiel stembureau,0267::SB30,3863 EN,0,497,3,3,0,2,0,457,44,0,2,0,0,0,501,104,79,88,68,32,25,53,21,26,1
