contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,"AWPenLRR niet politiek, wel lokaal",Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),VVD,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,ChristenUnie,50PLUS
Rivierenland,Vijfheerenlanden,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Stadskantoor,1961::SB1,4141 DA,2458,1205,27,5,0,0,0,1034,203,0,0,0,0,0,1237,156,158,142,211,158,98,95,104,83
Rivierenland,Vijfheerenlanden,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Maranatha,1961::SB2,4141 EL,2022,1317,7,5,0,4,0,1160,173,0,0,4,0,0,1333,189,152,119,172,159,234,79,147,66
Rivierenland,Vijfheerenlanden,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Joh. Calvijnschool,1961::SB3,4143 BA,2075,920,11,2,0,0,0,804,129,0,0,0,0,0,933,134,136,59,113,65,221,55,94,43
Rivierenland,Vijfheerenlanden,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Huis ter Leede - Rondas,1961::SB4,4143 EN,2045,1500,13,5,0,2,2,1323,195,0,0,2,0,0,1520,240,158,157,249,158,159,94,163,122
Rivierenland,Vijfheerenlanden,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Poort van West,1961::SB5,4142 AZ,1738,558,13,5,0,0,0,501,75,0,0,0,0,0,576,64,64,70,128,56,55,43,37,41
Rivierenland,Vijfheerenlanden,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Partycentrum,1961::SB6,4145 KM,1522,1005,2,2,0,2,0,861,150,0,0,2,0,0,1011,222,45,90,60,124,284,28,118,34
Rivierenland,Vijfheerenlanden,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Present Emma,1961::SB7,4142 BV,1884,592,19,6,0,0,0,538,79,0,0,0,0,0,617,76,75,57,151,32,53,69,35,44
Rivierenland,Vijfheerenlanden,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Basisschool  El Boukhari,1961::SB8,4142 EB,2464,881,23,4,0,0,0,766,143,1,0,1,0,0,909,95,136,117,179,85,75,68,61,65
Rivierenland,Vijfheerenlanden,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Dorpshuis De Stoof,1961::SB9,4247 EN,673,415,4,1,0,0,0,373,47,0,0,0,0,0,420,73,43,55,38,98,23,44,16,25
Rivierenland,Vijfheerenlanden,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Stadhuis,1961::SB10,4132 AS,1850,1316,23,3,0,4,0,1205,141,0,0,4,0,0,1346,231,46,296,182,251,66,123,45,76
