contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,AWP niet politiek wel deskundig,VVD,ChristenUnie,OUDERENPARTIJ,Staatkundig Gereformeerde Partij (SGP),8,50PLUS
Vechtstromen,Rijssen-Holten,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Gemeentehuis Rijssen,1742::SB1,7461DD,1999,1511,19,4,0,0,0,1371,163,0,0,0,0,0,1534,354,105,56,79,227,29,609,5,47
Vechtstromen,Rijssen-Holten,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau De Schutse,1742::SB2,7461BC,1937,1363,11,1,0,0,0,1237,138,0,0,0,0,0,1375,349,119,46,85,227,17,489,1,30
Vechtstromen,Rijssen-Holten,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Het Parkgebouw,1742::SB3,7461BT,2205,1165,12,9,0,0,0,1029,157,0,0,0,0,0,1186,290,132,60,106,179,23,327,4,44
Vechtstromen,Rijssen-Holten,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Gebouw schietvereniging,1742::SB4,7461VP,1943,1274,2,2,0,0,0,1145,133,0,0,0,0,0,1278,292,116,60,63,219,15,466,13,30
Vechtstromen,Rijssen-Holten,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,"Stembureau Hervormde gemeente, gebouw Sion",1742::SB5,7462BN,1590,1037,10,1,0,0,0,955,93,0,0,0,0,0,1048,198,117,63,47,168,19,385,3,37
Vechtstromen,Rijssen-Holten,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau De Wellehof,1742::SB6,7462GE,2044,1363,11,11,0,0,0,1207,177,0,1,0,0,0,1384,236,74,36,45,186,23,718,3,42
Vechtstromen,Rijssen-Holten,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Willem Alexanderschool,1742::SB7,7462HN,1719,871,11,2,0,0,0,781,103,0,0,0,0,0,884,171,56,33,34,141,15,400,2,19
Vechtstromen,Rijssen-Holten,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Obs de Salto,1742::SB8,7462JA,1976,1180,7,3,0,0,0,1061,129,0,0,0,0,0,1190,279,117,63,57,182,13,428,3,38
Vechtstromen,Rijssen-Holten,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau basisschool De Ronde Maat,1742::SB9,7462LX,1675,1213,16,5,0,0,0,1068,166,0,0,0,0,0,1234,251,83,74,59,192,13,494,2,45
Vechtstromen,Rijssen-Holten,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Jacobus Fruijtierschool,1742::SB10,7463CA,1810,1394,17,3,0,0,0,1210,204,0,0,0,0,0,1414,258,101,63,85,248,12,602,2,23
