contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,"Groen, Water & Land",VVD,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Natuurlijk BBW,50PLUS,AWP niet politiek wel deskundig,ChristenUnie
Hollands Noorderkwartier,Edam-Volendam,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stadskantoor,0385::SB1,1132 KN,2528,1506,43,5,0,0,2,1332,224,4,0,4,0,0,1558,297,120,82,557,57,46,182,144,21
Hollands Noorderkwartier,Edam-Volendam,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Basisschool De Spinmolen,0385::SB2,1132 AB,2471,1426,30,9,0,1,0,1255,209,0,1,0,0,0,1464,293,128,94,578,36,34,122,116,25
Hollands Noorderkwartier,Edam-Volendam,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Basisschool De Springplank,0385::SB3,1132 BR,2459,1484,36,6,0,0,0,1334,193,1,0,1,0,0,1527,293,118,98,603,52,31,154,126,9
Hollands Noorderkwartier,Edam-Volendam,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Clubcorner FC Volendam,0385::SB5,1131 BK,2027,1248,39,3,0,0,0,1119,174,3,0,3,0,0,1293,237,115,84,473,44,32,118,123,22
Hollands Noorderkwartier,Edam-Volendam,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Koninklijke Vereniging Sint Jozef,0385::SB6,1131 DX,1592,877,43,5,0,2,0,826,101,0,0,2,0,0,927,146,89,79,281,49,15,99,98,21
Hollands Noorderkwartier,Edam-Volendam,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Zorgcentrum St Nicolaashof,0385::SB7,1131 GT,1665,785,32,8,0,1,0,724,102,0,0,1,0,0,826,150,59,67,301,27,18,64,88,11
Hollands Noorderkwartier,Edam-Volendam,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau St. Petrusbasisschool,0385::SB8,1131 KX,1708,1248,32,2,0,0,0,1090,192,0,0,0,0,0,1282,211,133,58,534,42,38,87,129,16
Hollands Noorderkwartier,Edam-Volendam,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Tennisvereniging Dijkzicht,0385::SB9,1131 RC,1600,951,27,3,0,0,0,832,149,0,0,0,0,0,981,209,95,37,355,34,25,94,91,11
Hollands Noorderkwartier,Edam-Volendam,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau OBS De Piramide,0385::SB10,1135 JE,1652,768,12,3,0,0,0,717,68,2,0,2,0,0,785,280,71,84,76,111,14,67,52,13
Hollands Noorderkwartier,Edam-Volendam,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Bibliotheek Edam,0385::SB11,1135 GP,1505,983,26,5,0,0,0,913,101,0,0,0,0,0,1014,369,113,89,83,125,31,59,96,18
Hollands Noorderkwartier,Edam-Volendam,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stadhuis,0385::SB12,1135 BK,1312,1163,20,7,0,1,0,1084,107,0,0,1,0,0,1191,407,128,188,68,203,35,30,80,24
Hollands Noorderkwartier,Edam-Volendam,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau De Singel,0385::SB13,1135 VT,1415,691,16,4,0,0,0,671,40,0,0,0,0,0,711,255,82,100,38,91,27,40,48,10
Hollands Noorderkwartier,Edam-Volendam,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Basisschool De Blokwhere,0385::SB14,1132 NA,1684,742,19,1,0,2,0,655,109,0,0,2,0,0,764,157,108,45,262,44,15,39,67,5
Hollands Noorderkwartier,Edam-Volendam,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Servicepunt Oosthuizen,0385::SB15,1474 HG,1444,1007,14,6,0,2,0,952,77,0,0,2,0,0,1029,317,120,153,70,127,49,79,76,16
Hollands Noorderkwartier,Edam-Volendam,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Dorpshuis de Drie Hamers,0385::SB16,1475 JD,536,331,3,1,0,0,0,311,24,0,0,0,0,0,335,78,35,73,20,46,23,21,27,8
Hollands Noorderkwartier,Edam-Volendam,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Voetbalkantine Kwadijk,0385::SB17,1471 CN,798,519,7,1,0,0,0,474,53,0,0,0,0,0,527,200,87,51,28,51,24,28,39,11
Hollands Noorderkwartier,Edam-Volendam,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau OBS Middelie,0385::SB18,1472 GT,576,396,8,2,0,0,1,367,38,0,0,0,0,0,406,158,42,47,17,40,39,18,26,9
Hollands Noorderkwartier,Edam-Volendam,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau De Oude School,0385::SB19,1473 PH,674,436,9,2,0,0,0,409,38,0,0,0,0,0,447,110,54,137,21,34,32,16,28,4
