contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,ChristenUnie,VVD,Betaalbaar Water,AWP niet politiek wel deskundig,50PLUS
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Gemeentehuis Uithuizen,1966::SB1,9981 AA,952,702,6,3,0,0,0,709,2,0,0,0,0,0,711,166,148,106,67,57,76,24,58
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Vincentiusgebouw Uithuizen,1966::SB2,9981 AX,1110,438,7,1,0,0,0,401,45,0,0,0,0,0,446,105,76,68,65,35,41,16,32
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Ability Uithuizen,1966::SB3,9981 GJ,1093,537,4,0,0,0,0,485,57,0,0,1,0,1,542,124,108,93,50,54,69,12,27
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Hunsingoheerd Uithuizen,1966::SB4,9981 CJ,1280,723,11,0,0,0,0,654,80,0,0,0,0,0,734,171,150,97,75,89,76,16,49
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Bommelhoes Uithuizermeeden,1966::SB5,9982 HE,883,548,6,2,0,0,0,522,34,0,0,0,0,0,556,85,35,142,147,57,54,8,20
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Scherphorn Uithuizermeeden,1966::SB6,9982 BZ,967,442,4,1,0,0,0,415,32,0,0,0,0,0,447,86,47,89,110,24,46,15,25
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau De Mieden Uithuizermeeden,1966::SB7,9982 AB,821,456,2,0,0,2,2,414,44,0,0,2,0,0,460,102,38,106,76,44,38,24,28
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Nieuw Calvaria Roodeschool,1966::SB8,9983 PE,918,466,5,1,0,0,0,439,33,0,0,0,0,0,472,84,54,73,153,29,36,16,21
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Diggelschip Oudeschip,1966::SB9,9984 XD,264,137,2,0,0,0,2,131,6,0,0,0,0,0,139,33,11,15,18,18,20,12,10
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau 't Klokhoes Zandeweer,1966::SB10,9997 PB,567,320,6,6,0,0,0,295,37,0,0,0,0,0,332,94,52,58,19,34,36,9,18
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau 't Schienvat Kantens,1966::SB11,9995 PH ,759,484,10,0,0,0,0,447,47,0,0,0,0,0,494,145,59,68,89,29,55,9,30
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Dorpshuis Usquert,1966::SB12,9988 RV,1124,603,2,5,0,0,0,537,73,0,0,0,0,0,610,182,137,28,38,88,68,21,41
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Pro Rege Warffum,1966::SB13,9989 AH,874,631,6,2,0,0,0,581,58,0,0,0,0,0,639,256,111,80,51,48,40,20,25
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Roakeldais Warffum,1966::SB14,9989 EL,913,393,5,1,0,0,0,356,43,0,0,0,0,0,399,149,52,43,28,51,41,16,13
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Alegunda Ilberi Bedum,1966::SB15,9781 JS,1606,829,12,1,0,0,0,779,63,0,0,0,0,0,842,209,134,166,138,44,75,17,46
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Gebouw Thedema Bedum,1966::SB16,9781 BH,1421,786,13,2,0,0,0,738,63,0,0,0,0,0,801,187,110,140,193,34,69,22,31
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Ver.gebouw De Kern Zuidwolde,1966::SB17,9785 AS,1043,726,5,5,0,0,0,682,54,0,0,0,0,0,736,287,102,112,120,34,41,20,10
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Gemeentehuis Bedum,1966::SB18,9781 JL,1211,846,9,6,0,0,2,796,63,0,0,0,0,0,861,228,130,179,106,71,76,25,31
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau De Meenschaar Bedum,1966::SB19,9781 GK,1073,697,8,8,0,0,0,634,79,0,0,0,0,0,713,180,70,170,124,53,53,21,26
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Dorpshuis Zijlvesterhoek Onderdendam,1966::SB20,9959 PC,480,340,3,0,0,1,0,311,33,0,0,1,0,0,344,132,37,53,44,18,34,12,10
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau 's Heeren Loo Opmaat Bedum,1966::SB21,9781 XE,1537,867,12,5,0,0,0,828,56,0,0,0,0,0,884,232,125,197,121,72,62,31,27
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Ontmoetingscentrum Ulrum,1966::SB22,9971 AJ,1159,556,6,1,0,0,0,522,41,0,0,0,0,0,563,83,43,165,126,59,41,15,24
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Dorpshuis Vierhuizen,1966::SB23,9975 VS,296,196,2,0,0,0,0,186,12,0,0,0,0,0,198,45,19,42,13,30,21,19,7
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau 't Anker Zoutkamp,1966::SB24,9974 PG,1129,524,6,1,0,0,0,451,80,0,0,0,0,0,531,142,43,134,48,41,62,18,36
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau De Marne Wehe-den Hoorn,1966::SB25,9964 AA,647,372,8,1,0,0,0,351,30,0,0,0,0,0,381,105,54,88,25,27,46,10,17
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Gemeentehuis Leens,1966::SB26,9965 TD,1406,795,9,1,0,0,0,728,77,0,0,0,0,0,805,147,68,163,253,77,57,15,15
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Dorpshuis De Warf Warfhuizen,1966::SB27,9963 PH,420,240,1,2,0,0,0,227,16,0,0,0,0,0,243,97,35,32,23,19,12,8,14
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau 't Heem Kloosterburen,1966::SB28,9977 RN,734,374,5,2,0,0,0,350,31,0,0,0,0,0,381,98,46,126,17,27,33,8,19
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Dorpshuis Open Haard Kruisweg,1966::SB29,9977 PN,440,238,4,1,0,5,0,223,15,0,5,0,0,0,238,78,37,42,14,27,26,5,9
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Dorpshuis Eenrum,1966::SB30,9967 SE,1374,797,7,4,0,0,0,717,91,0,0,0,0,0,808,246,186,96,39,96,83,28,23
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Dorpshuis Pieterburen,1966::SB31,9968 AC,575,303,5,0,0,0,0,275,33,0,0,0,0,0,308,112,47,32,31,36,16,13,16
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Gemeentehuis Winsum,1966::SB32,9951 AC,796,439,5,1,0,0,0,398,47,0,0,0,0,0,445,121,67,110,65,29,34,7,6
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Winkheem Winsum,1966::SB33,9951 BG,843,468,6,0,0,0,0,433,41,0,0,0,0,0,474,107,91,123,65,45,26,6,5
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Terra Winsum,1966::SB34,9951 TD,1147,733,12,3,0,0,0,686,61,0,1,0,1,0,747,230,110,134,128,59,35,13,24
Noorderzijlvest,Het Hogeland,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Agricola Baflo,1966::SB35,9953 PH,948,649,3,1,0,0,0,599,54,0,0,0,0,0,653,187,85,104,84,93,59,22,15
