contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Waterbelang Venlo,Waterbelang Midden-Limburg,Waterbelang Heuvelland,Waterbelang Land van Weert + Leudal,Waterbelang Westelijke Mijnstreek,AWP niet politiek wel deskundig,Waterbelang Venray en Maasduinen,Waterbelang Horst-Helden-Beesel,Waterbelang Parkstad,Water Natuurlijk,Lokaal Limburg,Waterbelang Maastricht,50PLUS
Limburg,Roerdalen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau C.C. De Beuk,1669::SB1,6061 EG,1693,855,6,17,0,0,0,795,83,0,0,0,0,0,878,53,6,343,3,2,8,16,0,3,7,324,50,4,36
Limburg,Roerdalen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Hotel-Restaurant Roerdalen,1669::SB2,6061 AG,1715,622,21,6,0,0,1,580,68,0,0,0,0,0,649,46,5,258,3,8,7,15,1,0,6,217,30,2,24
Limburg,Roerdalen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Woonzorgcentrum Bergh,1669::SB3,6077 BK,1443,752,16,11,0,0,0,718,61,0,0,0,0,0,779,106,7,355,2,3,7,32,2,1,6,129,62,5,35
Limburg,Roerdalen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau MFC de Roerparel,1669::SB4,6077 CG,1451,681,12,4,0,0,0,620,77,0,0,0,0,0,697,74,5,358,3,3,2,32,0,0,4,111,68,6,15
Limburg,Roerdalen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Seniorenhof  De Vaert,1669::SB5,6065 CX,1271,670,13,1,0,0,0,620,64,0,0,0,0,0,684,18,2,566,1,5,1,14,0,0,0,27,23,1,12
Limburg,Roerdalen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Zaal onder de Kerk,1669::SB6,6065 AS,1290,703,12,5,0,0,2,631,87,0,0,0,0,0,720,27,1,541,3,6,1,12,0,0,5,67,25,3,12
Limburg,Roerdalen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Andreasheem,1669::SB7,6074 BB,1594,758,18,2,0,0,0,698,80,0,0,0,0,0,778,111,10,363,1,10,4,32,3,2,4,117,76,3,22
Limburg,Roerdalen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Apollohal,1669::SB8,6074 EH,1335,728,21,7,0,0,0,683,73,0,0,0,0,0,756,111,4,363,2,7,0,14,1,3,0,136,58,0,29
Limburg,Roerdalen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Brede School De Berensprong,1669::SB9,6075 CW,1824,835,21,7,0,0,1,787,75,0,0,0,0,0,863,90,9,478,3,7,6,16,2,1,0,136,45,1,41
Limburg,Roerdalen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Woonzorgcentrum Bosscherhof,1669::SB10,6075 HE,1752,860,38,4,0,0,0,810,92,0,0,0,0,0,902,81,6,514,2,8,7,12,6,2,3,116,66,0,37
Limburg,Roerdalen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Zaal Roerzicht,1669::SB11,6063 AL,1108,421,11,1,0,0,0,379,54,0,0,0,0,0,433,38,2,253,2,5,3,9,3,3,0,58,28,2,15
Limburg,Roerdalen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Basisschool St. Martinus,1669::SB12,6063 BW,894,413,19,1,0,0,1,377,55,0,0,0,0,0,433,26,3,250,7,1,4,3,0,0,2,56,44,0,17
