contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Waterbelang Venlo,Waterbelang Midden-Limburg,Waterbelang Heuvelland,Waterbelang Land van Weert + Leudal,Waterbelang Westelijke Mijnstreek,AWP niet politiek wel deskundig,Waterbelang Venray en Maasduinen,Waterbelang Horst-Helden-Beesel,Waterbelang Parkstad,Water Natuurlijk,Lokaal Limburg,Waterbelang Maastricht,50PLUS
Limburg,Heerlen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Stadhuis ingang Raadhuisplein,0917::SB1,6411 HP,1970,1189,57,17,0,6,0,1169,100,0,0,6,0,0,1269,121,7,7,48,4,59,54,4,5,540,186,106,9,39
Limburg,Heerlen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Zorgcentrum Douvenrade,0917::SB2,6419 AA,1008,433,20,11,0,3,0,430,31,0,3,0,0,0,461,61,1,7,27,3,18,7,0,1,228,39,21,2,18
Limburg,Heerlen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Trefcentrum 't Loon,0917::SB4,6411 TR,2037,792,39,9,0,0,2,755,83,0,0,0,0,0,840,50,8,19,44,4,43,20,1,3,373,87,87,2,51
Limburg,Heerlen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Stg. De TWEE gezusters,0917::SB6,6411 GT,1500,792,46,5,0,2,1,800,44,0,2,0,0,0,845,83,8,14,47,3,44,30,8,5,360,83,59,7,41
Limburg,Heerlen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Bernardinuscollege,0917::SB7,6417 BK,1669,834,23,9,0,2,0,779,89,0,0,2,0,0,868,130,1,5,44,1,27,45,2,0,366,161,38,2,12
Limburg,Heerlen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Basisschool St. Tarcisius,0917::SB10,6417 XH,1562,801,37,4,0,5,0,781,66,0,0,5,0,0,847,63,4,4,44,3,23,29,0,0,418,130,53,6,24
Limburg,Heerlen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau MEE Zuid-Limburg,0917::SB11,6419 BT,927,607,17,5,0,2,0,559,72,0,0,2,0,0,631,97,2,7,26,3,27,26,3,0,302,72,22,1,19
Limburg,Heerlen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Zorgcentrum St. Anna,0917::SB12,6419 CW,1827,996,35,8,0,4,0,962,73,0,4,0,0,0,1035,114,10,6,90,5,43,19,1,1,457,126,67,8,49
Limburg,Heerlen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Verpleeghuis Plataan,0917::SB14,6419 PB,343,106,2,0,0,0,0,96,12,0,0,0,0,0,108,5,0,2,8,2,4,6,0,0,57,8,9,0,5
Limburg,Heerlen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Wijkgebouw Peter Schunck,0917::SB15,6418XL,995,448,17,4,0,4,0,441,32,0,0,4,0,0,473,23,1,0,24,2,18,11,2,2,259,22,48,4,32
Limburg,Heerlen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Zorgcentrum Oranjehof,0917::SB16,6418 HT,1024,455,3,5,0,9,1,441,30,0,0,9,0,0,472,22,3,8,30,0,15,12,2,3,257,28,47,5,23
Limburg,Heerlen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Gemeenschapshuis Caumerbron,0917::SB17,6418 CV,1893,1115,21,8,0,6,0,1023,115,0,6,0,0,0,1138,67,3,12,60,4,41,34,2,1,609,103,109,9,61
Limburg,Heerlen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Vitalis Parc Imstenrade,0917::SB18,6418 PP,1825,785,29,3,0,3,1,715,98,0,3,0,0,0,814,135,3,10,54,2,24,21,0,0,377,77,58,1,23
Limburg,Heerlen,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau A GENE BEK,0917::SB19,6417 TZ,1751,752,32,15,0,1,0,718,82,0,0,1,0,0,800,92,1,1,40,7,40,33,1,1,367,100,42,1,26
