contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,FNP,Partij van de Arbeid (P.v.d.A.),Lagere Lasten Burger,VVD,ChristenUnie,Partij voor de Dieren,50PLUS
Fryslân,Achtkarspelen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Cultuurcentrum De Wâldsang,0059::SB1,9285 RZ,1687,1007,10,2,0,0,1,933,85,0,0,0,0,0,1019,249,115,103,108,66,58,253,26,29
Fryslân,Achtkarspelen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Sociaal Cultureel Werk It Koartling,0059::SB2,9285 NE,1326,722,9,1,0,0,0,671,61,0,0,0,0,0,732,201,83,85,73,70,41,110,45,14
Fryslân,Achtkarspelen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Zorgcentrum Haersmahiem,0059::SB3,9285 TR,1440,1131,12,1,0,0,1,1057,86,0,0,0,0,0,1144,282,134,133,144,66,56,243,39,34
Fryslân,Achtkarspelen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Schoolgebouw De Bernebrêge,0059::SB4,9231 JJ,1218,691,11,3,0,0,0,642,62,0,1,0,1,0,704,168,63,112,83,57,45,116,28,19
Fryslân,Achtkarspelen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Zorgcentrum 't Suyderhuys,0059::SB5,9231 BB,1775,959,22,1,0,1,0,888,95,0,0,1,0,0,983,280,87,139,115,90,59,126,24,39
Fryslân,Achtkarspelen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Verenigingsgebouw De Lantearne,0059::SB6,9231 CA,1760,927,11,3,0,1,0,856,84,0,1,0,0,0,940,239,70,170,101,88,53,122,29,55
Fryslân,Achtkarspelen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Sporthal De Fûgelkamp,0059::SB7,9281 MA,1559,711,8,4,0,0,0,643,80,0,0,0,0,0,723,133,67,202,61,84,44,77,21,22
Fryslân,Achtkarspelen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Sociaal Cultureel Werk Clubhuis,0059::SB8,9281 RD,1765,790,17,0,0,0,0,700,107,0,0,0,0,0,807,120,65,212,94,115,24,80,39,41
Fryslân,Achtkarspelen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau MFA Tillehûs,0059::SB9,9288 AM,1893,899,12,2,0,3,0,829,81,0,3,0,0,0,910,127,84,308,71,99,39,117,25,29
Fryslân,Achtkarspelen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis De Jister,0059::SB10,9287 LC,1401,654,7,0,0,0,0,579,82,0,0,0,0,0,661,111,65,207,55,78,34,64,22,18
Fryslân,Achtkarspelen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Verenigingsgebouw De Fakkel,0059::SB11,9289 HL,1334,756,10,0,0,1,1,703,63,0,0,1,0,0,767,274,29,125,21,61,26,168,20,32
Fryslân,Achtkarspelen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau MFC De Delfeart,0059::SB12,9283 TR,993,581,1,0,0,0,0,514,68,0,0,0,0,0,582,187,46,111,27,55,40,74,29,12
Fryslân,Achtkarspelen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Seniorencomplex Nij Stiensgea,0059::SB13,9284 TL,946,489,4,1,0,0,0,441,53,0,0,0,0,0,494,90,41,135,50,46,24,62,25,16
Fryslân,Achtkarspelen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis De Smoutte,0059::SB14,9233 KL,1028,536,13,2,0,0,0,487,64,0,0,0,0,0,551,42,51,172,76,66,24,37,33,35
Fryslân,Achtkarspelen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis Rehoboth,0059::SB15,9873 RE,864,534,4,1,0,0,0,486,54,1,0,1,0,0,540,237,41,97,32,33,19,49,15,11
Fryslân,Achtkarspelen,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis De Bining,0059::SB16,9286 EP,854,514,7,0,0,0,0,463,58,0,0,0,0,0,521,114,35,159,44,46,28,56,20,12
