contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,AWP niet politiek wel deskundig,VVD,ChristenUnie,OUDERENPARTIJ,Staatkundig Gereformeerde Partij (SGP),8,50PLUS
Vechtstromen,Hengelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Bibliotheek Hengelo Stad,0164::SB1,7551 HV,2006,1202,29,2,0,0,1,1142,90,0,0,0,0,0,1233,135,438,200,230,44,42,12,44,57
Vechtstromen,Hengelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau TMZ Zorgcomplex Het Borsthuis,0164::SB2,7555 SH,1619,722,17,1,0,0,0,673,67,0,0,0,0,0,740,115,236,133,110,27,30,6,18,47
Vechtstromen,Hengelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Carintreggeland Huis Het Woolde,0164::SB3,7555 DR,1973,1202,32,6,0,3,3,1106,134,0,0,3,0,0,1243,199,373,213,169,49,62,25,40,72
Vechtstromen,Hengelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Buurthuis Weidedorp - Woolderes,0164::SB4,7556 TM,1941,953,29,6,0,5,0,892,91,0,5,0,0,0,983,110,355,186,133,33,46,8,12,70
Vechtstromen,Hengelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Basisschool Kuyperschool,0164::SB5,7556 ET,1970,996,23,3,0,2,1,936,87,0,0,2,0,0,1024,139,333,152,148,47,49,6,33,89
Vechtstromen,Hengelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Wijkcentrum De Hengelose Es,0164::SB6,7556 LN,2018,1319,34,4,0,0,0,1235,122,0,0,0,0,0,1357,189,442,252,156,58,76,11,39,96
Vechtstromen,Hengelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Ontmoetingsruimte Thiemsbrug,0164::SB8,7556 CH,1937,1069,22,4,0,0,0,1023,72,0,0,0,0,0,1095,174,295,176,159,50,73,11,39,92
Vechtstromen,Hengelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Basisschool Annie M.G. Schmidt,0164::SB9,7556 NK,2001,669,23,2,0,0,0,651,43,0,0,0,0,0,694,95,224,117,87,32,45,2,29,38
Vechtstromen,Hengelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Carintreggeland Huis Backenhagen,0164::SB10,7557 KE,1991,855,20,7,0,0,0,813,69,0,0,0,0,0,882,183,255,124,122,39,53,12,20,47
Vechtstromen,Hengelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Wijkcentrum De Sterrentuin,0164::SB11,7557 XX,1933,719,27,7,0,1,0,690,63,0,1,0,0,0,753,109,255,116,75,40,37,11,29,47
