contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),AWP niet politiek wel deskundig,Partij voor de Dieren,ChristenUnie-SGP,50PLUS,Trots op Nederland (TROTS)
Rijnland,Haarlem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Het Stadhuis,0392::SB1,2011 RD,981,1209,27,9,0,0,2,1172,70,1,1,0,2,0,1244,215,61,204,249,102,278,33,50,17
Rijnland,Haarlem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Janskliniek,0392::SB2,2011 RS,1802,943,15,4,0,5,0,886,71,0,5,0,0,0,957,148,63,149,222,62,219,26,37,17
Rijnland,Haarlem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Frans Loenenhofje,0392::SB3,2011 NW,1946,620,8,6,0,0,0,583,51,0,0,0,0,0,634,112,43,95,152,42,128,23,16,9
Rijnland,Haarlem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Stadsbibliotheek,0392::SB4,2011 XP,1674,1147,18,4,0,1,3,1080,85,0,1,0,0,0,1168,199,53,183,272,71,304,22,35,8
Rijnland,Haarlem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Rosenstock Huessy Huis,0392::SB5,2011 CV,2030,989,21,4,0,0,0,938,78,2,0,2,0,0,1016,143,48,162,209,96,259,19,41,12
Rijnland,Haarlem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Basisschool De Kring,0392::SB6,2011 KZ,1741,789,16,3,0,0,0,732,76,0,0,0,0,0,808,163,50,104,181,44,181,31,25,10
Rijnland,Haarlem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Oud-Katholieke Kerk H.H. Anna en Maria,0392::SB7,2013 AV,1573,885,11,5,0,0,0,827,74,0,0,0,0,0,901,143,40,148,257,57,156,40,32,12
Rijnland,Haarlem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Activiteitencentrum Het Zaeltje van Rosehaghe,0392::SB8,2013 DR,765,583,8,0,0,0,0,529,62,0,0,0,0,0,591,84,30,77,172,42,114,32,26,6
Rijnland,Haarlem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Speeltuin Klarenhof,0392::SB9,2013 PH,2098,890,22,3,0,2,0,846,71,0,0,2,0,0,917,108,42,147,192,70,217,19,57,38
Rijnland,Haarlem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Badhuis Leidseplein,0392::SB10,2013 PW,1244,754,0,1,0,11,0,717,49,0,0,11,0,0,766,90,42,123,195,59,168,26,35,16
Rijnland,Haarlem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Trefpunt 't Trionk,0392::SB11,2014 VS,1571,920,18,3,0,1,0,877,65,0,0,1,0,0,942,133,95,137,188,90,173,25,55,24
Rijnland,Haarlem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Pelgrimkerk,0392::SB12,2014 KB,1352,991,14,2,0,0,0,925,82,0,0,0,0,0,1007,185,88,149,192,86,188,27,58,18
Rijnland,Haarlem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Speeltuin Jeugdland,0392::SB13,2014 CN,1828,1099,11,4,0,0,0,1032,82,0,0,0,0,0,1114,209,80,202,251,79,178,32,49,19
Rijnland,Haarlem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Basisschool De Zuidwester,0392::SB14,2014 EB,1005,686,15,5,0,0,0,650,56,0,0,0,0,0,706,111,75,114,141,63,113,30,27,12
Rijnland,Haarlem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Wijkcentrum Het Broederhuis,0392::SB15,2032 TC,2266,1138,22,8,0,8,0,1066,94,0,8,0,0,0,1160,153,60,152,228,112,229,33,112,59
Rijnland,Haarlem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Wijkcentrum Oosterkerk,0392::SB16,2032 WC,2049,841,27,1,0,0,0,808,61,0,0,0,0,0,869,121,56,103,168,75,150,28,90,50
Rijnland,Haarlem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Hildebrand/Martin Luther Kingschool,0392::SB17,2032 KA,2261,975,22,3,0,8,1,896,93,0,10,0,2,0,990,148,55,131,232,55,209,35,73,37
Rijnland,Haarlem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Gymzaal De Viersprong,0392::SB18,,1458,359,12,1,0,0,0,344,28,0,0,0,0,0,372,35,26,59,77,30,69,15,27,21
Rijnland,Haarlem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Reinaldahuis,0392::SB19,2033 TA,1480,785,0,8,0,0,0,727,66,0,0,0,0,0,793,80,73,99,180,46,121,29,128,29
Rijnland,Haarlem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Basisschool De Zuiderpolder (hoofdgebouw),0392::SB20,2033 CE,1486,898,23,4,0,0,0,842,82,0,1,0,1,0,924,134,60,123,201,63,135,48,113,21
Rijnland,Haarlem,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Activiteitencentrum & Regiokantoor DOCK,0392::SB21,2033 TM,1153,417,6,3,0,0,0,391,35,0,0,0,0,0,426,59,34,55,87,36,59,25,42,20
