contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Waterbelang Venlo,Waterbelang Midden-Limburg,Waterbelang Heuvelland,Waterbelang Land van Weert + Leudal,Waterbelang Westelijke Mijnstreek,AWP niet politiek wel deskundig,Waterbelang Venray en Maasduinen,Waterbelang Horst-Helden-Beesel,Waterbelang Parkstad,Water Natuurlijk,Lokaal Limburg,Waterbelang Maastricht,50PLUS
Limburg,Venlo,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stadhuis Venlo,0983::SB1,5941 HJ,2379,888,34,6,0,0,0,857,71,0,0,0,0,0,928,122,441,11,2,1,3,23,4,4,0,216,29,1,31
Limburg,Venlo,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Huize Beerendonck,0983::SB2,5911 AD,1930,714,27,3,0,0,0,678,66,0,0,0,0,0,744,89,379,9,4,2,2,19,4,6,4,141,34,2,19
Limburg,Venlo,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeentearchief Venlo,0983::SB3,5914 PV,1919,757,22,0,0,0,0,719,60,0,0,0,0,0,779,81,424,17,5,2,5,27,4,4,1,131,21,2,33
Limburg,Venlo,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Lokaal Veestraat,0983::SB4,5914 RN,1513,501,17,8,0,0,0,467,59,0,0,0,0,0,526,30,301,10,1,5,1,6,4,7,0,75,33,2,26
Limburg,Venlo,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Basisschool de Meule,0983::SB5,5914 XS,1619,714,19,8,0,0,0,680,61,0,0,0,0,0,741,74,403,13,2,2,3,18,7,2,1,115,41,0,33
Limburg,Venlo,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stichting de Witte Kerk,0983::SB6,5914 PE,1508,550,33,4,0,0,0,506,81,0,0,0,0,0,587,35,347,14,5,3,6,9,8,0,1,56,34,0,32
Limburg,Venlo,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gilde Opleidingen,0983::SB7,5913 ES,1504,723,21,6,0,0,0,673,77,0,0,0,0,0,750,128,394,11,2,0,2,13,5,0,1,117,22,2,26
Limburg,Venlo,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau De Bantuin,0983::SB8,5916 SW,1807,900,34,7,0,0,0,848,93,0,0,0,0,0,941,156,508,9,0,2,4,24,3,14,0,113,30,3,34
Limburg,Venlo,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau wijkgebouw d'n Dörpel,0983::SB9,5913 CZ,1956,1080,35,2,0,0,0,1012,105,0,0,0,0,0,1117,185,591,14,1,0,3,32,7,1,1,166,29,2,48
Limburg,Venlo,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Talentencampus Venlo,0983::SB10,5913 GB,1671,772,31,6,0,0,0,732,77,0,0,0,0,0,809,123,398,7,0,0,2,10,3,4,0,152,33,1,39
Limburg,Venlo,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau School aan de Vijver,0983::SB11,5913 TV,1853,888,26,10,0,0,0,923,1,0,0,0,0,0,924,129,489,3,4,5,2,10,3,3,2,169,31,2,36
Limburg,Venlo,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeenschapshuis Maagdenberg,0983::SB12,5915 CP,1434,653,19,4,0,0,0,616,60,0,0,0,0,0,676,52,364,14,1,1,0,23,3,7,3,119,31,2,33
Limburg,Venlo,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Huis van de Wijk,0983::SB13,5915 ES,1233,434,9,1,0,0,0,397,47,0,0,0,0,0,444,19,278,4,3,2,1,4,2,2,1,60,20,2,36
Limburg,Venlo,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Scheidsrechtersvereniging Venlo eo,0983::SB14,5915 CM,1829,691,16,6,0,0,2,622,89,0,0,0,0,0,713,130,361,7,2,0,4,20,2,4,1,114,27,0,19
Limburg,Venlo,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Scouting St Paulus,0983::SB16,5912 CG,1583,423,12,3,0,0,0,389,49,0,0,0,0,0,438,27,239,11,3,4,1,14,1,5,0,72,26,5,15
Limburg,Venlo,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Huis van de Wijk Venlo-Zuid,0983::SB17,5912 XN,1736,662,7,28,0,0,0,609,88,0,0,0,0,0,697,24,445,12,1,1,3,7,2,4,2,70,43,4,44
