contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),AWP niet politiek wel deskundig,Partij voor de Dieren,ChristenUnie-SGP,50PLUS,Trots op Nederland (TROTS)
Rijnland,Alphen aan den Rijn,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Gemeentehuis,0484::SB1,2405 SH,388,904,17,4,0,0,2,820,103,0,0,0,0,0,925,196,175,119,128,78,79,53,59,17
Rijnland,Alphen aan den Rijn,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau MBO Rijnland,0484::SB2,2405 EN,732,277,7,0,0,2,0,256,26,0,2,0,0,0,282,65,45,31,36,23,27,26,23,1
Rijnland,Alphen aan den Rijn,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Opstandingskerk,0484::SB3,2404 BB,983,551,9,0,0,0,0,508,52,0,0,0,0,0,560,98,60,66,65,52,65,68,69,8
Rijnland,Alphen aan den Rijn,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau De Jozef,0484::SB4,2405 BS,1048,398,8,2,0,0,0,374,34,0,0,0,0,0,408,71,72,45,61,38,36,31,36,8
Rijnland,Alphen aan den Rijn,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Volle Evangelie Gemeente De Ark,0484::SB5,2405 AK,1110,627,11,0,1,0,0,596,41,0,1,0,0,0,637,129,101,77,67,55,36,90,64,8
Rijnland,Alphen aan den Rijn,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Nutsgebouw Zwammerdam,0484::SB6,2471 AT,1728,801,2,6,0,0,0,726,83,0,0,0,0,0,809,144,204,86,58,78,67,105,51,8
Rijnland,Alphen aan den Rijn,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Dorpshuis Aarlanderveen,0484::SB7,2445 AK,941,606,6,0,0,0,1,557,54,0,0,0,0,0,612,126,197,62,44,46,35,55,26,15
Rijnland,Alphen aan den Rijn,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Basisschool De Windroos,0484::SB8,2405 XA,1444,637,8,3,0,1,0,602,47,0,0,1,0,0,649,123,103,85,90,63,62,59,43,9
Rijnland,Alphen aan den Rijn,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Basisschool  De Rank,0484::SB9,2406 BB,1353,923,13,3,0,0,0,859,80,0,0,0,0,0,939,195,150,103,133,103,73,84,69,13
Rijnland,Alphen aan den Rijn,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Gebouw De Meerkoet,0484::SB10,2406 GA,1430,623,14,1,0,1,0,589,50,0,0,1,0,0,639,129,79,77,79,58,80,50,56,15
