contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,"AWPenLRR niet politiek, wel lokaal",Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),VVD,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,ChristenUnie,50PLUS
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau De Schakel,1960::SB1,4151 EG,465,320,4,2,0,0,0,282,44,0,0,0,0,0,326,70,49,67,14,43,30,22,9,16
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Het Klokhuis,1960::SB2,4153 BE,1187,708,7,3,0,0,1,646,71,0,0,0,0,0,718,157,100,63,73,137,35,38,24,81
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Brandweerkazerne,1960::SB3,4153 AS,1562,774,23,7,0,0,0,723,81,0,0,0,0,0,804,183,89,85,43,182,37,47,20,88
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Albertine,1960::SB4,4156 AJ,727,431,8,0,0,0,0,391,48,0,0,0,0,0,439,72,78,49,28,88,29,26,29,32
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Ons Eigen Gebouw,1960::SB5,4197 HD,831,503,6,2,0,0,0,447,64,0,0,0,0,0,511,87,56,49,60,99,57,44,14,37
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau 't Duifhuis,1960::SB6,4158 CK,854,658,6,5,0,0,0,604,65,0,0,0,0,0,669,85,150,68,50,129,70,46,20,40
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Kerkesteijn,1960::SB7,4158 CD,806,431,3,0,0,0,0,392,41,0,1,0,1,0,433,51,66,59,48,96,34,43,13,21
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau De Dorpskamer,1960::SB8,4157 GN,463,286,3,2,0,0,0,257,32,0,2,0,2,0,289,23,80,21,12,88,21,13,11,17
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Gemeentehuis,1960::SB9,4191 KH,1079,1134,9,5,0,2,0,1006,144,0,0,2,0,0,1150,129,119,188,113,177,211,85,49,63
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Ravestein,1960::SB10,4191 TS,1375,514,1,8,0,0,0,451,72,0,0,0,0,0,523,79,39,48,43,113,99,36,25,32
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau De sleutel,1960::SB11,4191 XT,1071,488,4,2,0,0,0,441,53,0,0,0,0,0,494,43,52,63,71,66,90,47,9,47
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Den Dries,1960::SB12,4191 ZR,1300,732,9,3,0,0,0,647,97,0,0,0,0,0,744,94,62,96,39,102,207,41,24,67
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau De Morgenster,1960::SB13,4191 DN,1296,762,13,5,1,0,0,715,66,0,0,1,0,0,781,97,55,118,81,108,125,74,40,64
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Rode Kruis,1960::SB14,4191 GM,1369,803,13,7,0,1,0,742,82,0,0,1,0,0,824,100,107,111,79,81,148,54,40,83
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Gereformeerde Kerk,1960::SB15,4191 GR,1060,612,10,4,0,0,0,557,69,0,0,0,0,0,626,116,63,78,65,86,118,21,23,42
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Dorpshuis Tricht,1960::SB16,4196 AC,1664,1058,14,2,0,1,0,970,105,0,0,1,0,0,1075,130,110,184,100,126,179,97,40,92
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,"Stembureau Buurthuis ""de Heerlijckheyt""",1960::SB17,4155 BD,262,182,2,0,0,0,0,164,20,0,0,0,0,0,184,24,26,27,15,45,8,16,10,11
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Mr. Aafjesschool,1960::SB18,4194 RR,1633,940,11,0,0,1,0,829,123,0,0,1,0,0,952,157,99,148,69,187,131,48,50,51
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Dorpshuis Meteren,1960::SB19,4194 TH,714,486,1,1,0,0,0,417,71,0,0,0,0,0,488,94,49,41,36,88,108,34,9,27
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau De Betuwepoort,1960::SB20,4152 EG,692,378,4,1,0,0,0,353,30,0,0,0,0,0,383,60,53,81,37,57,27,25,11,27
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau De Pluk,1960::SB21,4191 SG,961,670,11,2,0,1,0,601,81,0,1,0,0,0,682,58,72,108,54,139,149,39,25,26
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Het Stroomhuis,1960::SB22,4182 CA,777,411,2,3,0,0,0,343,73,0,0,0,0,0,416,55,25,26,39,57,137,35,9,28
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Dorpshuis De Koeldert,1960::SB23,4181 CK,1282,811,2,0,0,0,0,691,120,0,2,0,2,0,811,90,50,63,66,60,341,40,47,54
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Dorpshuis Tuil,1960::SB24,4176 BH,740,404,5,2,0,0,0,361,50,0,0,0,0,0,411,74,40,46,30,91,47,28,15,33
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Burcht van Haeften,1960::SB25,4175 HA,2161,1160,6,1,0,1,4,1033,131,0,0,1,0,0,1168,203,107,123,122,137,163,89,84,132
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Dorpshuis De Biskamp,1960::SB26,4174 GW,781,440,5,1,0,0,0,388,57,0,1,0,0,0,445,96,26,37,42,62,70,24,47,36
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Hervormd Centrum Maranatha,1960::SB27,4184 EC,911,519,8,3,0,0,0,468,62,0,0,0,0,0,530,93,50,79,31,85,61,52,17,51
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Dorpshuis Est,1960::SB28,4185 NA,440,355,0,1,0,1,0,314,41,0,1,0,0,0,355,73,45,40,16,71,56,15,22,17
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Dorpshuis Toevershof,1960::SB29,4064 CK,1194,626,12,2,0,0,0,564,74,0,2,0,2,0,638,101,47,82,83,117,34,68,25,69
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau MFC Huis op Hemert,1960::SB30,4061 AR,1372,799,12,3,0,0,0,716,98,0,0,0,0,0,814,155,39,94,66,184,42,65,20,134
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Dorpshuis EMM,1960::SB31,4147 BJ,2522,1423,13,1,0,3,2,1263,175,0,0,3,0,0,1440,199,84,187,160,189,183,111,228,82
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Dorpshuis de Poort,1960::SB33,4171 AH,2121,1195,15,1,0,0,0,1043,168,0,0,0,0,0,1211,376,41,96,121,212,83,75,136,55
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Dorpshuis De Krakeling,1960::SB34,4161 AL,1945,1115,16,0,0,1,0,1000,132,0,0,1,0,0,1132,161,63,242,179,163,69,67,91,80
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Stichting het dorpshuis Spijk,1960::SB35,4212 CX,713,400,3,0,0,0,2,353,48,0,0,0,0,0,403,39,38,53,42,77,59,21,48,23
Rivierenland,West Betuwe,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Dorpshuis de Koels,1960::SB36,4214 EA,1621,801,8,7,0,1,0,742,75,0,0,1,0,0,817,169,123,78,75,101,71,55,54,75
