contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Waterbelang Venlo,Waterbelang Midden-Limburg,Waterbelang Heuvelland,Waterbelang Land van Weert + Leudal,Waterbelang Westelijke Mijnstreek,AWP niet politiek wel deskundig,Waterbelang Venray en Maasduinen,Waterbelang Horst-Helden-Beesel,Waterbelang Parkstad,Water Natuurlijk,Lokaal Limburg,Waterbelang Maastricht,50PLUS
Limburg,Horst aan de Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeentehuis Horst a/d Maas (Horst),1507::SB1,5961 ES,2126,1091,35,13,0,0,0,1006,133,0,0,0,0,0,1139,141,48,15,2,4,9,23,31,589,4,151,40,1,33
Limburg,Horst aan de Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Sporthal De Berkel (Horst),1507::SB2,5961 HA,2154,907,42,3,0,1,0,855,95,0,2,0,1,0,950,129,38,13,4,5,3,16,40,513,1,77,35,0,33
Limburg,Horst aan de Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau OJC Niks (Horst),1507::SB3,5961 TS,2185,1163,55,5,0,15,0,1114,124,0,0,15,0,0,1238,125,40,33,1,9,2,16,54,644,1,148,50,1,39
Limburg,Horst aan de Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau De Lèste Geulde (Horst),1507::SB4,5961 XW,1597,897,32,2,0,1,0,832,98,0,1,0,0,0,930,91,42,22,0,4,4,21,37,509,0,98,27,4,38
Limburg,Horst aan de Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Kantine Sporthal Dendron (Horst),1507::SB5,5961 BE,1138,496,22,1,0,2,0,464,53,0,2,0,0,0,517,48,14,13,4,1,3,7,24,294,1,48,19,1,19
Limburg,Horst aan de Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Woonz.compl. Aan de Brug (America),1507::SB6,5966 NM,1682,748,27,5,0,1,2,677,100,0,1,0,0,0,779,100,26,18,1,12,0,7,32,442,0,57,28,3,22
Limburg,Horst aan de Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gem.huis de Zaal (Griendtsveen),1507::SB7,5766 PP,430,185,5,1,0,0,0,179,12,0,0,0,0,0,191,15,4,11,0,5,1,3,8,79,0,40,2,2,15
Limburg,Horst aan de Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Zaal Debije (Hegelsom),1507::SB8,5963 AG,1680,775,24,1,0,0,0,718,80,0,2,0,2,0,798,87,42,16,4,7,4,14,22,461,0,74,27,2,15
Limburg,Horst aan de Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau MFC de Zwingel (Melderslo),1507::SB9,5962 AT,1787,822,37,4,0,0,0,774,89,0,0,0,0,0,863,113,29,15,2,3,2,14,34,494,0,61,27,1,27
Limburg,Horst aan de Maas,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau MFC 'De Meulewiek' (Meterik),1507::SB10,5964 AC,1343,671,17,5,0,0,0,622,71,0,0,0,0,0,693,59,17,9,0,1,1,17,24,442,2,60,22,0,17
