contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,AWP niet politiek wel deskundig,Partij van de Arbeid (P.v.d.A.),CDA,Water Natuurlijk,Partij voor de Dieren,50PLUS,ChristenUnie-SGP,Integer Liberaal,Partij Sociaal Cultureel Centrum (PSCC),11,Waterschapspartij PUUR.
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Stadskantoor (Lunchkamer),0606::SB1,3112 DZ,1745,818,21,8,0,0,0,766,81,0,0,0,0,0,847,152,114,153,44,117,90,76,24,3,10,6,29
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Parochiecentrum De Wilgenburg,0606::SB2,3112 DT,2384,503,14,11,0,0,0,472,56,0,0,0,0,0,528,61,51,87,39,68,83,61,20,3,6,6,18
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Station Schiedam Centrum,0606::SB3,3112 HB,2284,974,48,6,0,1,1,951,77,0,0,1,0,0,1029,146,125,189,55,146,161,71,31,5,10,7,28
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Stadskantoor (Klant Contact Centrum),0606::SB4,3112 DZ,1916,817,29,10,0,1,3,773,81,0,0,1,0,0,857,123,123,145,47,100,140,83,31,4,5,3,13
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Wijkcentrum Oost,0606::SB5,3112 LD,1907,602,29,7,0,2,0,574,66,0,0,2,0,0,640,66,59,137,28,63,111,69,17,2,14,13,23
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Openbare basisschool De Peperklip,0606::SB6,3112 ZM,2013,442,29,4,0,0,0,420,55,0,0,0,0,0,475,57,48,90,18,56,69,60,21,0,8,1,14
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau RK basisschool St. Willibrordus,0606::SB8,3114 LC,2121,823,16,5,0,0,0,754,90,0,0,0,0,0,844,110,107,89,34,105,149,155,17,3,10,13,31
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Bewonersvereniging Schiedam-Zuid,0606::SB10,3114 NK,914,454,9,1,0,0,0,418,47,1,0,1,0,0,465,52,64,59,33,54,87,60,13,0,7,4,21
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Zorgcentrum Frankeland,0606::SB11,3117 CS,1959,929,23,4,0,0,0,858,98,0,0,0,0,0,956,147,113,134,99,117,116,120,46,1,4,5,27
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Wijkcentrum De Erker,0606::SB12,3117 PR,2749,975,41,7,0,4,0,904,115,0,4,0,0,0,1019,127,111,172,68,152,134,124,26,4,19,11,27
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Jacobs Gasthuis,0606::SB14,3116 BC,2219,929,23,7,0,3,0,871,91,0,0,3,0,0,962,147,160,124,87,132,114,79,51,3,5,5,22
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Zorgcentrum François Haverschmidt,0606::SB15,3116 HW,330,367,6,1,0,2,0,335,37,0,2,0,0,0,372,77,62,49,26,55,46,21,18,0,0,2,11
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Openbare basisschool Het Kleurrijk,0606::SB16,3117 WE,1917,728,13,6,0,0,0,681,66,0,0,0,0,0,747,89,126,117,46,94,114,81,24,1,11,1,24
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Pronova College,0606::SB17,3118 BB,2537,656,50,6,0,2,0,627,87,0,0,2,0,0,714,125,78,136,46,117,53,30,18,2,26,5,20
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Zorgcentrum Schiewaegh,0606::SB19,3119 AT,2666,944,48,13,0,1,2,898,106,0,0,1,0,0,1006,121,94,185,82,120,109,101,46,5,28,12,41
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Openbare basisschool Het Startblok,0606::SB20,3119 GD,2099,502,64,3,0,3,0,486,86,0,0,3,0,0,572,109,37,103,20,72,55,37,11,1,28,2,27
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Wijkcentrum Dreesplein,0606::SB21,3119 CW,2943,1017,69,8,0,0,1,949,146,2,0,2,0,0,1096,202,85,191,78,145,106,99,45,8,27,12,19
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Openbare basisschool Het Windas,0606::SB23,3121 XP,1123,809,17,1,0,0,0,742,85,0,0,0,0,0,827,184,156,89,85,94,84,66,30,0,3,1,17
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Krona Lounge,0606::SB24,3124 KG,1253,1026,34,0,0,0,0,935,125,0,0,0,0,0,1060,300,167,123,76,89,93,117,32,2,5,1,21
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Recreatiezaal Van Beethovenflat,0606::SB25,3122 VL,2000,831,20,4,0,20,0,799,76,0,0,20,0,0,875,118,109,123,60,86,98,150,39,1,7,10,30
Delfland,Schiedam,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stembureau Zorg- en dienstencentrum De Nieuwe Harg,0606::SB26,3122 KT,1140,520,6,2,0,0,0,488,40,0,0,0,0,0,528,74,57,77,68,66,52,66,30,2,4,3,21
