contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,VVD,Partij van de Arbeid (P.v.d.A.),50PLUS,Werken aan Water,AWP niet politiek wel deskundig,ChristenUnie,Ouderen Appèl - Hart voor Water
De Dommel,Bergeijk,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeentehuis,1724::SB1,5571HB,2392,1171,24,9,0,0,3,1087,114,0,0,0,0,0,1204,225,230,245,135,65,211,29,8,23
De Dommel,Bergeijk,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Basisschool Prinses Beatrix,1724::SB3,5571EJ,1681,756,10,4,0,0,2,687,81,0,0,0,0,0,770,133,161,162,93,49,125,18,7,8
De Dommel,Bergeijk,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeenschapshuis Terlo,1724::SB4,5571KW,1296,597,23,4,0,0,0,532,92,0,0,0,0,0,624,61,182,158,29,32,108,13,2,12
De Dommel,Bergeijk,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Buurthuis 't Sant,1724::SB5,5571XJ,573,331,1,0,0,0,0,282,50,0,0,0,0,0,332,29,93,56,26,11,108,6,0,2
De Dommel,Bergeijk,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Basisschool Beisterveld,1724::SB6,5571RK,1721,816,7,0,0,0,0,746,77,0,0,0,0,0,823,126,155,146,106,60,176,25,10,12
De Dommel,Bergeijk,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau SCC de Kattendans,1724::SB7,5571CM,1297,685,19,6,0,0,0,629,81,0,0,0,0,0,710,109,188,159,70,43,88,11,6,11
De Dommel,Bergeijk,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,"Stembureau Gemeenschaphuis ""Den Eijkholt""",1724::SB8,5575BG,1314,504,9,1,0,2,0,469,43,0,2,0,0,0,512,56,122,72,37,21,174,13,3,6
De Dommel,Bergeijk,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,"Stembureau Gemeenschapshuis ""De Rietstek""",1724::SB9,5561AC,1995,1203,28,8,0,0,0,1097,142,0,0,0,0,0,1239,205,415,138,64,43,277,26,19,16
De Dommel,Bergeijk,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,"Stembureau Ontmoetingscentrum ""De Buitengaander""",1724::SB10,5563BC,1683,875,11,1,0,0,0,798,89,0,0,0,0,0,887,189,251,122,54,59,157,24,5,14
De Dommel,Bergeijk,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,"Stembureau Gemeenschaphuis ""Den Eijkholt""",1724::SB12,5575BG,1160,667,17,3,0,0,0,618,69,0,0,0,0,0,687,80,184,114,34,26,191,19,5,14
