contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,VVD,CDA,Partij van de Arbeid (P.v.d.A.),Partij voor de Dieren,Waterschap@inwonersbelangen,ChristenUnie,"AWP niet politiek, wel deskundig",Staatkundig Gereformeerde Partij (SGP),50PLUS
De Stichtse Rijnlanden,Houten,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Gemeentehuis,0321::SB1,3995 DW,2262,1740,37,12,0,0,3,1643,143,0,0,0,0,0,1789,454,147,192,177,217,117,152,123,62,99
De Stichtse Rijnlanden,Houten,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau RKBS Van Harte School,0321::SB2,3991 AA,1179,1051,17,1,0,0,0,958,111,0,0,0,0,0,1069,222,153,177,87,91,77,66,70,47,61
De Stichtse Rijnlanden,Houten,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Het Oude Station Houten,0321::SB3,3991 KX,1553,933,7,1,0,0,0,852,89,0,0,0,0,0,941,267,120,116,85,64,44,100,65,37,35
De Stichtse Rijnlanden,Houten,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau SCC De Grund,0321::SB4,3991 DX,1398,651,5,6,0,0,0,605,57,0,0,0,0,0,662,142,80,84,50,58,43,67,59,36,32
De Stichtse Rijnlanden,Houten,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau OBS De Bijenkorf,0321::SB5,3992 BK,1757,886,15,2,0,2,0,816,85,0,2,0,0,0,901,309,104,80,74,66,44,90,54,39,26
De Stichtse Rijnlanden,Houten,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau PCBS Wereldwijs,0321::SB6,3991 WE,2400,1396,19,7,0,5,1,1272,154,0,0,5,0,0,1427,352,162,180,129,109,96,164,95,47,62
De Stichtse Rijnlanden,Houten,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau RKBS De Zevensprong,0321::SB7,3992 RD,2226,1629,27,2,0,1,1,1490,166,0,1,0,0,0,1657,470,207,183,135,118,85,181,119,44,87
De Stichtse Rijnlanden,Houten,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Sociaal Culrureel Centrum De Meerkoet,0321::SB8,3993 EB,2098,1035,16,4,0,2,4,966,83,0,2,0,0,0,1053,254,74,103,102,100,74,110,89,48,81
De Stichtse Rijnlanden,Houten,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau OBS Klavertje Vier,0321::SB9,3993 GE,1883,1022,17,9,0,0,0,940,108,0,0,0,0,0,1048,269,85,101,101,104,86,95,69,51,61
De Stichtse Rijnlanden,Houten,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau PCBS Het Mozaïek Houten,0321::SB10,3994 BM,1832,1029,13,5,0,0,0,948,99,0,0,0,0,0,1047,261,97,95,111,107,70,135,65,30,58
De Stichtse Rijnlanden,Houten,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau OBS De Brug,0321::SB11,3994 EK,1256,1005,15,1,0,1,1,936,85,0,0,1,0,0,1022,289,110,125,102,90,40,100,80,16,53
De Stichtse Rijnlanden,Houten,AB2019_DeStichtseRijnlanden,Algemeen bestuur van het hoogheemraadschap De Stichtse Rijnlanden 2019,9,De Stichtse Rijnlanden,2019-03-20,Stembureau Sociaal Culrureel Centrum De Ploeg,0321::SB12,3997 MH,492,348,4,2,0,1,0,321,34,0,0,1,0,0,355,49,50,107,14,28,11,20,10,46,13
