contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,ChristenUnie,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Staatkundig Gereformeerde Partij (SGP),Lokaal Waterbeheer,AWP niet politiek wel deskundig,50PLUS,Verenigde Senioren Partij
Vallei en Veluwe,Baarn,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Gemeentehuis Baarn ing Laanstraat 1,0308::SB1,3743 BA,1583,1235,24,5,0,3,0,1153,108,0,3,0,0,0,1261,319,166,70,199,155,26,72,96,121,11
Vallei en Veluwe,Baarn,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Basisschool De Uitkijck,0308::SB2,3742 RC,1701,841,9,3,0,1,0,772,82,0,0,1,0,0,854,164,92,59,113,153,21,67,83,81,8
Vallei en Veluwe,Baarn,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Maria Koningin Kerk,0308::SB3,3742 XM,1313,703,11,6,0,0,0,682,38,0,0,0,0,0,720,89,68,74,143,114,9,62,42,95,7
Vallei en Veluwe,Baarn,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Guido de Bresschool ing Maatkampweg,0308::SB4,3742 TG,1294,741,25,3,0,2,0,712,59,0,0,2,0,0,771,112,70,65,117,113,24,53,68,117,2
Vallei en Veluwe,Baarn,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Gebouw De Pool,0308::SB5,3742 RL,1338,559,13,2,0,0,0,521,53,0,0,0,0,0,574,73,46,46,80,108,11,38,36,113,8
Vallei en Veluwe,Baarn,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Gebouw Elan,0308::SB6,3742 SJ,1525,739,4,2,0,0,0,682,63,0,0,0,0,0,745,149,73,60,132,96,7,56,61,92,13
Vallei en Veluwe,Baarn,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau NS station,0308::SB7,3743 KM,1262,1103,21,7,0,3,0,1033,101,0,0,3,0,0,1134,403,150,71,168,92,20,57,69,68,5
Vallei en Veluwe,Baarn,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Gebouw Brandpunt,0308::SB8,3743 KN,1321,765,8,4,0,0,0,674,103,0,0,0,0,0,777,273,89,52,119,67,12,23,70,56,4
Vallei en Veluwe,Baarn,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Rest. Greenfield's ingang  Chopinln,0308::SB9,3741 GS,1905,905,17,5,0,0,1,822,104,0,0,0,0,0,927,300,130,62,107,81,15,39,75,92,4
Vallei en Veluwe,Baarn,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Dorpshuis de Furs,0308::SB10,3749 AA,354,238,3,3,0,0,0,226,18,0,0,0,0,0,244,66,31,11,44,29,19,13,12,11,2
Vallei en Veluwe,Baarn,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Verzorgingstehuis De Blinkert,0308::SB11,3741 BE,1510,746,29,2,0,0,0,717,60,0,0,0,0,0,777,128,93,81,103,119,17,70,41,89,5
Vallei en Veluwe,Baarn,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Brandweerkazerne,0308::SB12,3741 WE,1703,1023,19,5,0,1,0,965,83,0,0,1,0,0,1048,258,104,69,154,144,18,62,113,97,4
Vallei en Veluwe,Baarn,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Woon- en zorgcentrum Santvoorde,0308::SB13,3741 VJ,1616,705,16,4,0,0,0,672,53,0,0,0,0,0,725,94,96,62,104,109,15,38,48,126,13
Vallei en Veluwe,Baarn,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Speeldoos,0308::SB14,3741 TA,1515,990,26,3,0,0,0,929,90,0,0,0,0,0,1019,186,149,76,164,139,13,58,75,125,5
