contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Waterbelang Venlo,Waterbelang Midden-Limburg,Waterbelang Heuvelland,Waterbelang Land van Weert + Leudal,Waterbelang Westelijke Mijnstreek,AWP niet politiek wel deskundig,Waterbelang Venray en Maasduinen,Waterbelang Horst-Helden-Beesel,Waterbelang Parkstad,Water Natuurlijk,Lokaal Limburg,Waterbelang Maastricht,50PLUS
Limburg,Beek,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeentehuis,0888::SB1,6191KA,1208,759,27,9,0,0,0,735,55,0,5,0,0,0,790,100,1,18,28,3,404,35,6,2,8,68,38,12,36
Limburg,Beek,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau De Dagbeeker,0888::SB2,6191TX,1169,640,17,9,0,0,0,606,55,0,5,0,5,0,661,55,0,15,27,5,350,31,1,0,3,64,45,18,26
Limburg,Beek,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Duivenlokaal,0888::SB3,6191TK,1185,586,13,0,0,0,0,553,46,0,0,0,0,0,599,45,8,20,29,4,283,25,0,1,4,63,49,13,42
Limburg,Beek,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Woon-Zorgcentrum,0888::SB4,6191KZ,1174,658,21,14,0,0,0,627,63,0,3,0,3,0,690,82,3,17,19,0,380,29,2,2,9,41,28,11,35
Limburg,Beek,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau L'Union,0888::SB5,6191BN,1286,589,30,5,0,9,0,568,47,0,9,0,0,0,615,42,0,10,23,2,354,17,4,0,6,46,33,18,34
Limburg,Beek,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Muziekschool,0888::SB6,6191VP,1191,514,27,1,0,8,0,495,39,0,8,0,0,0,534,32,5,20,15,6,296,17,4,0,7,41,34,8,29
Limburg,Beek,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeenschapshuis Neerbeek,0888::SB7,6191GN,954,633,13,7,0,6,1,600,58,0,0,6,0,0,659,35,2,3,16,0,382,39,1,0,5,55,34,8,53
Limburg,Beek,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Willem Tell,0888::SB8,6191RP,473,261,10,1,0,0,0,243,29,0,0,0,0,0,272,42,0,4,18,1,113,9,1,0,4,23,20,9,17
Limburg,Beek,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeenschapshuis Genhout,0888::SB9,6191NZ,1004,580,18,9,0,0,0,541,66,0,0,0,0,0,607,47,3,12,23,3,331,26,3,0,25,40,40,8,19
Limburg,Beek,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau MFC 't Raodhoes,0888::SB10,6176BE,1099,603,10,1,0,0,0,565,56,0,0,7,0,0,621,41,1,6,14,3,372,46,0,1,10,37,42,8,22
Limburg,Beek,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Bejaardensociëteit,0888::SB11,6176AS,983,537,12,2,0,0,0,506,44,0,1,0,1,0,550,49,4,7,16,5,318,48,0,0,7,29,27,4,23
Limburg,Beek,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Schutterijlokaal,0888::SB12,6176BZ,790,449,14,1,0,0,0,399,66,1,0,1,0,0,465,44,4,4,14,0,242,42,4,0,17,36,18,4,20
Limburg,Beek,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau School de Bron,0888::SB13,6191EK,1022,456,19,4,0,0,0,432,44,0,3,0,3,0,476,52,2,9,14,1,268,13,1,1,6,26,29,3,31
