contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),AWP niet politiek wel deskundig,Partij voor de Dieren,ChristenUnie-SGP,50PLUS,Trots op Nederland (TROTS)
Rijnland,Hillegom,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Villa Flora 1,0534::SB1,2181 EB,1180,779,13,3,0,0,0,720,75,0,0,0,0,0,795,162,115,110,91,102,80,39,70,10
Rijnland,Hillegom,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Verenigingsgebouw De Drempel,0534::SB2,2182 EM,1436,643,8,4,0,0,0,589,66,0,0,0,0,0,655,125,121,59,78,97,64,43,48,8
Rijnland,Hillegom,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Verenigingsgebouw De Bestemming,0534::SB3,2181 SW,1511,606,9,4,0,0,0,558,62,0,0,1,0,0,620,117,71,74,95,73,70,28,66,12
Rijnland,Hillegom,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Speeltuin Weerestein,0534::SB4,2182 XM,1594,776,13,4,0,0,1,764,25,0,3,0,0,0,790,165,131,93,72,156,62,37,52,8
Rijnland,Hillegom,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Zorgcentrum Parkwijk,0534::SB5,2181 DB,1417,641,17,4,0,0,0,614,49,0,0,1,0,0,663,130,97,62,74,119,63,27,63,6
Rijnland,Hillegom,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Zorgcentrum Bloemswaard,0534::SB6,2182 LA,1525,680,7,7,0,0,0,655,41,0,0,2,0,0,696,95,127,63,80,98,66,43,93,15
Rijnland,Hillegom,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Basisschool De Leerwinkel,0534::SB7,2181 VD,1259,619,5,3,0,0,0,574,53,0,0,0,0,0,627,127,88,81,66,70,76,38,62,11
Rijnland,Hillegom,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Basisschool De Giraf 1,0534::SB8,2182 WB,1101,1036,8,3,0,0,0,936,110,0,1,0,0,0,1046,212,149,128,137,133,105,57,102,13
Rijnland,Hillegom,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Dienstencentrum Elsbroek,0534::SB9,2182 TX,1634,987,26,8,0,0,0,945,77,0,0,1,0,0,1022,171,157,112,127,140,129,46,87,18
Rijnland,Hillegom,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Squash Hillegom,0534::SB10,2181 HG,1213,563,4,5,0,0,0,499,73,0,0,0,0,0,572,150,98,58,46,61,58,33,51,8
Rijnland,Hillegom,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Skicentrum Hillegom,0534::SB11,2181 CD,1392,783,19,3,0,0,0,730,75,0,0,0,0,0,805,217,105,101,92,94,73,32,64,5
Rijnland,Hillegom,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Villa Flora 2,0534::SB12,2181 EB,1156,823,10,5,0,0,1,783,59,0,0,5,0,0,843,182,123,92,97,112,87,28,92,10
Rijnland,Hillegom,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Basisschool De Giraf 2,0534::SB13,2182 WB,1335,369,4,0,0,0,0,346,27,0,0,0,0,0,373,76,41,49,40,52,34,31,41,5
