contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,ChristenUnie,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Staatkundig Gereformeerde Partij (SGP),Lokaal Waterbeheer,AWP niet politiek wel deskundig,50PLUS,Verenigde Senioren Partij
Vallei en Veluwe,Heerde,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,"Stembureau Hanzeheerd, Brinkhoven",0246::SB1,8181 DB,1450,986,18,5,0,0,0,924,85,0,0,0,0,0,1009,92,203,210,73,150,54,80,33,83,8
Vallei en Veluwe,Heerde,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Dorpshuis de Heerd,0246::SB2,8181 VZ,1601,1009,13,3,0,1,0,940,86,0,0,1,0,0,1026,91,175,191,96,207,37,76,48,81,7
Vallei en Veluwe,Heerde,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Sportscenter Bijsterbosch,0246::SB3,8181 LN,1357,449,6,1,0,0,0,411,45,0,0,0,0,0,456,58,69,76,54,83,8,47,22,30,2
Vallei en Veluwe,Heerde,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Rhijnsberg,0246::SB4,8181 XW,1637,1028,19,4,0,3,0,950,104,0,0,3,0,0,1054,135,190,199,93,181,63,69,36,56,6
Vallei en Veluwe,Heerde,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Gemeentekantoor Heerde,0246::SB5,8181 ET,1405,853,10,4,0,0,0,788,79,0,0,0,0,0,867,123,169,188,57,146,24,50,34,56,6
Vallei en Veluwe,Heerde,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Christelijk College de Noordgouw,0246::SB6,8181 EW,1348,572,3,0,0,0,0,523,52,0,0,0,0,0,575,81,96,160,58,69,19,53,25,11,0
Vallei en Veluwe,Heerde,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Jenaplanschool Heerde,0246::SB7,8181 LE,609,507,7,3,0,0,0,471,46,0,0,0,0,0,517,55,73,75,53,75,36,59,41,37,3
Vallei en Veluwe,Heerde,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Boerbrink,0246::SB8,8194 LT,696,461,1,1,0,0,0,427,36,0,0,0,0,0,463,56,67,55,68,77,40,45,25,26,2
Vallei en Veluwe,Heerde,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Hervormd Verenigingsgebouw,0246::SB9,8191 LV,1494,961,8,4,0,1,0,889,83,0,1,0,0,0,972,72,87,396,43,72,106,115,41,25,4
Vallei en Veluwe,Heerde,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,"Stembureau WZU Veluwe, Rehoboth",0246::SB10,8191 JE,1573,956,12,3,0,0,0,882,89,0,0,0,0,0,971,98,94,266,82,137,70,93,53,53,10
Vallei en Veluwe,Heerde,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Ds. van Maasschool,0246::SB11,8191 LH,1629,737,3,3,0,0,0,687,56,0,0,0,0,0,743,46,83,255,61,87,49,76,21,53,6
