contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,ChristenUnie,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Staatkundig Gereformeerde Partij (SGP),Lokaal Waterbeheer,AWP niet politiek wel deskundig,50PLUS,Verenigde Senioren Partij
Vallei en Veluwe,Voorst,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Gemeentehuis,0285::SB1,7391 KA,1270,1107,18,1,0,0,0,1020,106,0,0,0,0,0,1126,276,175,58,124,135,18,133,91,90,7
Vallei en Veluwe,Voorst,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Dorpshuis Voorst,0285::SB2,7383 CG,865,498,6,1,0,0,0,469,36,0,0,0,0,0,505,55,50,28,70,45,9,167,34,38,2
Vallei en Veluwe,Voorst,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau 'De Benring',0285::SB3,7383 XC,1104,621,14,3,0,0,0,598,40,0,0,0,0,0,638,103,72,28,55,92,11,184,20,50,6
Vallei en Veluwe,Voorst,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Multifunctioneel Centrum 'De Pauw',0285::SB4,7382 CC,1093,639,4,1,0,0,0,576,68,0,0,0,0,0,644,80,169,32,58,63,10,146,22,56,3
Vallei en Veluwe,Voorst,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Verenigingsgebouw Lawa Mena,0285::SB5,7391 KG,1082,444,13,2,0,0,0,416,43,0,0,0,0,0,459,51,68,29,50,75,14,69,27,58,3
Vallei en Veluwe,Voorst,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Openb basisschool Wilp-Achterhoek,0285::SB6,7384 DE,720,445,3,0,0,0,0,410,38,0,0,0,0,0,448,62,116,22,43,25,21,107,10,36,3
Vallei en Veluwe,Voorst,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau 'Bethel',0285::SB7,7384 CS,1013,372,2,1,0,0,0,352,23,0,0,0,0,0,375,98,68,12,26,47,7,70,18,26,0
Vallei en Veluwe,Voorst,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Dorpshuis 'de Pompe',0285::SB8,7384 BD,935,547,5,0,0,0,0,513,39,0,0,0,0,0,552,123,86,14,82,66,11,100,26,36,3
Vallei en Veluwe,Voorst,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,"Stembureau Schoolgebouw 'Wilpse Dijk',",0285::SB9,7391 JM,1155,529,4,2,0,0,0,490,45,0,0,0,0,0,535,121,70,22,86,76,7,76,40,28,3
Vallei en Veluwe,Voorst,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Bibliotheek,0285::SB10,7391 DH,1416,748,7,6,0,0,0,713,48,0,0,0,0,0,761,110,127,25,85,117,13,127,50,85,9
