contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Ons Water,West-Brabant Waterbreed,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),50PLUS,AWP niet politiek wel deskundig,ChristenUnie,Partij voor de Dieren
Brabantse Delta,Geertruidenberg,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Gemeentehuis,0779::SB1,4941DX,2568,1424,23,16,0,0,3,1296,164,0,0,0,0,0,1463,249,105,389,165,156,84,129,35,19,93
Brabantse Delta,Geertruidenberg,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Woonzorgcentrum de Mauritsstaete,0779::SB2,4931HV,1122,755,9,7,0,0,0,712,57,0,2,0,2,0,769,90,76,190,97,53,70,71,26,6,76
Brabantse Delta,Geertruidenberg,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau RK Kerk Gertrudis,0779::SB3,4931BP,1452,554,8,3,0,0,0,508,57,0,0,0,0,0,565,81,39,129,60,85,48,49,17,9,37
Brabantse Delta,Geertruidenberg,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Schattelijn,0779::SB4,4931AZ,1301,616,9,4,0,0,0,585,44,0,0,0,0,0,629,109,48,160,54,65,46,50,23,7,54
Brabantse Delta,Geertruidenberg,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau kinderboerderij de Kromme Akker,0779::SB5,4931XA,1723,556,6,1,0,0,0,514,49,0,0,0,0,0,563,76,33,161,75,56,42,47,11,7,48
Brabantse Delta,Geertruidenberg,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau locatie Dongemondcollege,0779::SB6,4942VC,1700,572,7,2,0,0,0,519,62,0,0,0,0,0,581,126,54,234,44,36,24,0,20,4,30
Brabantse Delta,Geertruidenberg,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Zorgcentrum Het Hoge Veer,0779::SB7,4941KH,2240,928,14,5,0,0,0,855,92,0,0,0,0,0,947,172,130,280,84,75,54,56,10,16,51
Brabantse Delta,Geertruidenberg,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Bibliotheek,0779::SB8,4941GE,1848,759,7,4,0,0,0,689,81,0,0,0,0,0,770,117,90,262,62,66,36,60,6,9,51
Brabantse Delta,Geertruidenberg,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Buurthuis De Schelf,0779::SB9,4942AW,1692,1034,11,2,0,0,0,945,102,0,0,0,0,0,1047,123,80,382,62,112,81,77,30,16,71
Brabantse Delta,Geertruidenberg,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Ontmoetingscentrum Raamsdonk,0779::SB10,4944XD,1698,906,21,0,0,0,0,841,86,0,0,0,0,0,927,117,179,158,155,127,36,66,13,7,48
