contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Waterbelang Venlo,Waterbelang Midden-Limburg,Waterbelang Heuvelland,Waterbelang Land van Weert + Leudal,Waterbelang Westelijke Mijnstreek,AWP niet politiek wel deskundig,Waterbelang Venray en Maasduinen,Waterbelang Horst-Helden-Beesel,Waterbelang Parkstad,Water Natuurlijk,Lokaal Limburg,Waterbelang Maastricht,50PLUS
Limburg,Landgraaf,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Raadhuis,0882::SB1,6371LA,1459,1127,42,16,0,0,1,1054,130,0,0,0,0,0,1185,48,9,16,26,3,32,24,2,1,655,75,167,12,57
Limburg,Landgraaf,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Zorgcentrum De Dormig,0882::SB2,6371XN,1158,514,14,4,0,0,0,472,60,0,0,0,0,0,532,44,3,13,14,4,16,18,4,0,287,36,57,3,15
Limburg,Landgraaf,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Ontmoetingscentrum A gen Bruk,0882::SB3,6371HW,1306,522,21,1,0,0,0,485,60,1,0,1,0,0,545,44,4,5,8,1,20,9,0,0,295,37,69,5,25
Limburg,Landgraaf,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Parochiezaal Kerkplein,0882::SB11,6372 EZ,1513,793,17,0,0,0,0,727,83,0,0,0,0,0,810,51,2,14,23,0,19,15,1,0,489,53,90,4,32
Limburg,Landgraaf,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Ontmoetingscentrum A gen Maar,0882::SB12,6372EP,1554,736,37,5,0,0,0,696,82,0,0,0,0,0,778,30,6,4,41,1,21,20,1,1,453,33,89,6,30
Limburg,Landgraaf,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Zorgcentrum Dr. Calshof,0882::SB22,6372 SP,1901,891,50,3,0,0,0,869,75,0,0,0,0,0,944,56,5,13,32,0,45,30,3,0,525,47,105,7,23
Limburg,Landgraaf,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau De Oefenbunker,0882::SB23,6371 HX,739,294,8,2,0,0,0,283,21,0,0,0,0,0,304,14,0,3,7,1,10,6,0,0,180,22,29,2,20
Limburg,Landgraaf,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Basisschool Harlekijn,0882::SB30,6372 AC,1507,632,20,4,0,1,0,570,87,0,0,1,0,0,657,41,6,17,26,4,22,21,0,1,348,45,69,4,28
Limburg,Landgraaf,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau 't Noaberhoes De Wendelwiek,0882::SB32,6372 VV,1756,764,17,10,0,2,0,700,93,0,0,2,0,0,793,48,4,8,25,0,36,16,0,2,424,70,84,13,34
Limburg,Landgraaf,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Buurthuis de Molt,0882::SB42,6371 EC,1514,634,25,0,0,0,0,569,90,0,0,0,0,0,659,62,5,11,28,3,20,9,1,1,332,54,66,5,37
Limburg,Landgraaf,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Harmoniezaal SUN-plein,0882::SB101,6373 LG,1634,778,20,5,0,0,0,726,78,1,0,1,0,0,804,37,6,12,22,0,16,9,0,1,441,41,148,4,41
