contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),AWP niet politiek wel deskundig,Partij voor de Dieren,ChristenUnie-SGP,50PLUS,Trots op Nederland (TROTS)
Rijnland,Leiden,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Stadhuis (1),0546::SB1,2311 EJ,974,1016,37,3,0,0,1,1015,52,12,0,12,0,0,1068,217,64,204,188,69,213,39,18,4
Rijnland,Leiden,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Rijksmuseum van Oudheden (2),0546::SB2,2311 EW,1003,1189,32,2,0,0,4,1219,0,0,0,0,0,0,1223,251,70,271,228,80,203,67,17,2
Rijnland,Leiden,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Erfgoed Leiden en Omstreken,0546::SB3,2311 PZ  ,1962,1093,22,13,0,1,0,1057,70,0,1,0,0,0,1127,213,95,225,224,63,216,41,13,3
Rijnland,Leiden,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Huis op de Waard,0546::SB4,2312 JP,2730,945,26,9,0,0,0,930,50,0,0,0,0,0,980,153,60,191,181,58,211,36,46,9
Rijnland,Leiden,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Leger des Heils,0546::SB6,2312 SR,2586,1165,32,8,0,1,0,1128,76,0,1,0,0,0,1204,183,80,233,252,73,245,63,27,9
Rijnland,Leiden,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Hooglandse Huys,0546::SB7,2312 KC,2496,1312,39,13,0,0,2,1290,72,0,0,0,0,0,1364,214,94,251,254,88,291,83,36,1
Rijnland,Leiden,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Woningcorporatie De Sleutels,0546::SB9,2311 NV,2412,1132,35,11,0,0,0,1093,85,0,0,0,0,0,1178,175,75,226,240,85,225,42,49,15
Rijnland,Leiden,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Marehuis,0546::SB10,2312 XS,2415,1132,44,3,0,5,0,1131,53,0,0,5,0,0,1184,181,80,256,234,73,228,50,27,3
Rijnland,Leiden,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Museum Volkenkunde,0546::SB12,2312 BS,2462,1195,36,3,0,0,0,1147,87,0,0,0,0,0,1234,167,86,237,267,78,250,77,31,2
Rijnland,Leiden,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Schouwenhove,0546::SB14,2332 DP,2066,1096,33,8,0,3,0,1056,78,0,3,0,0,0,1134,156,98,170,235,66,195,60,101,15
