contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,"Groen, Water & Land",VVD,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Natuurlijk BBW,50PLUS,AWP niet politiek wel deskundig,ChristenUnie
Hollands Noorderkwartier,Heiloo,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Gemeentehuis Heiloo,0399::SB1,1851 JL,2029,1404,26,3,0,0,0,1329,105,1,0,1,0,0,1434,350,249,165,152,229,46,72,103,38
Hollands Noorderkwartier,Heiloo,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Basisschool Paulus,0399::SB2,1851 ZC,1600,922,17,5,0,0,0,871,73,0,0,0,0,0,944,254,155,115,111,113,33,55,62,24
Hollands Noorderkwartier,Heiloo,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Basisschool de Springschans,0399::SB3,1851 MA,2156,1339,20,3,0,1,1,1258,104,0,0,1,0,0,1363,371,183,168,164,197,59,60,108,29
Hollands Noorderkwartier,Heiloo,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Bowling Heiloo,0399::SB4,1851 ND,1680,1030,19,4,1,0,2,957,95,0,1,0,0,0,1054,279,179,104,162,111,31,47,93,24
Hollands Noorderkwartier,Heiloo,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Wijkgebouw Ypsalon,0399::SB5,1851 ZC,2010,1126,18,3,0,5,0,1064,103,12,20,0,0,3,1167,273,248,121,117,157,37,71,73,29
Hollands Noorderkwartier,Heiloo,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Jan van Rijckenborghschool,0399::SB6,1852 CC,2334,1452,21,9,0,2,0,1354,130,0,0,2,0,0,1484,403,282,197,143,179,36,52,113,47
Hollands Noorderkwartier,Heiloo,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Bibliotheek Heiloo,0399::SB7,1852 AR,1878,1507,30,5,0,0,0,1432,110,0,0,0,0,0,1542,365,185,161,226,257,47,115,108,43
Hollands Noorderkwartier,Heiloo,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Basisschool Elckerlyc,0399::SB8,1852 WS,1936,1054,11,2,0,2,0,964,101,0,2,0,0,0,1065,285,133,141,114,168,40,75,66,32
Hollands Noorderkwartier,Heiloo,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau De Benedictusschool,0399::SB9,1851 CK,1444,901,13,3,0,0,0,858,61,2,0,2,0,0,919,221,143,123,127,93,45,51,69,29
Hollands Noorderkwartier,Heiloo,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau R.K. Basisschool Willibrord,0399::SB10,1852 WS,1983,1147,14,3,0,0,0,1042,122,0,0,0,0,0,1164,301,212,122,132,141,40,71,88,40
Hollands Noorderkwartier,Heiloo,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Mobiel stembureau,0399::SB11,,0,69,1,2,0,0,0,67,4,0,1,0,1,0,71,14,9,2,18,15,3,4,1,3
