contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),AWP niet politiek wel deskundig,Partij voor de Dieren,ChristenUnie-SGP,50PLUS,Trots op Nederland (TROTS)
Rijnland,Haarlemmermeer,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Raadhuis,0394::SB1,2132 TZ,1644,1293,20,4,0,2,0,1164,151,0,2,0,0,0,1315,330,153,183,199,82,140,59,130,17
Rijnland,Haarlemmermeer,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Wijkcentrum De Nieuwe Silo,0394::SB2,2132 VJ,1288,351,12,0,0,0,0,327,36,0,0,0,0,0,363,73,33,39,59,23,54,23,40,7
Rijnland,Haarlemmermeer,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Kruiskerk,0394::SB3,2132 CN,1814,795,12,2,0,1,0,717,93,0,0,1,0,0,810,169,116,83,133,71,69,52,88,14
Rijnland,Haarlemmermeer,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Juliana van Stolbergschool,0394::SB4,2132 AT,1487,553,0,10,0,0,0,488,75,0,0,0,0,0,563,126,56,60,82,56,60,52,52,9
Rijnland,Haarlemmermeer,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Verz.huis de Meerstede,0394::SB5,2131 XW,1365,560,13,3,0,4,0,531,41,0,4,0,0,0,572,131,95,39,77,31,62,35,79,11
Rijnland,Haarlemmermeer,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Huurders Haarl'meer,0394::SB6,2131 AX,1412,664,11,7,0,1,0,608,73,0,1,0,0,0,681,148,88,77,112,51,57,46,66,19
Rijnland,Haarlemmermeer,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Verz.huis Horizon,0394::SB7,2131 WE,948,556,12,2,0,1,0,520,49,0,1,0,0,0,569,145,84,66,57,31,62,51,52,8
Rijnland,Haarlemmermeer,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau School De Caleidoscoop,0394::SB8,2131 VN,1254,592,10,2,0,0,0,536,68,0,0,0,0,0,604,113,73,79,106,38,75,47,57,4
Rijnland,Haarlemmermeer,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Wijkcentrum de Boerderij,0394::SB9,2131 TG,1487,900,11,3,0,0,0,846,68,0,0,0,0,0,914,169,111,120,150,72,98,53,109,18
Rijnland,Haarlemmermeer,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau 1e Montessorischool,0394::SB10,2131 RV,1366,721,8,1,0,0,0,672,58,0,0,0,0,0,730,175,82,98,139,56,80,24,62,5
