contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,VVD,Partij van de Arbeid (P.v.d.A.),50PLUS,Werken aan Water,AWP niet politiek wel deskundig,ChristenUnie,Ouderen Appèl - Hart voor Water
De Dommel,Goirle,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeentehuis,0785::SB1,,1395,912,42,4,0,0,0,888,70,0,0,0,0,0,958,340,136,104,146,90,34,31,11,20
De Dommel,Goirle,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Zorgcentrum Elisabeth,0785::SB2,,1503,520,16,7,0,0,1,489,53,0,0,0,0,0,543,179,116,44,71,49,23,23,2,13
De Dommel,Goirle,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Zorgcentrum Guldenakker,0785::SB3,,1471,727,30,1,0,0,0,698,60,0,0,0,0,0,758,249,126,80,99,86,41,18,7,21
De Dommel,Goirle,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau BS Den Bongerd,0785::SB4,,1386,664,19,1,0,0,0,616,67,0,1,0,1,0,683,269,95,78,115,54,22,19,5,7
De Dommel,Goirle,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,"Stembureau Café ""Bij Ons"" Frankenhal",0785::SB5,,1497,790,24,1,0,2,0,762,51,0,2,0,0,0,813,300,77,111,133,76,35,27,13,18
De Dommel,Goirle,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau BS De Kleine Akkers,0785::SB6,,1291,671,25,4,0,0,0,649,51,0,0,0,0,0,700,235,107,137,82,50,22,20,5,13
De Dommel,Goirle,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau BS De Regenboog,0785::SB7,,1588,820,19,2,0,0,0,768,73,0,0,0,0,0,841,282,139,138,115,64,28,26,9,19
De Dommel,Goirle,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau BS De Bron,0785::SB8,,1713,680,8,1,0,0,1,610,78,0,0,0,0,0,689,217,121,136,93,51,27,21,2,12
De Dommel,Goirle,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau CC Jan van Besouw,0785::SB9,,1383,652,20,4,0,0,0,633,43,0,0,0,0,0,676,219,104,56,124,69,19,20,8,33
De Dommel,Goirle,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Mill-Hillcollege,0785::SB10,,663,271,10,2,0,0,0,255,26,0,2,0,0,0,281,93,41,68,33,11,6,7,7,5
De Dommel,Goirle,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Sporthal De Wissel,0785::SB11,,1230,631,20,2,0,1,0,591,63,0,0,1,0,0,654,209,74,136,108,41,24,21,5,13
De Dommel,Goirle,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau BS 't Schrijverke,0785::SB12,,1564,960,24,8,0,0,0,916,77,1,0,1,0,0,993,327,143,204,132,82,25,22,7,18
