contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,"AWPenLRR niet politiek, wel lokaal",Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),VVD,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,ChristenUnie,50PLUS
Rivierenland,Tiel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Stadhuis,0281::SB1,4001 MV,2287,952,10,4,0,0,0,869,97,0,0,0,0,0,966,187,52,137,156,143,22,136,24,95
Rivierenland,Tiel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Verenigingsgebouw AVGN,0281::SB2,4001 WJ,1602,744,19,1,0,0,0,684,79,0,1,0,1,0,763,160,40,107,141,91,7,79,20,99
Rivierenland,Tiel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Zorgcentrum Walstede,0281::SB3,4001 HE,1572,759,13,2,0,0,0,675,99,0,0,0,0,0,774,163,39,113,116,117,13,100,28,70
Rivierenland,Tiel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Verenigingsgebouw KTVM,0281::SB4,4001 HZ,1995,669,24,1,0,0,0,635,59,0,0,0,0,0,694,92,44,117,110,50,16,103,24,113
Rivierenland,Tiel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Centrum Oosthonk,0281::SB5,4005 VR,1877,812,22,4,0,0,0,737,101,0,0,0,0,0,838,154,69,122,126,109,16,80,28,108
Rivierenland,Tiel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau De Vier Gravinnen,0281::SB6,4001 RZ,2510,810,35,3,0,0,1,732,115,0,0,0,0,0,848,166,46,71,175,99,14,93,31,115
Rivierenland,Tiel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau De Achtbaan,0281::SB7,4005 VP,1877,597,29,3,0,0,0,563,66,0,0,0,0,0,629,108,41,76,89,102,7,70,20,84
Rivierenland,Tiel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Verpleeghuis Vrijthof,0281::SB8,4003 CA,1759,828,17,5,0,1,0,761,91,0,0,2,0,0,852,197,47,140,108,153,19,71,29,64
Rivierenland,Tiel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Betuwe Sporthal,0281::SB9,4006 AJ,2656,847,24,14,0,0,0,785,100,0,0,0,0,0,885,175,27,105,179,78,16,97,28,142
Rivierenland,Tiel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Zorgcentrum Lingewaarde,0281::SB10,4002 AG,1760,918,16,2,0,0,0,830,104,0,2,0,2,0,934,217,38,135,127,169,17,79,30,106
Rivierenland,Tiel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Centrum Westroyen,0281::SB11,4003 AL,1725,681,19,2,0,0,0,631,71,0,0,0,0,0,702,124,67,97,122,59,10,67,28,107
Rivierenland,Tiel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau activiteitengebouw kerk Wadenoijen,0281::SB12,4014 MB,1540,836,11,6,0,0,0,743,110,0,0,0,0,0,853,175,49,103,83,161,88,61,33,83
Rivierenland,Tiel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Drumptse Hof,0281::SB13,4003 GA,1710,1053,25,3,0,0,0,960,121,0,0,0,0,0,1081,246,48,138,157,192,10,99,54,109
Rivierenland,Tiel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau ROC Rivor,0281::SB14,4003 KZ,1684,783,16,3,0,0,0,716,88,2,0,2,0,0,804,169,31,128,108,121,15,72,30,109
Rivierenland,Tiel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,"Stembureau Prins Mauritsschool, locatie Passewaaij",0281::SB15,4007 HD,2025,491,10,1,0,0,0,439,63,0,0,0,0,0,502,94,21,52,72,105,9,38,35,65
Rivierenland,Tiel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Rotondaschool,0281::SB16,4007 TJ,1928,1156,8,4,0,0,0,1048,120,0,0,0,0,0,1168,206,63,157,176,228,15,114,55,142
Rivierenland,Tiel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau De Waayer,0281::SB17,4007 TP,1333,1065,11,8,0,0,0,952,132,0,0,0,0,0,1084,200,77,178,144,216,20,89,41,100
Rivierenland,Tiel,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau gebouw Wijkvereniging Passewaaij,0281::SB18,4007 TS,1939,643,17,2,0,0,0,595,67,0,0,0,0,0,662,114,40,113,84,136,13,58,22,63
