contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),AWP niet politiek wel deskundig,Partij voor de Dieren,ChristenUnie-SGP,50PLUS,Trots op Nederland (TROTS)
Rijnland,Zandvoort,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Zandvoorts Museum,0473::SB1,2042 KA,1379,855,14,3,0,0,2,788,82,0,0,0,0,0,872,235,138,75,120,71,103,14,76,23
Rijnland,Zandvoort,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Strandhotel Centerparcs,0473::SB2,2041 JB,1386,507,16,6,0,0,0,494,35,0,0,0,0,0,529,105,90,55,56,29,77,11,65,19
Rijnland,Zandvoort,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Oranje Nassauschool,0473::SB3,2042 CH,1444,890,15,4,0,6,2,825,88,0,0,6,0,0,915,265,151,86,107,60,117,20,64,20
Rijnland,Zandvoort,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,"Stembureau Stembureau Brede-School ""De Blauwe Tram""",0473::SB4,2042 VD,1719,642,10,3,0,0,0,599,57,1,0,1,0,0,656,176,123,64,84,58,65,6,55,11
Rijnland,Zandvoort,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Rode Kruisgebouw,0473::SB5,2041 NN,1644,722,20,3,0,0,0,672,76,3,0,3,0,0,748,112,140,69,95,55,117,14,91,29
Rijnland,Zandvoort,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,"Stembureau Stembureau Brede-school ""De Blauwe Tram""",0473::SB6,2042 VD,1146,605,13,3,0,2,0,552,67,0,2,0,0,0,619,194,116,51,70,38,72,3,53,8
Rijnland,Zandvoort,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Stichting Pluspunt Zandvoort (A),0473::SB7,2041 VW,2375,524,20,6,0,0,0,511,39,0,0,0,0,0,550,83,83,68,66,34,89,11,70,20
Rijnland,Zandvoort,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Woonzorgcentrum Huis in de Duinen,0473::SB8,2042 XR,978,428,15,1,0,0,0,399,45,0,0,0,0,0,444,100,81,39,48,34,50,11,58,7
Rijnland,Zandvoort,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Nieuw-Unicum,0473::SB9,2042 XK,177,111,3,1,0,0,0,109,6,0,0,0,0,0,115,18,25,14,14,9,15,9,6,1
Rijnland,Zandvoort,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Woonzorgcentrum  A.G.Bodaan,0473::SB10,2116 TR,826,516,8,2,0,0,0,474,53,1,0,1,0,0,527,254,51,60,34,31,47,10,26,3
Rijnland,Zandvoort,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Stichting Pluspunt Zandvoort (B),0473::SB11,2041 VP,0,505,0,0,0,0,0,505,0,0,0,0,0,0,505,83,84,67,50,45,70,13,72,21
Rijnland,Zandvoort,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Station NS,0473::SB12,2041 AB,1186,923,20,4,0,0,0,860,88,1,0,1,0,0,948,224,137,95,121,57,157,29,79,24
