contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,VVD,Partij van de Arbeid (P.v.d.A.),50PLUS,Werken aan Water,AWP niet politiek wel deskundig,ChristenUnie,Ouderen Appèl - Hart voor Water
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Het Klooster Raadszaal,0820::SB1,5671 GA,1415,1198,51,11,0,0,1,1148,110,0,1,0,1,0,1259,378,124,154,187,128,44,124,23,36
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau BS De Dassenburcht,0820::SB3,5671 VP,1510,1046,29,5,0,0,0,983,102,5,0,5,0,0,1085,339,168,160,163,66,39,79,14,18
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau BS De Nieuwe Linde,0820::SB5,5673 AP,1411,936,35,6,0,0,1,862,114,0,0,0,0,0,977,287,103,161,114,50,34,155,13,19
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Brede School De Wentelwiek,0820::SB6,5672 HZ,1512,1010,47,8,0,0,0,958,107,0,0,0,0,0,1065,344,131,181,140,72,50,61,16,15
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Nuenenscollege,0820::SB7,5671 GR,2312,533,17,7,0,4,0,509,44,0,4,0,0,0,553,169,80,58,90,61,31,26,6,12
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Wijkgebouw Scarabee,0820::SB8,5672 EA,780,466,16,1,0,0,0,436,47,0,0,0,0,0,483,181,38,41,85,55,19,31,6,10
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gasterij Jo van Dijkhof,0820::SB9,5672 DA,1282,976,12,4,0,0,2,924,66,0,0,0,0,0,992,367,123,99,144,89,37,63,27,27
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau BS De Crijnsschool,0820::SB10,5672 ST,1349,782,19,4,0,1,0,733,71,0,1,0,0,0,804,261,82,131,144,57,27,36,18,26
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeenschapshuis De Koppelaar,0820::SB11,5674 NW,711,448,12,0,0,0,0,435,26,1,0,1,0,0,461,107,76,65,94,39,26,25,8,8
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeenschapshuis D'n Heuvel,0820::SB12,5674 RR,1650,871,37,5,0,1,0,816,98,0,0,1,0,0,914,268,168,125,80,90,42,54,18,26
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeenschapshuis Enode,0820::SB13,5674 VR,622,348,18,5,0,0,0,349,22,0,0,0,0,0,371,93,36,66,55,37,13,32,10,6
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Locatie Brede School Oude Landen,0820::SB14,5673 PS,3030,1344,37,9,0,0,0,1244,146,0,0,0,0,0,1390,425,172,254,179,111,43,105,29,26
De Dommel,"Nuenen, Gerwen en Nederwetten",AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeentehuis,0820::SB15,5671 CK,1264,553,24,3,0,0,1,515,64,0,0,0,0,0,580,147,95,124,73,29,16,53,13,3
