contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,ChristenUnie,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Staatkundig Gereformeerde Partij (SGP),Lokaal Waterbeheer,AWP niet politiek wel deskundig,50PLUS,Verenigde Senioren Partij
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Nieuw Salem,1581::SB1,3971 CA,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Ontmoetingscentrum De Vijver,1581::SB2,3971 KW,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Sparrenheide,1581::SB3,3971 DA,295,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Landgoed Kraaybeekerhof,1581::SB4,3972 EJ,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Beukenhorst,1581::SB5,3972 HA,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Parklaankerk,1581::SB6,3972 JH,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau CBS De Uilenburcht,1581::SB7,3972 XD,250,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Gereformeerde Kerk de Bron,1581::SB8,3972 DC,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau 't Hoge Licht,1581::SB9,3972 PX,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Ontmoetingskapel,1581::SB10,3951 AB,164,873,13,2,1,0,0,822,67,0,0,1,0,0,889,180,136,41,190,84,42,56,96,44,4
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Dorpskerk,1581::SB11,3953 MH,98,669,3,3,0,0,0,602,70,0,3,0,3,0,672,98,140,39,98,51,117,34,52,38,2
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Kerk De Ark,1581::SB12,3951 LC,146,502,5,3,0,0,0,459,51,0,0,0,0,0,510,142,60,39,86,41,16,34,51,29,4
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Twee Marken,1581::SB13,3951 CR,514,1153,20,3,0,0,0,1089,83,0,4,0,4,0,1172,231,179,80,245,123,32,74,132,52,5
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Kerkgebouw De Ark,1581::SB14,3958 CG,174,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Proloog,1581::SB15,3958 KA,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Ridderhof,1581::SB16,3958 DC,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Buurthucht,1581::SB17,3959 AM,241,763,4,4,0,0,0,661,110,0,0,0,0,0,771,78,88,93,51,24,338,24,23,38,6
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Michaëlhuis,1581::SB18,3956 BW,213,34,0,0,0,1,0,33,0,0,1,0,0,0,33,1,4,3,7,1,14,1,1,2,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau WereldKidz Meander,1581::SB19,3956 EW,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Schermerij,1581::SB20,3956 HA,194,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau De Binder,1581::SB21,3956 ED,186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Cultuurhuis Pléiade,1581::SB22,3941 HV,229,21,0,0,0,0,0,18,3,0,0,0,0,0,21,9,4,1,3,1,1,0,2,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Het Zonnehuis,1581::SB23,3941 DR,252,5,0,0,0,0,0,5,0,0,0,0,0,0,5,0,1,1,2,0,1,0,0,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Sporthal Steinheim,1581::SB24,3941 MB,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Huize Beatrix,1581::SB25,3941 ZE,234,6,0,0,0,0,0,5,0,0,1,0,1,0,5,2,1,1,1,0,0,0,1,0,0
Vallei en Veluwe,Utrechtse Heuvelrug,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Park Boswijk,1581::SB26,3941 AA,181,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
