contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,FNP,Partij van de Arbeid (P.v.d.A.),Lagere Lasten Burger,VVD,ChristenUnie,Partij voor de Dieren,50PLUS
Fryslân,Leeuwarden,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Stadhuis,0080::SB1,8911 HJ,1280,970,17,3,0,0,0,938,55,3,0,3,0,0,993,68,199,70,223,64,100,55,156,35
Fryslân,Leeuwarden,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau De Kanselarij,0080::SB2,8911 KS,1473,587,8,1,0,0,1,565,27,0,3,0,3,0,593,43,104,41,114,42,81,44,101,17
Fryslân,Leeuwarden,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dominicuskerk,0080::SB3,8913 CE,1364,908,13,3,0,0,0,852,75,3,0,3,0,0,927,100,188,71,181,63,101,63,102,39
Fryslân,Leeuwarden,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Wijkgebouw De Toekomst,0080::SB4,8913 GL,1642,995,16,5,0,0,5,995,16,0,0,0,0,0,1016,110,208,77,202,95,102,70,83,48
Fryslân,Leeuwarden,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Pelikaankerk,0080::SB5,8916 AE,1589,956,12,4,0,0,0,906,66,0,0,0,0,0,972,132,183,55,179,86,94,81,109,37
Fryslân,Leeuwarden,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau M.f.c. Westenkwartier,0080::SB6,8915 CD,1477,515,13,3,0,0,0,510,21,0,0,0,0,0,531,53,83,58,101,64,36,27,57,36
Fryslân,Leeuwarden,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Wijkzorgcentrum de Hofwijck,0080::SB7,8917 AZ,1389,714,10,2,0,0,0,638,88,0,0,0,0,0,726,91,129,40,184,39,95,34,74,28
Fryslân,Leeuwarden,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau M.f.c. Tylkedam,0080::SB8,8918 LW,1434,438,4,3,0,0,0,415,30,0,0,0,0,0,445,38,75,34,90,61,24,34,40,42
Fryslân,Leeuwarden,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Wijkgebouw Bilgaard,0080::SB9,8918 HV,1265,807,18,3,0,0,0,759,69,0,0,0,0,0,828,78,101,52,188,156,40,36,74,82
Fryslân,Leeuwarden,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Adventkerk,0080::SB10,8918 AA,1585,593,9,2,0,0,1,564,39,0,0,0,0,0,604,56,126,36,120,62,23,55,77,38
Fryslân,Leeuwarden,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau M.f.c. Westeinde,0080::SB11,8915 DZ,1714,1305,21,5,0,0,0,1214,116,0,1,0,1,0,1330,160,218,110,252,192,102,98,105,68
Fryslân,Leeuwarden,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Wijkzorgcentrum Swettehiem,0080::SB12,8915 EH,1408,523,5,0,0,0,0,496,32,0,0,0,0,0,528,83,83,41,114,55,28,38,36,45
Fryslân,Leeuwarden,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Wijkzorgcentrum Sint Jozef,0080::SB13,8922 JA,1521,538,10,3,0,0,0,526,24,0,1,0,1,0,550,46,87,50,109,73,29,33,73,38
Fryslân,Leeuwarden,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau De Fontein,0080::SB14,8922 CP,1490,648,11,3,0,0,0,626,36,0,0,0,0,0,662,61,106,50,114,76,37,63,100,41
Fryslân,Leeuwarden,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau M.f.c. Het Mozaiek,0080::SB15,8923 BW,1584,741,12,3,0,0,1,684,71,0,0,0,0,0,756,62,109,61,143,117,51,51,89,58
Fryslân,Leeuwarden,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau M.f.c. Het Mozaiek,0080::SB16,8923 BW,1724,484,5,3,0,0,1,445,46,0,0,0,0,0,492,29,66,28,110,64,42,61,43,41
Fryslân,Leeuwarden,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Wijkcentrum Tjerk Hiddes,0080::SB17,8921 NM,1361,491,14,1,0,0,0,481,25,0,0,0,0,0,506,38,70,44,95,64,38,24,68,50
Fryslân,Leeuwarden,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Wijkgebouw Cambuursterhoek,0080::SB18,8921 TL,1278,623,3,1,0,0,1,574,50,0,2,0,0,0,625,39,75,60,140,89,36,34,88,62
Fryslân,Leeuwarden,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Emmastate,0080::SB19,8921 AG,1523,575,8,4,0,0,0,559,28,0,0,0,0,0,587,36,118,58,109,48,41,33,108,24
Fryslân,Leeuwarden,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Wijkgebouw Insulinde,0080::SB20,8924 AS,1361,474,9,5,0,0,0,455,33,0,0,0,0,0,488,39,83,35,87,81,20,17,64,48
Fryslân,Leeuwarden,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Wijkgebouw Schieringen,0080::SB21,8924 EJ,1600,540,8,7,0,2,0,516,37,0,2,0,0,0,553,32,74,43,106,94,19,35,103,34
Fryslân,Leeuwarden,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau M.f.c. Camminghastins,0080::SB22,8925 CK,1363,645,9,1,0,0,0,609,46,0,0,0,0,0,655,48,81,48,143,93,37,47,72,76
