contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,VVD,Partij van de Arbeid (P.v.d.A.),50PLUS,Werken aan Water,AWP niet politiek wel deskundig,ChristenUnie,Ouderen Appèl - Hart voor Water
De Dommel,Eersel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Muzenval 1,0770::SB1,5521AW,1432,771,23,7,0,0,0,725,76,0,0,0,0,0,801,167,200,149,89,52,53,26,10,25
De Dommel,Eersel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Basisschool Wereldwijs,0770::SB2,5521VA,1348,632,18,0,0,0,0,590,60,0,0,0,0,0,650,186,119,69,77,57,75,25,8,16
De Dommel,Eersel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeenschapshuis De Smis,0770::SB3,5525AN,1635,679,17,2,0,0,0,630,68,0,0,0,0,0,698,151,209,83,86,49,59,21,5,16
De Dommel,Eersel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeenschapshuis De Höllekes,0770::SB4,5524AX,1307,671,2,24,0,0,0,615,82,0,0,0,0,0,697,116,251,78,87,52,55,14,3,15
De Dommel,Eersel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Tenniscentrum Eersel,0770::SB5,5521TP,1245,791,35,6,0,1,0,764,69,0,0,1,0,0,833,228,167,154,77,50,51,23,21,20
De Dommel,Eersel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Muzenval 2,0770::SB6,5521AW,1241,674,33,5,0,0,0,632,80,0,0,0,0,0,712,144,182,119,79,47,63,19,10,11
De Dommel,Eersel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Muzenval 3,0770::SB7,5521AW,1467,662,15,3,0,0,0,614,66,0,0,0,0,0,680,173,157,121,75,57,44,14,6,15
De Dommel,Eersel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeenschapshuis D'n Boogerd,0770::SB8,5512AJ,1752,901,35,11,0,0,0,841,106,0,0,0,0,0,947,210,315,102,93,44,74,31,9,23
De Dommel,Eersel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeenschapshuis De Rosdoek,0770::SB9,5513AR,1611,868,29,5,0,1,0,816,85,0,1,0,0,0,901,167,408,80,58,47,56,31,7,14
De Dommel,Eersel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeenschapshuis De Leenhoef,0770::SB10,5511AG,1181,628,29,1,0,0,0,604,54,0,0,0,0,0,658,157,211,80,65,31,47,11,12,14
De Dommel,Eersel,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Ontmoetingscentrum 't Stökske,0770::SB11,5521WG,1412,611,15,6,0,0,0,584,51,3,0,3,0,0,635,127,203,92,74,35,48,22,3,7
