contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,VVD,Partij van de Arbeid (P.v.d.A.),50PLUS,Werken aan Water,AWP niet politiek wel deskundig,ChristenUnie,Ouderen Appèl - Hart voor Water
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeentehuis Meierijstad,1948::SB1,5461 KN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Dienstencentrum De Peppelhof,1948::SB2,5461 EA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Wijkgebouw De Bloemfontein,1948::SB3,5462 AE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Zorgcentrum Joachim en Anna,1948::SB4,5461 BL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Wijkcentrum De Lapvoet,1948::SB5,5463 JA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Zorgcentrum AAtrium,1948::SB6,5463 GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Rode kruis gebouw,1948::SB7,5463 HM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gymzaal Zuid Basisschool De Vijfmaster,1948::SB8,5463 ET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Basisschool De Uilenbrink,1948::SB9,5467 BM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Verpleegtehuis de Watersteeg,1948::SB10,5467 AN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Wijkgebouw De Spil,1948::SB11,5467 JZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Basisschool  't Heibosch,1948::SB12,5467 KE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau ROC de Leijgraaf,1948::SB13,5467 HA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau M.F.C. De Hintel,1948::SB14,5464 PN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeenschapshuis D'n Brak,1948::SB15,5464 VR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Dorpshuis Zijtaart,1948::SB16,5465 RJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeenschapshuis De Brink,1948::SB17,5466 PE,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Basisschool De Empel,1948::SB18,5469 SL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Simeonshof,1948::SB19,5469 CK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Raadhuis Erp,1948::SB20,5469 BK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeenschapshuis 't Span,1948::SB21,5469 EX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeenschapshuis Den Hazenpot,1948::SB22,5469 PS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Locatie voormalig gemeentehuis Schijndel,1948::SB101,5482 NG,0,0,0,8,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Mgr. Bekkershuis,1948::SB102,5482 JD,20,10,1,0,0,0,0,11,0,0,0,0,0,0,11,1,1,1,2,4,1,0,0,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Sportcomplex De Dioscuren (ingang HKV Amicitia),1948::SB103,5481 KD,158,57,1,2,0,0,0,57,3,0,0,0,0,0,60,13,13,20,4,1,1,3,0,2
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau BS de Regenboog (locatie Hoevenbraak),1948::SB104,5482 BJ,414,202,7,2,0,0,1,183,27,0,0,0,0,0,211,61,21,50,26,23,13,7,1,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Sociaal Cultureel Centrum de Vink,1948::SB105,5482 BD,1120,392,24,2,0,0,0,368,43,0,7,0,7,0,411,115,42,108,54,32,20,17,0,4
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Dorpscentrum De Schakel,1948::SB106,5482 DA,119,54,0,0,0,0,0,41,13,0,0,0,0,0,54,16,12,16,2,3,0,3,1,1
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau 't Spectrum,1948::SB107,5482 WN,0,22,3,0,0,0,0,24,1,0,0,0,0,0,25,8,4,1,7,0,0,0,1,1
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Sociaal Cultureel Centrum de Kajuit,1948::SB108,5482 MA,0,7,0,0,0,0,0,7,0,0,0,0,0,0,7,1,0,0,1,0,2,0,1,2
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Basisschool de Vossenberg,1948::SB109,5481 HD,61,25,1,0,1,0,0,20,5,0,1,0,0,0,25,13,3,3,0,5,1,0,0,0
De Dommel,Meierijstad,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Het Gasthuis,1948::SB110,5481 HL,29,21,0,0,0,0,0,16,0,0,5,0,5,0,16,5,2,1,1,8,0,3,1,0
